sample_ID_full,input,filtered,denoised,merged,nonchimeric
tLIMS17407s290M082BS1,214195,183606,183606,182852,172779
tLIMS17407s291M082MS1,213928,179233,179233,165960,131694
tLIMS17407s292M082BS3,142020,119551,119551,119360,119345
tLIMS17407s293M082BS5,243871,208264,208264,207856,204487
tLIMS17407s294M088BS1,261184,221946,221946,221798,221581
tLIMS17407s295M088MS1,157325,132648,132648,123941,113240
tLIMS17407s296M088BS2,121432,104043,104043,103764,102944
tLIMS17407s297M088BS3,207700,176933,176933,176130,175617
tLIMS17407s298M088BS4,206738,175077,175077,173519,171333
tLIMS17407s299M089BS1,167499,142831,142831,142694,142112
tLIMS17407s29U040BS4,235763,198406,198406,198152,164024
tLIMS17407s2U036BS2,225594,194796,194796,193616,171052
tLIMS17407s300M089MS1,313583,264490,264490,259530,249100
tLIMS17407s301M089BS4,176707,149890,149890,148908,139413
tLIMS17407s302M090BS1,132294,110002,110002,109972,109954
tLIMS17407s303M090MS1,208052,174426,174426,166945,146288
tLIMS17407s304M090BS2,218734,187286,187286,186907,185047
tLIMS17407s305M090BS3,97700,82369,82369,82308,82305
tLIMS17407s306M090BS4,130581,111179,111179,110650,105748
tLIMS17407s307M091BS1,138624,119268,119268,118727,112864
tLIMS17407s308M091MS1,157300,132743,132743,123449,83834
tLIMS17407s309M091BS2,181942,151225,151225,150350,141082
tLIMS17407s30U040BS5,195348,166463,166463,166252,146500
tLIMS17407s310M091BS4,146693,124084,124084,123101,112027
tLIMS17407s311M095BS1,163925,140079,140079,139837,138619
tLIMS17407s312M095MS1,219804,185214,185214,180108,165976
tLIMS17407s313M095BS5,207962,177870,177870,176479,159066
tLIMS17407s314M095BS6,190291,164277,164277,162870,150897
tLIMS17407s315M096BS1,186070,155391,155391,141687,117621
tLIMS17407s316M096MS1,232973,200576,200576,200181,189134
tLIMS17407s317M096BS4,169175,144558,144558,143347,130991
tLIMS17407s318M098MS1,206806,176462,176462,168792,154130
tLIMS17407s319M098BS4,173260,149250,149250,147636,128177
tLIMS17407s31U040BS6,156766,132813,132813,132468,114279
tLIMS17407s320M098BS5,230136,197318,197318,196938,196283
tLIMS17407s321M100BS1,174869,150227,150227,149837,142789
tLIMS17407s322M100MS1,173175,147888,147888,140704,120070
tLIMS17407s323M100BS4,132418,112770,112770,112504,111056
tLIMS17407s324M100BS5,284441,244699,244699,244288,241769
tLIMS17407s325M100BS6,316895,272742,272742,271658,266011
tLIMS17407s326M103BS1,212454,179628,179628,179497,179470
tLIMS17407s327M103MS1,204318,173615,173615,168606,147186
tLIMS17407s328M103BS3,226421,194588,194588,193971,193275
tLIMS17407s329M103BS4,216511,180772,180772,180157,175823
tLIMS17407s32U040MS1,157288,131350,131350,120232,98195
tLIMS17407s330M104BS1,175345,148587,148587,147087,130096
tLIMS17407s331M104MS1,226475,190907,190907,184605,154137
tLIMS17407s332M104BS3,190872,163173,163173,162712,160140
tLIMS17407s333M104BS4,382082,326280,326280,325399,318590
tLIMS17407s334M104BS6,194922,163494,163494,153717,134108
tLIMS17407s335M105BS1,185077,157409,157409,156484,156177
tLIMS17407s336M105MS1,272852,230019,230019,221021,192824
tLIMS17407s337M105BS3,239173,201969,201969,201550,199495
tLIMS17407s338M105BS4,4743,3800,3800,3723,3723
tLIMS17407s339M079toM105WCSctrl,254,98,98,79,79
tLIMS17407s33U042BS1,151866,127708,127708,127269,120033
tLIMS17407s340M079toM105MSctrl,1096238,935699,935699,933709,921853
tLIMS17407s341M079toM105BSctrl,182375,156906,156906,156356,152710
tLIMS17407s342M079toM105MCctrl,265313,230014,230014,229187,225774
tLIMS17407s343M079toM105MCQiactrl,197543,172354,172354,171764,163954
tLIMS17407s344M079toM105PCRctrl,69,21,21,12,12
tLIMS17407s34U042BS2,185811,157914,157914,156700,132359
tLIMS17407s35U042BS4,157484,134033,134033,132894,114772
tLIMS17407s36U042BS6,133418,112478,112478,111765,95269
tLIMS17407s37U042BS6,161997,138426,138426,137550,124853
tLIMS17407s38U042MS1,206289,173510,173510,164866,133315
tLIMS17407s39U043BS1,247356,214202,214202,213768,198953
tLIMS17407s3U036BS3,159116,137739,137739,136660,118783
tLIMS17407s40U043BS2,140183,120612,120612,120145,112975
tLIMS17407s41U043BS3,208180,175944,175944,175400,169316
tLIMS17407s42U044BS1,194000,164394,164394,163661,152978
tLIMS17407s43U044BS2,195663,165704,165704,164817,153393
tLIMS17407s44U044BS3,208751,176840,176840,176500,173838
tLIMS17407s45U044BS4,164887,141188,141188,140330,126279
tLIMS17407s46U044BS5,204971,176354,176354,175979,169673
tLIMS17407s47U044BS6,213714,183489,183489,182908,163009
tLIMS17407s48U047BS1,168128,144711,144711,144457,135756
tLIMS17407s49U047BS2,234082,198205,198205,197477,189007
tLIMS17407s4U036BS4,132784,113782,113782,112176,96403
tLIMS17407s50U047BS3,210649,180040,180040,179518,168697
tLIMS17407s51U047BS4,92293,77398,77398,77108,70146
tLIMS17407s52U047BS5,156981,130460,130460,130119,121836
tLIMS17407s53U047BS6,187245,158695,158695,158084,145161
tLIMS17407s54U047MS1,422,247,247,234,234
tLIMS17407s55U048BS1,208564,178404,178404,177664,168892
tLIMS17407s56U048BS2,203616,174807,174807,173866,149215
tLIMS17407s57U048BS3,260087,221339,221339,220481,200759
tLIMS17407s58U048BS4,204390,172356,172356,171756,158030
tLIMS17407s59U048BS5,148091,123555,123555,123092,113616
tLIMS17407s5U036BS5,221765,187230,187230,185914,168641
tLIMS17407s60U048BS6,165375,137099,137099,136492,126215
tLIMS17407s61U048MS1,200017,169009,169009,161327,120801
tLIMS17407s62U049BS1,151324,130305,130305,129484,124134
tLIMS17407s63U049BS2,111806,93502,93502,92706,85989
tLIMS17407s64U049BS3,215829,182792,182792,181923,171931
tLIMS17407s65U049BS4,177853,151142,151142,149354,138906
tLIMS17407s66U049BS5,195502,164008,164008,162392,142081
tLIMS17407s67U049BS6,166765,140709,140709,139700,133296
tLIMS17407s68U049MS1,178250,149234,149234,144796,132929
tLIMS17407s69U050BS1,183751,158468,158468,158026,145399
tLIMS17407s6U036BS6,197989,169846,169846,169017,157188
tLIMS17407s70U050BS2,195602,165727,165727,164776,154799
tLIMS17407s71U050BS3,201951,170090,170090,168757,151301
tLIMS17407s72U050BS4,165282,141422,141422,139903,121732
tLIMS17407s73U050BS5,148312,127082,127082,125653,110742
tLIMS17407s74U050BS6,197081,168406,168406,167164,147063
tLIMS17407s75U050MS1,152880,130480,130480,126625,107825
tLIMS17407s76U052BS1,183518,158316,158316,157818,147200
tLIMS17407s77U052BS2,174356,151950,151950,151526,143156
tLIMS17407s78U052BS3,148491,127583,127583,126713,114373
tLIMS17407s79U052BS5,162789,140641,140641,139405,124111
tLIMS17407s7U036MS1,158461,132245,132245,122218,102761
tLIMS17407s80U052BS6,179445,155538,155538,153900,132797
tLIMS17407s81U052MS1,169635,146897,146897,144365,119419
tLIMS17407s82U036toU052WCSctrl,1113,891,891,882,877
tLIMS17407s83U036toU052MSctrl,180181,154647,154647,153934,152251
tLIMS17407s84U036toU052BSctrl,172190,149585,149585,149045,145553
tLIMS17407s85U036toU052MCctrl,197825,172852,172852,172401,171091
tLIMS17407s86U036toU052MCQiactrl,118547,103156,103156,102671,98310
tLIMS17407s87U036toU052PCRctrl,134,39,39,13,13
tLIMS17407s88U053BS1,146354,126139,126139,125722,118809
tLIMS17407s89U053BS2,147731,125914,125914,125867,125825
tLIMS17407s8U037BS1,182573,158035,158035,157737,147533
tLIMS17407s90U053BS3,308723,265622,265622,265552,262462
tLIMS17407s91U053BS4,141025,121206,121206,121089,117833
tLIMS17407s92U053BS5,147938,126132,126132,126076,123535
tLIMS17407s93U053BS6,139200,118111,118111,118085,116399
tLIMS17407s94U053MS1,115881,98595,98595,92792,72135
tLIMS17407s95U054BS1,122443,104534,104534,103025,90794
tLIMS17407s96U054BS2,152763,129896,129896,127622,110162
tLIMS17407s97U054BS4,145378,122717,122717,121341,104873
tLIMS17407s98U054BS5,146645,124754,124754,122601,96197
tLIMS17407s99U054BS6,206223,176789,176789,173549,131472
tLIMS17407s9U037BS2,145842,124859,124859,124596,120320
tLIMS18668s100M135BS4,427508,386336,386336,384573,359573
tLIMS18668s101M135BS6,140374,125604,125604,125029,121707
tLIMS18668s102M140BS1,137450,119957,119957,118074,114050
tLIMS18668s103M140MS1,118313,106283,106283,105266,104646
tLIMS18668s104M140BS3,207354,186883,186883,186193,173681
tLIMS18668s105M141BS2,260380,239249,239249,238827,237016
tLIMS18668s106M141BS3,185270,166582,166582,166206,165454
tLIMS18668s107M141BS4,111123,99850,99850,99669,99488
tLIMS18668s108M141BS6,167137,149659,149659,149340,149304
tLIMS18668s109M142BS1,130941,116302,116302,115693,113825
tLIMS18668s10M108BS2,165491,151157,151157,150205,139519
tLIMS18668s110M142BS2,109630,97808,97808,97463,95869
tLIMS18668s111M142BS4,141486,125625,125625,125413,123121
tLIMS18668s112M143BS1,114689,101285,101285,100897,97313
tLIMS18668s113M143MS1,149407,131352,131352,125038,109711
tLIMS18668s114M143BS2,115501,101920,101920,101620,101415
tLIMS18668s115M143BS4,186527,168265,168265,166404,150987
tLIMS18668s116M143BS5,135504,121112,121112,120991,119722
tLIMS18668s117M143BS6,186095,166057,166057,164309,147633
tLIMS18668s118M150BS1,151227,134787,134787,134369,131934
tLIMS18668s119M150MS1,181478,159391,159391,147641,126661
tLIMS18668s11M108BS3,290984,262946,262946,262701,262664
tLIMS18668s120M150BS2,126995,110335,110335,110142,110083
tLIMS18668s121M150BS4,187,110,110,101,101
tLIMS18668s122M150BS5,115746,103077,103077,102957,102109
tLIMS18668s123M151BS1,218751,192247,192247,191625,177645
tLIMS18668s124M151MS1,266518,233607,233607,222306,194239
tLIMS18668s125M151BS4,259999,228662,228662,227517,202936
tLIMS18668s127M152BS1,322244,286456,286456,286206,276241
tLIMS18668s128M152MS1,173097,153756,153756,150249,141798
tLIMS18668s129M152BS2,208752,191487,191487,190538,182089
tLIMS18668s12M108BS4,194929,175333,175333,175143,175139
tLIMS18668s130M152BS3,177808,161629,161629,161400,160725
tLIMS18668s131M152BS4,116543,105235,105235,105140,105111
tLIMS18668s132M152BS5,153193,138969,138969,138640,135751
tLIMS18668s133M152BS6,136693,122957,122957,122754,119158
tLIMS18668s134M153BS1,136072,122934,122934,122339,120700
tLIMS18668s135M153MS1,216148,193320,193320,185349,160939
tLIMS18668s136M153BS3,515856,471734,471734,471143,465576
tLIMS18668s137M153BS4,216410,197783,197783,197732,197524
tLIMS18668s138M153BS5,185439,166132,166132,165436,159016
tLIMS18668s139M153BS6,523816,474982,474982,474436,467878
tLIMS18668s13M108BS6,150953,136682,136682,136253,134326
tLIMS18668s140M157BS1,64618,57963,57963,57824,57525
tLIMS18668s141M157MS1,224728,199141,199141,188832,153172
tLIMS18668s142M157BS2,151482,136429,136429,135916,135178
tLIMS18668s143M157BS3,148528,132801,132801,132029,130932
tLIMS18668s144M157BS6,151046,133921,133921,133211,131632
tLIMS18668s145M158BS1,154404,136904,136904,136505,134023
tLIMS18668s146M158MS1,154947,137189,137189,132372,121686
tLIMS18668s147M158BS2,186165,165578,165578,164175,154806
tLIMS18668s148M158BS3,145644,129551,129551,129107,125364
tLIMS18668s149M158BS4,188801,168071,168071,166237,152566
tLIMS18668s14M110BS2,190315,167093,167093,164625,147153
tLIMS18668s150M158BS5,143806,127081,127081,126520,122189
tLIMS18668s151M158BS6,186073,165629,165629,165189,159440
tLIMS18668s152M160BS1,148129,133792,133792,133612,133266
tLIMS18668s153M160MS1,200162,177156,177156,166363,131052
tLIMS18668s154M160BS3,161963,144042,144042,143594,137973
tLIMS18668s155M160BS4,96069,85711,85711,85583,85411
tLIMS18668s156M160BS6,148765,133116,133116,132872,130387
tLIMS18668s157M161BS1,153729,136690,136690,136539,136539
tLIMS18668s158M161BS3,89883,80618,80618,80529,80522
tLIMS18668s159M161BS4,128913,114872,114872,114722,114715
tLIMS18668s15M110BS3,117451,104797,104797,104147,102415
tLIMS18668s160M161BS5,132715,116763,116763,116574,116391
tLIMS18668s161M161BS6,2291,1939,1939,1937,1937
tLIMS18668s162M162BS3,121444,107558,107558,107380,105422
tLIMS18668s163M162BS4,162117,144744,144744,143582,136859
tLIMS18668s164M162BS5,124497,112738,112738,112507,112460
tLIMS18668s165M162BS6,146635,134284,134284,133874,132756
tLIMS18668s166M163BS3,161345,145396,145396,145278,145257
tLIMS18668s167M163BS5,98562,88713,88713,88684,88661
tLIMS18668s168M163BS6,12423,11082,11082,11050,11045
tLIMS18668s169M164BS1,263639,236248,236248,236049,235688
tLIMS18668s16M110BS4,191360,170761,170761,170124,168526
tLIMS18668s170M164MS1,128023,114062,114062,107391,92324
tLIMS18668s171M164BS2,155255,140055,140055,139523,134472
tLIMS18668s172M164BS3,1102510,1012137,1012137,1011975,1011843
tLIMS18668s173M164BS5,173309,155382,155382,155337,155243
tLIMS18668s174M165BS1,157996,143174,143174,142988,138339
tLIMS18668s175M165MS1,179276,160867,160867,155842,144047
tLIMS18668s176M165BS2,181890,163310,163310,162494,150071
tLIMS18668s177M165BS3,154237,137538,137538,136999,127856
tLIMS18668s178M165BS6,154613,139682,139682,139394,137000
tLIMS18668s179M134toM165WCSctrl,62,7,7,0,0
tLIMS18668s17M110BS6,175455,158097,158097,157800,157770
tLIMS18668s180M134toM165MSctrl,467,374,374,365,353
tLIMS18668s181M134toM165BSctrl,192714,176388,176388,175905,172293
tLIMS18668s182M134toM165MCctrl,128157,118334,118334,117709,115247
tLIMS18668s183M134toM165MCQiactrl,153936,141647,141647,141474,140384
tLIMS18668s184M134toM165PCRctrl,317,99,99,68,68
tLIMS18668s185M167BS1,120362,107891,107891,107494,105104
tLIMS18668s186M167MS1,191249,169350,169350,167379,151788
tLIMS18668s187M167BS2,296653,254032,254032,251019,221689
tLIMS18668s188M167BS3,88897,78914,78914,78582,78433
tLIMS18668s189M167BS5,145091,125835,125835,125567,125561
tLIMS18668s18M113BS1,172354,154471,154471,154214,151801
tLIMS18668s190M167BS6,90250,79358,79358,79247,79247
tLIMS18668s191M168BS1,152330,137764,137764,137326,131207
tLIMS18668s192M168MS1,154033,135533,135533,124599,101308
tLIMS18668s193M168BS2,842869,764439,764439,762718,727808
tLIMS18668s194M168BS4,120308,107718,107718,107394,105891
tLIMS18668s195M168BS5,91627,81103,81103,80907,79910
tLIMS18668s196M169BS1,98536,89464,89464,89413,88956
tLIMS18668s197M169MS1,178282,156091,156091,142712,120876
tLIMS18668s198M169BS2,131944,116951,116951,116879,116794
tLIMS18668s199M169BS3,151918,131385,131385,131307,130945
tLIMS18668s19M113MS1,158181,140357,140357,137754,131226
tLIMS18668s1M106BS1,1286,1063,1063,1045,1040
tLIMS18668s200M169BS5,94465,84901,84901,84814,84800
tLIMS18668s201M169BS6,175225,157001,157001,156500,150861
tLIMS18668s202M170BS1,107670,98135,98135,98094,98073
tLIMS18668s203M170MS1,149631,131503,131503,122831,105671
tLIMS18668s204M170BS2,149715,136495,136495,135680,119147
tLIMS18668s205M170BS3,85221,76967,76967,76917,76853
tLIMS18668s206M170BS4,104322,93187,93187,93045,93025
tLIMS18668s207M170BS5,100651,91315,91315,91238,90966
tLIMS18668s208M170BS6,99968,88715,88715,88539,87707
tLIMS18668s209M171BS1,127259,114234,114234,113838,112324
tLIMS18668s20M113BS2,136042,121637,121637,121363,119832
tLIMS18668s210M171MS1,170704,151666,151666,143099,115131
tLIMS18668s211M171BS2,123721,108768,108768,108602,108504
tLIMS18668s212M171BS6,86136,76012,76012,75881,75748
tLIMS18668s213M172BS1,127131,112156,112156,111847,110867
tLIMS18668s214M172MS1,143850,128160,128160,121797,105545
tLIMS18668s215M172BS2,118322,105858,105858,105498,103270
tLIMS18668s216M172BS6,98894,88288,88288,88193,88185
tLIMS18668s217M173BS1,85,35,35,31,31
tLIMS18668s218M173MS1,160904,143286,143286,140196,131617
tLIMS18668s219M173BS2,167703,151871,151871,150387,133742
tLIMS18668s21M113BS3,154076,138584,138584,138156,134234
tLIMS18668s220M173BS4,115993,103692,103692,102964,95183
tLIMS18668s221M173BS5,120127,105742,105742,105448,104446
tLIMS18668s222M173BS6,159379,140311,140311,139240,121289
tLIMS18668s223M175MS1,194621,164691,164691,163826,160640
tLIMS18668s224M175BS2,97196,88076,88076,87921,87143
tLIMS18668s225M175BS3,179053,159406,159406,158868,148371
tLIMS18668s226M175BS4,130688,118260,118260,118080,113352
tLIMS18668s227M175BS5,151388,137353,137353,137107,132952
tLIMS18668s228M175BS6,129304,117640,117640,117570,116569
tLIMS18668s229M176BS2,220145,196770,196770,196528,195525
tLIMS18668s22M113BS4,177085,160834,160834,159888,145115
tLIMS18668s230M176BS5,145519,128793,128793,128137,123534
tLIMS18668s231M176BS6,103301,91052,91052,90964,90887
tLIMS18668s232M177BS1,124246,109829,109829,109729,109552
tLIMS18668s233M177BS2,107390,95449,95449,95365,92277
tLIMS18668s234M177BS4,134712,121665,121665,121614,120529
tLIMS18668s235M177BS5,156849,137453,137453,137256,134832
tLIMS18668s236M178BS1,27232,24320,24320,24205,24097
tLIMS18668s237M178BS3,139144,124727,124727,124481,122291
tLIMS18668s238M178BS5,109912,98381,98381,97501,92864
tLIMS18668s239M180BS1,130798,118918,118918,118777,118436
tLIMS18668s23M115BS1,125518,112098,112098,111388,105485
tLIMS18668s240M180MS1,146149,130135,130135,126081,120829
tLIMS18668s241M180BS2,400742,365461,365461,365160,364851
tLIMS18668s242M180BS3,90774,82660,82660,82519,82386
tLIMS18668s243M180BS5,85746,76866,76866,76733,76714
tLIMS18668s244M180BS6,75492,68140,68140,67944,67731
tLIMS18668s245M181BS2,118244,104076,104076,103999,103810
tLIMS18668s246M181BS3,150218,133139,133139,132795,128003
tLIMS18668s247M181BS4,135087,117189,117189,116932,116504
tLIMS18668s248M181BS5,83331,75349,75349,75218,75155
tLIMS18668s249M181BS6,163836,146729,146729,146580,146204
tLIMS18668s24M115MS1,264108,230248,230248,218959,182688
tLIMS18668s250M182BS2,129219,116214,116214,116079,115221
tLIMS18668s251M182BS3,156617,140126,140126,140055,139784
tLIMS18668s252M182BS4,150925,134188,134188,133809,131759
tLIMS18668s253M182BS5,178931,160628,160628,160027,152433
tLIMS18668s254M172BS4,582788,515615,515615,515052,506114
tLIMS18668s255M183BS2,92432,82877,82877,82733,82259
tLIMS18668s256M183BS3,91928,81657,81657,81365,79842
tLIMS18668s257M186BS1,102002,91111,91111,90671,89498
tLIMS18668s258M186MS1,190508,169393,169393,160185,133989
tLIMS18668s259M186BS2,143120,123518,123518,123152,120460
tLIMS18668s25M115BS2,327945,291042,291042,288987,260048
tLIMS18668s260M186BS3,93704,83024,83024,82896,80840
tLIMS18668s261M015BS1,253138,220992,220992,219792,193799
tLIMS18668s262M015MS1,251883,222210,222210,202837,148163
tLIMS18668s263M015BS2,174431,156190,156190,155961,155958
tLIMS18668s264M015BS3,121092,108930,108930,108757,108676
tLIMS18668s265M015BS4,111283,99979,99979,99773,99449
tLIMS18668s266M015BS5,110746,99285,99285,99040,98786
tLIMS18668s267M015BS6,93450,83427,83427,82706,76740
tLIMS18668s268M046BS1,93754,84273,84273,84070,81987
tLIMS18668s269M046MS1,106253,93425,93425,85487,67989
tLIMS18668s26M115BS3,232435,190530,190530,190087,187962
tLIMS18668s270M046BS2,127438,113303,113303,113248,113160
tLIMS18668s271M046BS3,99,32,32,26,26
tLIMS18668s272M046BS4,98800,87759,87759,87298,83932
tLIMS18668s273M046BS5,214148,189816,189816,189478,187409
tLIMS18668s274M046BS6,185461,166440,166440,165895,162139
tLIMS18668s275M167toM186WCSctrl,176,40,40,33,33
tLIMS18668s276M167toM186MSctrl,234363,210850,210850,210586,210192
tLIMS18668s277M167toM186BSctrl,125774,115226,115226,114814,112162
tLIMS18668s278M167toM186MCctrl,124970,114051,114051,113541,112228
tLIMS18668s279M167toM186PCRctrl,67,24,24,0,0
tLIMS18668s27M115BS4,87607,76773,76773,76577,76512
tLIMS18668s280M106BM1,109251,96627,96627,96127,93148
tLIMS18668s281M107BM1,136437,123731,123731,123593,122676
tLIMS18668s282M107BM2,260292,232628,232628,230756,217623
tLIMS18668s283M108BM1,120165,108802,108802,108362,100172
tLIMS18668s284M108BM2,166027,151089,151089,146450,108337
tLIMS18668s285M108BM3,104902,93827,93827,93534,92335
tLIMS18668s286M110BM2,108551,96880,96880,96283,94496
tLIMS18668s287M110BM3,114719,102475,102475,102298,101929
tLIMS18668s288M113BM2,728941,645057,645057,643800,636220
tLIMS18668s289M115BM1,111884,100223,100223,100123,99873
tLIMS18668s28M117BS1,202133,179408,179408,179100,175175
tLIMS18668s290M115BM2,117641,103922,103922,103010,99500
tLIMS18668s291M117BM1,112358,102100,102100,101272,99593
tLIMS18668s292M116BM2,103794,91274,91274,91201,90871
tLIMS18668s293M117BM2,178715,160295,160295,159852,158479
tLIMS18668s294M117BM3,158179,142049,142049,141938,141865
tLIMS18668s295M118BM1,90490,81375,81375,80387,80068
tLIMS18668s296M118BM2,156298,141264,141264,141074,140287
tLIMS18668s297M121BM1,105026,94842,94842,94492,93837
tLIMS18668s298M121BM2,99089,88833,88833,88726,88277
tLIMS18668s299M121BM3,154317,137178,137178,137020,136410
tLIMS18668s29M117MS1,201645,177330,177330,170301,147692
tLIMS18668s2M106MS1,130940,116358,116358,108838,90052
tLIMS18668s300M122BM2,85787,76782,76782,76715,76700
tLIMS18668s301M123BM1,103280,92369,92369,92283,92258
tLIMS18668s302M123BM2,121481,109208,109208,108587,108477
tLIMS18668s303M123BM3,112473,101703,101703,101043,100399
tLIMS18668s304M124BM2,122064,110643,110643,109626,106296
tLIMS18668s305M124BM3,97786,88347,88347,88119,87563
tLIMS18668s306M125BM2,98586,88903,88903,88409,85160
tLIMS18668s307M127BM1,137309,121778,121778,119021,109566
tLIMS18668s308M127BM2,106150,94730,94730,94683,94455
tLIMS18668s309M127BM3,124834,113242,113242,113183,113170
tLIMS18668s30M116BS2,247134,217204,217204,216930,214682
tLIMS18668s310M130BM1,130551,117804,117804,117049,115649
tLIMS18668s311M131BM2,136847,123210,123210,122854,120419
tLIMS18668s312M131BM3,151420,135800,135800,135647,134699
tLIMS18668s313M132BM2,137653,124905,124905,124773,124695
tLIMS18668s314M133BM1,119821,106417,106417,105501,103163
tLIMS18668s315M133BM2,1515,1337,1337,1322,1322
tLIMS18668s316M133BM3,77266,69308,69308,69140,69135
tLIMS18668s317M134BM1,80215,71541,71541,71329,71168
tLIMS18668s318M134BM2,107792,96209,96209,95082,76616
tLIMS18668s319M134BM3,91264,81187,81187,81115,80948
tLIMS18668s31M116BS4,114032,99933,99933,99825,99787
tLIMS18668s320M135BM1,108351,97474,97474,95671,88729
tLIMS18668s321M135BM3,132087,117744,117744,117490,117481
tLIMS18668s322M140BM1,351912,315058,315058,312052,305758
tLIMS18668s323M140BM3,141429,128217,128217,127348,120867
tLIMS18668s324M141BM2,120528,109648,109648,109471,107074
tLIMS18668s325M141BM3,196775,178144,178144,176948,172843
tLIMS18668s326M142BM1,184709,166874,166874,166698,166460
tLIMS18668s327M142BM2,1200,1048,1048,1047,1047
tLIMS18668s328M142BM3,87816,79140,79140,78985,77830
tLIMS18668s329M143BM1,93774,85481,85481,85097,83715
tLIMS18668s32M116BS5,121235,108711,108711,108531,108448
tLIMS18668s330M143BM2,87078,78973,78973,78942,78935
tLIMS18668s331M143BM3,102506,92900,92900,92318,89401
tLIMS18668s332M150BM1,129303,119518,119518,119216,118197
tLIMS18668s333M150BM2,131078,117471,117471,117416,115046
tLIMS18668s334M151BM1,105730,96525,96525,96204,96191
tLIMS18668s335M151BM2,91476,81185,81185,80517,79446
tLIMS18668s336M152BM1,94721,85879,85879,85830,85642
tLIMS18668s337M152BM2,142024,129519,129519,129361,129344
tLIMS18668s338M152BM3,113664,100906,100906,100810,100640
tLIMS18668s339M153BM1,160301,145213,145213,142719,126958
tLIMS18668s33M117BS2,166439,148768,148768,147714,136233
tLIMS18668s340M153BM2,117354,104966,104966,104288,102371
tLIMS18668s341M153BM3,103560,92304,92304,91536,89936
tLIMS18668s342M157BM1,102586,93433,93433,93299,93185
tLIMS18668s343M157BM2,88820,78515,78515,78011,77406
tLIMS18668s344M157BM3,123718,112346,112346,112277,112115
tLIMS18668s345M158BM1,148749,134021,134021,133721,132229
tLIMS18668s346M158BM2,175832,155910,155910,152117,141079
tLIMS18668s347M158BM3,122819,109775,109775,109622,109520
tLIMS18668s348M160BM2,158985,141348,141348,141240,139008
tLIMS18668s349M160BM3,136622,123660,123660,122696,116837
tLIMS18668s34M117BS3,172973,154504,154504,153724,148293
tLIMS18668s350M161BM2,119438,106364,106364,106179,103229
tLIMS18668s351M161BM3,106073,95537,95537,95442,95143
tLIMS18668s352M162BM2,135695,121638,121638,121034,117566
tLIMS18668s353M162BM3,110832,99410,99410,99322,96309
tLIMS18668s354M163BM3,142084,126836,126836,126577,126087
tLIMS18668s355M164BM1,151025,133879,133879,133662,133169
tLIMS18668s356M164BM3,102739,92456,92456,92360,91933
tLIMS18668s357M165BM3,150853,135766,135766,135341,133157
tLIMS18668s358M167BM1,141877,127404,127404,127216,126700
tLIMS18668s359M167BM3,102154,92452,92452,92416,92413
tLIMS18668s35M117BS4,114488,99390,99390,98450,89159
tLIMS18668s360M168BM1,35821,32229,32229,32203,32198
tLIMS18668s361M168BM2,186120,168224,168224,167743,167317
tLIMS18668s362M168BM3,116480,104565,104565,104425,104125
tLIMS18668s363M169BM1,118773,108015,108015,106102,100973
tLIMS18668s364M169BM2,168120,149882,149882,148267,142390
tLIMS18668s365M169BM3,118829,106818,106818,106674,106129
tLIMS18668s366M106BM3,126653,114255,114255,114099,112524
tLIMS18668s367M106toM169WCBMctrl,168064,150452,150452,150383,150310
tLIMS18668s368M106toM169BMctrl,95607,87364,87364,87168,86116
tLIMS18668s369M106toM169MCctrlBM,158140,144324,144324,138836,84779
tLIMS18668s36M117BS6,185300,166134,166134,165535,162852
tLIMS18668s370M106toM169MCQiactrlBM,1591804,1460889,1460889,1446103,1057161
tLIMS18668s371M106toM169PCRctrlBM,86,16,16,16,16
tLIMS18668s37M118BS1,202687,180813,180813,180531,179691
tLIMS18668s38M118MS1,360017,316808,316808,312489,290103
tLIMS18668s39M118BS4,126856,113425,113425,113149,111707
tLIMS18668s3M106BS4,148085,132181,132181,131639,130168
tLIMS18668s40M118BS5,214392,190953,190953,190123,182374
tLIMS18668s41M121BS1,188106,172290,172290,172070,168558
tLIMS18668s42M121BS2,149212,136323,136323,136202,136171
tLIMS18668s43M121BS3,141079,128904,128904,128711,128159
tLIMS18668s44M121BS4,520,340,340,317,317
tLIMS18668s45M121BS6,159271,144228,144228,144075,143991
tLIMS18668s46M122BS2,168058,152379,152379,151925,147827
tLIMS18668s47M122BS4,173076,156022,156022,155948,155281
tLIMS18668s48M123BS1,199872,179735,179735,179553,179110
tLIMS18668s49M123MS1,154332,136015,136015,127043,111357
tLIMS18668s4M107BS1,152984,136533,136533,136285,136185
tLIMS18668s50M123BS2,135622,117183,117183,116918,114653
tLIMS18668s51M123BS3,78737,68940,68940,68825,68510
tLIMS18668s52M123BS4,164756,144839,144839,144701,144679
tLIMS18668s53M123BS6,180071,162226,162226,161697,154897
tLIMS18668s54M124BS5,154220,136891,136891,136500,135084
tLIMS18668s55M125BS2,142866,126489,126489,125548,112849
tLIMS18668s56M125BS3,115911,104947,104947,104804,104774
tLIMS18668s57M125BS4,165613,147925,147925,146842,136366
tLIMS18668s58M125BS5,192790,173794,173794,173615,173463
tLIMS18668s59M125BS6,109223,97646,97646,97525,97520
tLIMS18668s5M107MS1,173936,154751,154751,148993,133057
tLIMS18668s60M127BS1,136239,119200,119200,118863,106906
tLIMS18668s61M127MS1,187434,164599,164599,156714,133734
