"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n","module"
"B9.F1",0.3857,0.3857,199,0.1792,0.120766679396849,50,"module2"
"B9.F2",0.3223,0.3223,199,0.3617,0.330221205942694,50,"module2"
"B9.F3",0.3394,0.3394,199,0.3443,0.367823045240196,50,"module2"
"B9.F4",0.3433,0.3433,199,0.301,0.274461557054238,50,"module2"
"B9.F5",0.2805,0.2805,200,0.3825,0.334870813407178,49,"module2"
"B10.F1",0.391,0.391,200,0.2195,0.236661053276179,49,"module2"
"B10.F2",0.2445,0.2445,199,0.6475,0.56978705321178,50,"module2"
"B10.F3",0.2944,0.2944,199,0.4203,0.378566420656222,50,"module2"
"B10.F4",0.3673,0.3673,199,0.2865,0.228639244541091,50,"module2"
"B10.F5",0.3858,0.3858,199,0.1585,0.175789048086767,50,"module2"
"B11.F1",0.2869,0.2869,199,0.4923,0.491397473275024,50,"module2"
"B11.F2",0.2648,0.2648,200,0.5485,0.537965251431583,49,"module2"
"B11.F3",0.337,0.337,199,0.3285,0.256035069651898,50,"module2"
"B11.F4",0.3088,0.3088,199,0.4749,0.481430716317274,50,"module2"
"B11.F5",0.4417,0.4417,199,0.0663,0.0496249478412552,50,"module2"
"B12.F1",0.3568,0.3568,199,0.3071,0.307462247615405,50,"module2"
"B12.F2",0.3248,0.3248,199,0.2998,0.256549573962432,50,"module2"
"B12.F3",0.3023,0.3023,200,0.4652,0.392666624073601,49,"module2"
"B12.F4",0.3454,0.3454,199,0.2944,0.247662759187369,50,"module2"
"B12.F5",0.2995,0.2995,199,0.3667,0.304611901903619,50,"module2"
"B13.F1",0.3162,0.3162,199,0.4145,0.372091294196121,50,"module2"
"B13.F2",0.2897,0.2897,200,0.3907,0.378988347126389,49,"module2"
"B13.F3",0.3693,0.3693,199,0.2335,0.246197834022283,50,"module2"
"B13.F4",0.3043,0.3043,199,0.4385,0.440865409243207,50,"module2"
"B13.F5",0.3613,0.3613,199,0.3045,0.282088667037667,50,"module2"
"B14.F1",0.3918,0.3918,199,0.135,0.120682415143419,50,"module2"
"B14.F2",0.32,0.32,199,0.329,0.316409629602766,50,"module2"
"B14.F3",0.2802,0.2802,199,0.471,0.418092961193129,50,"module2"
"B14.F4",0.312,0.312,199,0.4087,0.336273414056072,50,"module2"
"B14.F5",0.3522,0.3522,200,0.248,0.258691853945769,49,"module2"
"B15.F1",0.2948,0.2948,199,0.4648,0.449774972666171,50,"module2"
"B15.F2",0.2871,0.2871,199,0.4387,0.429611353786507,50,"module2"
"B15.F3",0.3256,0.3256,200,0.381,0.315724950114767,49,"module2"
"B15.F4",0.2873,0.2873,199,0.4833,0.476615360092255,50,"module2"
"B15.F5",0.4491,0.4491,199,0.1392,0.152311993116035,50,"module2"
"B16.F1",0.2611,0.2611,199,0.4878,0.318177505871625,50,"module2"
"B16.F2",0.3222,0.3222,199,0.3657,0.415611518724289,50,"module2"
"B16.F3",0.3959,0.3959,199,0.2386,0.2209909179428,50,"module2"
"B16.F4",0.3394,0.3394,200,0.3025,0.296842870685793,49,"module2"
"B16.F5",0.3171,0.3171,199,0.3194,0.266675670412361,50,"module2"
"B17.F1",0.3934,0.3934,199,0.1876,0.157787242442117,50,"module2"
"B17.F2",0.2746,0.2746,199,0.5024,0.448837027805489,50,"module2"
"B17.F3",0.3338,0.3338,200,0.3424,0.31231543139904,49,"module2"
"B17.F4",0.3393,0.3393,199,0.3107,0.296654047477577,50,"module2"
"B17.F5",0.3225,0.3225,199,0.3217,0.296968244151918,50,"module2"
"B18.F1",0.3943,0.3943,200,0.1615,0.168434860474802,49,"module2"
"B18.F2",0.2896,0.2896,199,0.4378,0.425261616334846,50,"module2"
"B18.F3",0.3419,0.3419,199,0.2912,0.227316583511302,50,"module2"
"B18.F4",0.3288,0.3288,199,0.3432,0.29799411497416,50,"module2"
"B18.F5",0.2959,0.2959,199,0.4237,0.425314494378102,50,"module2"
"B19.F1",0.3176,0.3176,199,0.3284,0.300224680925761,50,"module2"
"B19.F2",0.3284,0.3284,200,0.343,0.371227350631522,49,"module2"
"B19.F3",0.2604,0.2604,199,0.5364,0.45881375863938,50,"module2"
"B19.F4",0.3913,0.3913,199,0.1926,0.162789671119062,50,"module2"
"B19.F5",0.3431,0.3431,199,0.2921,0.272553897789845,50,"module2"
"B20.F1",0.2634,0.2634,199,0.5249,0.487883738354751,50,"module2"
"B20.F2",0.3136,0.3136,199,0.359,0.343836007130125,50,"module2"
"B20.F3",0.3351,0.3351,200,0.3444,0.372355475182923,49,"module2"
"B20.F4",0.3387,0.3387,199,0.3475,0.350234399098745,50,"module2"
"B20.F5",0.3865,0.3865,199,0.2172,0.224367547972533,50,"module2"
