"","tr_lm_R2","tr_spearman","tr_n","tst_lm_R2","tst_spearman","tst_n","module"
"B9.F4",0.0024,0.0024,199,0.0312,0.0183734010721145,50,"module3"
"B9.F5",9e-04,9e-04,199,0.0669,0.0920647774960128,50,"module3"
"B10.F1",0.0089,0.0089,200,0.0015,0.000565852285755978,49,"module3"
"B10.F2",2e-04,2e-04,199,8e-04,4.28216221641253e-05,50,"module3"
"B10.F3",0.0054,0.0054,199,0.0071,0.00702810323841144,50,"module3"
"B10.F4",0.0145,0.0145,199,9e-04,0.00665941181667472,50,"module3"
"B10.F5",0.006,0.006,199,0.0226,0.00885760158425302,50,"module3"
"B11.F1",0.0049,0.0049,200,0.0373,0.0402862244897959,49,"module3"
"B11.F2",0.0052,0.0052,199,0,0.00283556770471536,50,"module3"
"B11.F3",0.0227,0.0227,199,0.0123,0.0188843353743792,50,"module3"
"B11.F4",0,0,199,0.0127,0.00609958829308604,50,"module3"
"B11.F5",0.0034,0.0034,199,3e-04,0.00210206289679473,50,"module3"
"B12.F1",0.01,0.01,199,0.0052,0.000696857682839133,50,"module3"
"B12.F2",0.0014,0.0014,199,0.007,0.00708119865769993,50,"module3"
"B12.F3",0.0091,0.0091,199,0.0017,0.000241540712519519,50,"module3"
"B12.F4",0.0088,0.0088,199,8e-04,0.00324353128619768,50,"module3"
"B12.F5",6e-04,6e-04,200,0.0227,0.00942172703690971,49,"module3"
"B13.F1",0.0032,0.0032,199,0.021,0.00707824457964785,50,"module3"
"B13.F2",1e-04,1e-04,199,0.0149,0.00921459863238418,50,"module3"
"B13.F3",0.0262,0.0262,199,0.0225,0.0102012344143853,50,"module3"
"B13.F4",3e-04,3e-04,200,0.0143,0.011295167913948,49,"module3"
"B13.F5",0.0104,0.0104,199,0,0.00118563692707283,50,"module3"
"B14.F1",0.0199,0.0199,199,0.0124,0.017859353352546,50,"module3"
"B14.F2",0.002,0.002,199,0.0031,0.00784532918506508,50,"module3"
"B14.F3",0.0023,0.0023,200,0.0129,0.00665947241705924,49,"module3"
"B14.F4",3e-04,3e-04,199,0.0607,0.0430731969943875,50,"module3"
"B14.F5",0.0384,0.0384,199,0.0393,0.0774453873790689,50,"module3"
"B15.F1",0.0111,0.0111,199,5e-04,0.00187224632901045,50,"module3"
"B15.F2",0.0117,0.0117,199,6e-04,0.000642334099376222,50,"module3"
"B15.F3",3e-04,3e-04,199,0.0157,0.00692010240151531,50,"module3"
"B15.F4",0.005,0.005,200,8e-04,0.00938693168789477,49,"module3"
"B15.F5",2e-04,2e-04,199,0,0.00152438440435489,50,"module3"
"B16.F1",0.0069,0.0069,200,0.003,0.0160774628788392,49,"module3"
"B16.F2",0.0281,0.0281,199,0,0.000203591746720318,50,"module3"
"B16.F3",3e-04,3e-04,199,0.0138,0.00934188464084016,50,"module3"
"B16.F4",0,0,199,0.0276,0.0222349734283993,50,"module3"
"B16.F5",2e-04,2e-04,199,0.0064,0.00310261131869775,50,"module3"
"B17.F1",0,0,200,0.0725,0.0815744380027901,49,"module3"
"B17.F2",7e-04,7e-04,199,0.0127,0.00834604005914848,50,"module3"
"B17.F3",0.0224,0.0224,199,0.0206,0.0229559996756178,50,"module3"
"B17.F4",0.0098,0.0098,199,0.0165,0.0146454798213445,50,"module3"
"B17.F5",7e-04,7e-04,199,0.0079,0.0145747049180422,50,"module3"
"B18.F1",0.0034,0.0034,199,0.0119,0.0240648611283014,50,"module3"
"B18.F2",0.0103,0.0103,199,0.0011,0.000967849800616477,50,"module3"
"B18.F3",0.0024,0.0024,200,0.0081,0.00459169093234354,49,"module3"
"B18.F4",7e-04,7e-04,199,0.0174,0.0241839926752245,50,"module3"
"B18.F5",0.0082,0.0082,199,0.0185,0.0222824737398567,50,"module3"
"B19.F1",0.0022,0.0022,199,0,0.000209022207903052,50,"module3"
"B19.F2",0.0021,0.0021,199,0.1139,0.192648412337309,50,"module3"
"B19.F3",0.0466,0.0466,199,0.1044,0.0935501922123642,50,"module3"
"B19.F4",0.0181,0.0181,199,0.0126,0.00290416537860504,50,"module3"
"B19.F5",2e-04,2e-04,200,0.075,0.0661671058433077,49,"module3"
"B20.F1",0.0013,0.0013,199,0.0132,0.0046605312636951,50,"module3"
"B20.F2",0.0014,0.0014,199,9e-04,0.000706335059276236,50,"module3"
"B20.F3",0.0067,0.0067,199,4e-04,0.000265436044547689,50,"module3"
"B20.F4",3e-04,3e-04,200,0.0386,0.0418170248691918,49,"module3"
"B20.F5",0.0537,0.0537,199,0.0657,0.0544527711416793,50,"module3"
