"","taxonomy","sample","group1_n","group1_prev","mean_rabund_country1","group2_n","group2_prev","mean_rabund_country2","fisher_p","fisher_padj","wi.ep","wi.eBH","rf_rank","enriched"
"23","Coprococcus_2","week of life 7",247,0,0,79,13.9,0.021,9.67957538976801e-08,8.14697595305474e-07,0.13023011865169,0.218185905108551,162,"Malawi"
"24","Libanicoccus","week of life 7",247,0,0,79,13.9,0.421,9.67957538976801e-08,8.14697595305474e-07,0.150628413801177,0.241387069895488,154,"Malawi"
"25","unassigned_Prevotellaceae","week of life 7",247,0,0,79,13.9,0.099,9.67957538976801e-08,8.14697595305474e-07,0.137648653067679,0.222833939984433,153,"Malawi"
"26","Qipengyuania","week of life 7",247,24.7,0.17,79,1.3,0.001,1.3090147663934e-07,1.05768393124587e-06,0.00467815018079427,0.0122707145821244,34,"India"
"27","Christensenellaceae_R-7_group","week of life 7",247,0,0,79,12.7,0.028,4.43296496111114e-07,3.19806757908732e-06,0.214557597725495,0.316473591222159,125,"Malawi"
"28","Geobacillus","week of life 7",247,23.9,0.247,79,1.3,0.089,4.41473637775225e-07,3.19806757908732e-06,0.00440966743328567,0.0152303087567143,36,"India"
"29","Lachnospiraceae_ND3007_group","week of life 7",247,0,0,79,12.7,0.092,4.43296496111114e-07,3.19806757908732e-06,0.16520426767364,0.254645301244956,161,"Malawi"
"30","Pseudomonas","week of life 7",247,91.1,2.628,79,68.4,3.022,3.59742749212374e-06,2.07622958116856e-05,1.48437740004366e-07,4.01086307408721e-06,6,"Malawi"
"31","Deinococcus","week of life 7",247,23.1,0.135,79,1.3,0.001,7.96570955396844e-07,5.36357776633875e-06,0.00441941903058433,0.0146716686796439,45,"India"
"32","Butyrivibrio","week of life 7",247,0.4,0,79,13.9,0.05,9.31697542278622e-07,6.07106140452521e-06,0.0896383565895775,0.159926766881857,135,"Malawi"
"33","Haematobacter","week of life 7",247,0.8,0.002,79,15.2,0.048,1.22578383592138e-06,7.52945347224516e-06,0.160179292617807,0.249896844368985,118,"Malawi"
"34","Lysobacter","week of life 7",247,18.6,0.146,79,0,0,1.23005923061431e-06,7.52945347224516e-06,0.0187361130788169,0.0482886020772572,46,"India"
"35","Senegalimassilia","week of life 7",247,3.2,0.033,79,21.5,0.157,1.62531925422505e-06,9.65630851039589e-06,0.0534127404136261,0.104719842758437,96,"Malawi"
"36","Dialister","week of life 7",247,0.4,0.001,79,12.7,0.115,3.90830391824546e-06,2.19299275412662e-05,0.191146816381936,0.295359787455913,134,"Malawi"
"37","Alishewanella","week of life 7",247,30.4,0.451,79,6.3,0.025,4.20738654801939e-06,2.23926317903522e-05,0.00133752576950114,0.00605473652026176,24,"India"
"38","PMMR1","week of life 7",247,17,0.149,79,0,0,4.21247528729398e-06,2.23926317903522e-05,0.0377973127588135,0.0806664081702067,70,"India"
"39","unassigned","week of life 7",247,22.7,0.028,79,2.5,0,6.6376287321492e-06,3.43795129203625e-05,0.0143533424357534,0.0414008099084179,35,"India"
"40","Sutterella","week of life 7",247,0,0,79,10.1,0.042,8.99133734144405e-06,4.54062535742925e-05,0.288121627848803,0.403988914585247,156,"Malawi"
"41","Blautia","week of life 7",247,19.4,0.096,79,45.6,0.487,1.22674483979646e-05,6.04396238143621e-05,0.00048263086489679,0.00292574193726714,31,"Malawi"
"42","unassigned_Ruminococcaceae","week of life 7",247,2,0.025,79,16.5,0.045,1.27984586364182e-05,6.15544915370588e-05,0.128889038376397,0.210962374532974,120,"Malawi"
"43","Bounagaea","week of life 7",247,16.2,0.218,79,0,0,1.33639703164068e-05,6.2779581486376e-05,0.0355218495822287,0.0749434089919177,44,"India"
"44","Lachnoclostridium","week of life 7",247,0.4,0,79,11.4,0.038,1.60853300017461e-05,7.3846287735289e-05,0.279019679539824,0.386554618756786,158,"Malawi"
"45","Ruminococcus_1","week of life 7",247,1.2,0.013,79,13.9,0.106,1.81680420187772e-05,8.15543219509553e-05,0.161983825857119,0.259272006449325,126,"Malawi"
"46","Anaerovibrio","week of life 7",247,0,0,79,8.9,0.011,3.98366196100091e-05,0.000171212705557912,0.350009207401132,0.465668145550799,200,"Malawi"
"47","Pelomonas","week of life 7",247,0,0,79,8.9,0.03,3.98366196100091e-05,0.000171212705557912,0.386510988885515,0.510288252296311,150,"Malawi"
"48","Corynebacterium_1","week of life 7",247,95.1,8.315,79,93.7,2.248,0.570614316461732,0.678024070148647,1.51250635626683e-05,0.000201195758037075,2,"India"
"49","Escherichia/Shigella","week of life 7",247,4.5,0.055,79,20.3,0.07,4.94732438526643e-05,0.000208199901213296,0.10125530053416,0.1752091940899,106,"Malawi"
"50","Holdemanella","week of life 7",247,3.2,0.01,79,17.7,0.048,5.26581685389036e-05,0.000217080613160378,0.144328956520991,0.236573428268495,115,"Malawi"
"51","Mitsuokella","week of life 7",247,0.4,0.004,79,10.1,0.015,6.48620372995995e-05,0.000262042630690382,0.264712956040462,0.375338795710476,181,"Malawi"
"52","Ochrobactrum","week of life 7",247,0.8,0.004,79,11.4,0.128,7.08819473774991e-05,0.000280748105299114,0.254067275589717,0.364659105722592,142,"Malawi"
"53","Streptococcus","week of life 7",247,98.8,33.82,79,100,40.355,1,1,3.52171273995859e-05,0.000400073801828181,14,"Malawi"
"54","Aeromonas","week of life 7",247,44.1,0.413,79,20.3,0.122,0.00011104076620465,0.000423211976855458,0.000609828307060532,0.00362567279117415,13,"India"
"55","Dorea","week of life 7",247,5.7,0.033,79,21.5,0.137,0.000109303112682876,0.000423211976855458,0.0551970904157146,0.112679827103937,83,"Malawi"
"56","unassigned_Cytophagaceae","week of life 7",247,13.4,0.134,79,0,0,0.00013137569406054,0.000491442411115355,0.0816178248259461,0.14062810515385,62,"India"
"57","Comamonas","week of life 7",247,32.4,0.286,79,11.4,0.049,0.000151219190147568,0.000555386843814703,0.00398130034558013,0.0137274592324062,30,"India"
"58","Marvinbryantia","week of life 7",247,0,0,79,7.6,0.011,0.000174626277742506,0.000618851019368179,0.370652501340819,0.481286456310962,193,"Malawi"
"59","unassigned_Bacteroidales","week of life 7",247,0,0,79,7.6,0.026,0.000174626277742506,0.000618851019368179,0.452544364942187,0.571229724035612,191,"Malawi"
"60","Anaerostipes","week of life 7",247,1.6,0.005,79,12.7,0.037,0.000182925364347709,0.000637084889624778,0.256099755120434,0.364172171093469,145,"Malawi"
"61","Ellin6055","week of life 7",247,12.1,0.08,79,0,0,0.000214403230771747,0.000734058518913439,0.0952284352326392,0.170382657025276,77,"India"
"62","Akkermansia","week of life 7",247,1.2,0.01,79,11.4,0.057,0.000227153782115757,0.000740081677215854,0.338962729381253,0.450306268671988,129,"Malawi"
"63","Prevotella_2","week of life 7",247,1.2,0.012,79,11.4,0.065,0.000227153782115757,0.000740081677215854,0.285268225186115,0.400205566259585,144,"Malawi"
"64","Schlegelella","week of life 7",247,15.4,0.155,79,1.3,0.001,0.000224990165330312,0.000740081677215854,0.0698936796169385,0.135518376165748,58,"India"
"65","Prevotella_7","week of life 7",247,6.9,0.043,79,22.8,0.116,0.000234422355103296,0.000751639932235966,0.0673526191176427,0.132969766068216,67,"Malawi"
"66","Flavobacterium","week of life 7",247,12.6,0.092,79,31.6,0.142,0.000239524480889336,0.000755999142806966,0.0690678322018218,0.140502424647963,18,"Malawi"
"67","Lachnospira","week of life 7",247,0.4,0.001,79,8.9,0.018,0.000255753595489964,0.000794803481368811,0.298113861201104,0.408152481498892,194,"Malawi"
"68","Novosphingobium","week of life 7",247,17.8,0.103,79,2.5,0.059,0.000295278173686139,0.000903730167948487,0.0529210473743775,0.105881328427538,79,"India"
"69","Tessaracoccus","week of life 7",247,11.7,0.051,79,0,0,0.00037509756393357,0.0011308911629042,0.134287007849266,0.224029155948634,151,"India"
"70","Finegoldia","week of life 7",247,6.1,0.028,79,20.3,0.147,0.000588321820020989,0.00174766187712117,0.195711077357742,0.29940739767818,56,"Malawi"
"71","CAG-56","week of life 7",247,0,0,79,6.3,0.005,0.00075750047507222,0.00215514219668434,0.469455319500793,0.586497230168722,179,"Malawi"
"72","Lachnospiraceae_AC2044_group","week of life 7",247,0,0,79,6.3,0.007,0.00075750047507222,0.00215514219668434,0.401048427604552,0.526435971393264,195,"Malawi"
"73","Ruminiclostridium_6","week of life 7",247,0,0,79,6.3,0.046,0.00075750047507222,0.00215514219668434,0.432560110416699,0.55319460632206,197,"Malawi"
"74","Massilia","week of life 7",247,18.2,0.376,79,3.8,0.016,0.000874147000848517,0.00245246797460278,0.0643439740109594,0.128281635076172,75,"India"
"75","Exiguobacterium","week of life 7",247,29.6,0.32,79,11.4,0.07,0.000958670750504676,0.00265276015893075,0.012064998938769,0.0386987187877744,39,"India"
"76","Citricoccus","week of life 7",247,11.3,0.088,79,27.8,0.062,0.000987092729672065,0.00265856975191676,0.095476616467522,0.175674430058516,52,"India"
"77","Slackia","week of life 7",247,0.4,0,79,7.6,0.006,0.000983364226537484,0.00265856975191676,0.335938513554114,0.448062401167929,170,"Malawi"
"78","Alloprevotella","week of life 7",247,9.7,0.215,79,25.3,0.235,0.00101199405614827,0.00268977367555197,0.106403023753911,0.194198021854845,66,"Malawi"
"79","Parasegetibacter","week of life 7",247,10.5,0.11,79,0,0,0.00118278485935488,0.00306310950756008,0.123425149826407,0.196852388605176,137,"India"
"80","Vibrio","week of life 7",247,10.5,0.039,79,0,0,0.00118278485935488,0.00306310950756008,0.107793627265729,0.181119934102604,100,"India"
"81","Enhydrobacter","week of life 7",247,53.8,0.802,79,32.9,0.572,0.00123945544564812,0.00316924050659394,0.0215315648081424,0.0676468690573657,27,"India"
"82","Ornithinimicrobium","week of life 7",247,32.4,0.15,79,13.9,0.038,0.00139595071163784,0.00352477554688555,0.0166989004844457,0.0440138428120301,22,"India"
"83","Shewanella","week of life 7",247,21.5,0.153,79,6.3,0.019,0.0020213969394874,0.00504101458983277,0.0638776190317666,0.122861240101478,53,"India"
"84","Chryseomicrobium","week of life 7",247,16.6,0.114,79,3.8,0.001,0.00229978331917933,0.00566531988383201,0.0748485851807394,0.140837287817281,54,"India"
"85","Coprococcus_1","week of life 7",247,0.8,0.01,79,7.6,0.022,0.00316619611968004,0.00763889316288333,0.439355116357871,0.560165108870191,141,"Malawi"
"86","Knoellia","week of life 7",247,0,0,79,5.1,0.006,0.0032522020396434,0.00763889316288333,0.507173371579102,0.628162869644963,183,"Malawi"
"87","Odoribacter","week of life 7",247,0,0,79,5.1,0.011,0.0032522020396434,0.00763889316288333,0.435229025419946,0.563605079866553,199,"Malawi"
"88","Rhodoluna","week of life 7",247,0,0,79,5.1,0.011,0.0032522020396434,0.00763889316288333,0.497038401114172,0.617295386530292,192,"Malawi"
"89","Pseudarthrobacter","week of life 7",247,2,0.006,79,10.1,0.177,0.00383323536785019,0.00890015568167515,0.418583243245703,0.535492460033451,127,"Malawi"
"90","Acidovorax","week of life 7",247,17.8,0.091,79,5.1,0.026,0.00549255775576704,0.0124662546816286,0.0876082289585242,0.168430167903916,63,"India"
"91","Fusicatenibacter","week of life 7",247,1.6,0.002,79,8.9,0.022,0.00546336075172586,0.0124662546816286,0.409015855960427,0.530020437575956,186,"Malawi"
"92","Dietzia","week of life 7",247,16.2,0.074,79,30.4,0.155,0.00876325827366316,0.0196686463475551,0.109809595046104,0.202512376414074,48,"Malawi"
"93","Achromobacter","week of life 7",247,7.3,0.03,79,0,0,0.00907912432837311,0.0197634193267622,0.228001580478065,0.334774652035987,105,"India"
"94","Gemella","week of life 7",247,39.7,0.659,79,57,1.258,0.00901800429442414,0.0197634193267622,0.00846773799562091,0.0325538089332976,32,"Malawi"
"95","Luteimonas","week of life 7",247,11.3,0.059,79,24.1,0.104,0.00909899998707371,0.0197634193267622,0.241388997879161,0.359939021918911,51,"Malawi"
"96","Bifidobacterium","week of life 7",247,87.4,3.483,79,94.9,5.086,0.0631639034740339,0.0996805351699597,0.00408492583585063,0.0204783685127748,16,"Malawi"
"97","Ruminococcaceae_UCG-014","week of life 7",247,0.8,0.002,79,6.3,0.014,0.0103931395496791,0.022099096726686,0.486144553246006,0.609394096951863,198,"Malawi"
"98","Solobacterium","week of life 7",247,0.8,0.001,79,6.3,0.004,0.0103931395496791,0.022099096726686,0.498272369383282,0.617138794575193,196,"Malawi"
"99","Ruminococcaceae_NK4A214_group","week of life 7",247,0.4,0.003,79,5.1,0.006,0.0132310082979281,0.0278402466268904,0.500132354785693,0.615669695871119,202,"Malawi"
"100","Veillonella","week of life 7",247,68,5.362,79,81,8.463,0.0319089659196156,0.0580685686104717,0.00675815278631744,0.0297604594183149,17,"Malawi"
"101","Cnuella","week of life 7",247,6.5,0.073,79,0,0,0.0153046901973563,0.0315464022435303,0.309977063267839,0.4188644861236,164,"India"
"102","Marinococcus","week of life 7",247,6.5,0.021,79,0,0,0.0153046901973563,0.0315464022435303,0.241657811602134,0.349953619937874,160,"India"
"103","Altererythrobacter","week of life 7",247,6.9,0.036,79,0,0,0.0160668034034278,0.0324549428749241,0.252963285169117,0.366665649162128,174,"India"
"104","Aquabacterium","week of life 7",247,6.9,0.042,79,0,0,0.0160668034034278,0.0324549428749241,0.276556933782377,0.384284637194475,184,"India"
"105","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","week of life 7",247,23.9,0.262,79,11.4,0.054,0.0170900330269804,0.0341800660539607,0.0799427404850666,0.155884416839215,116,"India"
"106","unassigned_Enterobacteriaceae","week of life 7",247,9.7,0.094,79,20.3,3.217,0.0177756059250405,0.0352026705574332,0.333885108736775,0.456835307873552,33,"Malawi"
"107","Bradyrhizobium","week of life 7",247,21.9,0.967,79,10.1,0.033,0.0210539617981877,0.0404643091902091,0.0774504615942773,0.143465633674882,37,"India"
"108","Brevibacterium","week of life 7",247,19.8,0.137,79,32.9,0.186,0.0210086929184392,0.0404643091902091,0.123286618708041,0.228806476177055,57,"Malawi"
"109","Pseudoxanthomonas","week of life 7",247,8.5,0.093,79,1.3,0.001,0.0212337464067434,0.0404643091902091,0.227422286294057,0.329304728910614,140,"India"
"110","Thermus","week of life 7",247,8.9,0.048,79,1.3,0.005,0.0209538212030811,0.0404643091902091,0.245711509349312,0.345320009908068,149,"India"
"111","Roseomonas","week of life 7",247,5.3,0.025,79,13.9,0.031,0.0226235579599004,0.0427098944663541,0.396600667626707,0.510879830721697,90,"Malawi"
"112","Methylobacterium","week of life 7",247,14.2,0.088,79,25.3,0.431,0.0254316831263474,0.0475666665881683,0.19063328785339,0.307562967804284,50,"Malawi"
"113","unassigned_Frankiales","week of life 7",247,6.1,0.019,79,0,0,0.0263289799697566,0.0487931555402829,0.254406145927826,0.368257190531152,189,"India"
