feature_id	feature	feature description	feature_full
g766	2.3.1.41	Beta-ketoacyl-[acyl-carrier-protein] synthase I	Beta-ketoacyl-[acyl-carrier-protein]_synthase_I_(2.3.1.41)
g767	2.3.1.46	Homoserine O-succinyltransferase	Homoserine_O-succinyltransferase_(2.3.1.46)
g768	2.3.1.47	8-amino-7-oxononanoate synthase	8-amino-7-oxononanoate_synthase_(2.3.1.47)
g769	2.3.1.48	Histone acetyltransferase	Histone_acetyltransferase_(2.3.1.48)
g770	2.3.1.4	Glucosamine-phosphate N-acetyltransferase	Glucosamine-phosphate_N-acetyltransferase_(2.3.1.4)
g771	2.3.1.50	Serine C-palmitoyltransferase	Serine_C-palmitoyltransferase_(2.3.1.50)
g772	2.3.1.51	1-acylglycerol-3-phosphate O-acyltransferase	1-acylglycerol-3-phosphate_O-acyltransferase_(2.3.1.51)
g773	2.3.1.53	Phenylalanine N-acetyltransferase	Phenylalanine_N-acetyltransferase_(2.3.1.53)
g774	2.3.1.54	Formate C-acetyltransferase	Formate_C-acetyltransferase_(2.3.1.54)
g775	2.3.1.57	Diamine N-acetyltransferase	Diamine_N-acetyltransferase_(2.3.1.57)
g776	2.3.1.5	Arylamine N-acetyltransferase	Arylamine_N-acetyltransferase_(2.3.1.5)
g777	2.3.1.61	Dihydrolipoyllysine-residue succinyltransferase	Dihydrolipoyllysine-residue_succinyltransferase_(2.3.1.61)
g778	2.3.1.75	Long-chain-alcohol O-fatty-acyltransferase	Long-chain-alcohol_O-fatty-acyltransferase_(2.3.1.75)
g779	2.3.1.79	Maltose O-acetyltransferase	Maltose_O-acetyltransferase_(2.3.1.79)
g780	2.3.1.81	Aminoglycoside N(3')-acetyltransferase	Aminoglycoside_N(3')-acetyltransferase_(2.3.1.81)
g781	2.3.1.82	Aminoglycoside 6'-N-acetyltransferase	Aminoglycoside_6'-N-acetyltransferase_(2.3.1.82)
g782	2.3.1.85	Fatty-acid synthase	Fatty-acid_synthase_(2.3.1.85)
g783	2.3.1.86	Fatty-acyl-CoA synthase	Fatty-acyl-CoA_synthase_(2.3.1.86)
g784	2.3.1.87	Aralkylamine N-acetyltransferase	Aralkylamine_N-acetyltransferase_(2.3.1.87)
g785	2.3.1.88	Peptide alpha-N-acetyltransferase	Peptide_alpha-N-acetyltransferase_(2.3.1.88)
g786	2.3.1.89	Tetrahydrodipicolinate N-acetyltransferase	Tetrahydrodipicolinate_N-acetyltransferase_(2.3.1.89)
g787	2.3.1.8	Phosphate acetyltransferase	Phosphate_acetyltransferase_(2.3.1.8)
g788	2.3.1.94	6-deoxyerythronolide-B synthase	6-deoxyerythronolide-B_synthase_(2.3.1.94)
g789	2.3.1.9	Acetyl-CoA C-acetyltransferase	Acetyl-CoA_C-acetyltransferase_(2.3.1.9)
g790	2.3.1.n2	Phosphate acyltransferase	Phosphate_acyltransferase_(2.3.1.n2)
g791	2.3.1.n3	Glycerol-3-phosphate acyltransferase (acyl-phosphate transferring)	Glycerol-3-phosphate_acyltransferase_(acyl-phosphate_transferring)_(2.3.1.n3)
g792	2.3.1.n4	1-acyl-sn-glycerol-3-phosphate acyltransferase	1-acyl-sn-glycerol-3-phosphate_acyltransferase_(2.3.1.n4)
g793	2.3.1.n5	transferring)	transferring)_(2.3.1.n5)
g794	2.3.2.10	UDP-N-acetylmuramoylpentapeptide-lysine N(6)-alanyltransferase	UDP-N-acetylmuramoylpentapeptide-lysine_N(6)-alanyltransferase_(2.3.2.10)
g795	2.3.2.13	Protein-glutamine gamma-glutamyltransferase	Protein-glutamine_gamma-glutamyltransferase_(2.3.2.13)
g796	2.3.2.16	Lipid II:glycine glycyltransferase	Lipid_II:glycine_glycyltransferase_(2.3.2.16)
g797	2.3.2.17	glycyltransferase	glycyltransferase_(2.3.2.17)
g798	2.3.2.18	glycyltransferase	glycyltransferase_(2.3.2.18)
g799	2.3.2.22	Cyclo(L-leucyl-L-leucyl) synthase	Cyclo(L-leucyl-L-leucyl)_synthase_(2.3.2.22)
g800	2.3.2.27	RING-type E3 ubiquitin transferase	RING-type_E3_ubiquitin_transferase_(2.3.2.27)
g801	2.3.2.29	NO NAME	NO_NAME_(2.3.2.29)
g802	2.3.2.2	Gamma-glutamyltransferase	Gamma-glutamyltransferase_(2.3.2.2)
g803	2.3.2.3	Lysyltransferase	Lysyltransferase_(2.3.2.3)
g804	2.3.2.6	Leucyltransferase	Leucyltransferase_(2.3.2.6)
g805	2.3.3.10	Hydroxymethylglutaryl-CoA synthase	Hydroxymethylglutaryl-CoA_synthase_(2.3.3.10)
g806	2.3.3.13	2-isopropylmalate synthase	2-isopropylmalate_synthase_(2.3.3.13)
g807	2.3.3.14	Homocitrate synthase	Homocitrate_synthase_(2.3.3.14)
g808	2.3.3.15	Sulfoacetaldehyde acetyltransferase	Sulfoacetaldehyde_acetyltransferase_(2.3.3.15)
g809	2.3.3.16	Citrate synthase (unknown stereospecificity)	Citrate_synthase_(unknown_stereospecificity)_(2.3.3.16)
g810	2.3.3.1	Citrate (Si)-synthase	Citrate_(Si)-synthase_(2.3.3.1)
g811	2.3.3.5	2-methylcitrate synthase	2-methylcitrate_synthase_(2.3.3.5)
g812	2.3.3.9	Malate synthase	Malate_synthase_(2.3.3.9)
g813	2.4.1.109	Dolichyl-phosphate-mannose--protein mannosyltransferase	Dolichyl-phosphate-mannose--protein_mannosyltransferase_(2.4.1.109)
g814	2.4.1.10	Levansucrase	Levansucrase_(2.4.1.10)
g815	2.4.1.117	Dolichyl-phosphate beta-glucosyltransferase	Dolichyl-phosphate_beta-glucosyltransferase_(2.4.1.117)
g816	2.4.1.11	Glycogen(starch) synthase	Glycogen(starch)_synthase_(2.4.1.11)
g817	2.4.1.122	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase	Glycoprotein-N-acetylgalactosamine_3-beta-galactosyltransferase_(2.4.1.122)
g818	2.4.1.129	Peptidoglycan glycosyltransferase	Peptidoglycan_glycosyltransferase_(2.4.1.129)
g819	2.4.1.12	Cellulose synthase (UDP-forming)	Cellulose_synthase_(UDP-forming)_(2.4.1.12)
g820	2.4.1.150	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase	N-acetyllactosaminide_beta-1,6-N-acetylglucosaminyl-transferase_(2.4.1.150)
g821	2.4.1.157	1,2-diacylglycerol 3-glucosyltransferase	1,2-diacylglycerol_3-glucosyltransferase_(2.4.1.157)
g822	2.4.1.15	Alpha,alpha-trehalose-phosphate synthase (UDP-forming)	Alpha,alpha-trehalose-phosphate_synthase_(UDP-forming)_(2.4.1.15)
g823	2.4.1.166	Raffinose--raffinose alpha-galactosyltransferase	Raffinose--raffinose_alpha-galactosyltransferase_(2.4.1.166)
g824	2.4.1.175	acetylgalactosaminyltransferase	acetylgalactosaminyltransferase_(2.4.1.175)
g825	2.4.1.180	Lipopolysaccharide N-acetylmannosaminouronosyltransferase	Lipopolysaccharide_N-acetylmannosaminouronosyltransferase_(2.4.1.180)
g826	2.4.1.182	Lipid-A-disaccharide synthase	Lipid-A-disaccharide_synthase_(2.4.1.182)
g827	2.4.1.187	mannosaminyltransferase	mannosaminyltransferase_(2.4.1.187)
g828	2.4.1.18	1,4-alpha-glucan branching enzyme	1,4-alpha-glucan_branching_enzyme_(2.4.1.18)
g829	2.4.1.19	Cyclomaltodextrin glucanotransferase	Cyclomaltodextrin_glucanotransferase_(2.4.1.19)
g830	2.4.1.1	Glycogen phosphorylase	Glycogen_phosphorylase_(2.4.1.1)
g831	2.4.1.20	Cellobiose phosphorylase	Cellobiose_phosphorylase_(2.4.1.20)
g832	2.4.1.211	1,3-beta-galactosyl-N-acetylhexosamine phosphorylase	1,3-beta-galactosyl-N-acetylhexosamine_phosphorylase_(2.4.1.211)
g833	2.4.1.212	Hyaluronan synthase	Hyaluronan_synthase_(2.4.1.212)
g834	2.4.1.216	Trehalose 6-phosphate phosphorylase	Trehalose_6-phosphate_phosphorylase_(2.4.1.216)
g835	2.4.1.21	Starch synthase	Starch_synthase_(2.4.1.21)
g836	2.4.1.226	N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase	N-acetylgalactosaminyl-proteoglycan_3-beta-glucuronosyltransferase_(2.4.1.226)
g837	2.4.1.227	acetylglucosaminyltransferase	acetylglucosaminyltransferase_(2.4.1.227)
g838	2.4.1.230	Kojibiose phosphorylase	Kojibiose_phosphorylase_(2.4.1.230)
g839	2.4.1.243	6(G)-fructosyltransferase	6(G)-fructosyltransferase_(2.4.1.243)
g840	2.4.1.245	Alpha,alpha-trehalose synthase	Alpha,alpha-trehalose_synthase_(2.4.1.245)
g841	2.4.1.246	Mannosylfructose-phosphate synthase	Mannosylfructose-phosphate_synthase_(2.4.1.246)
g842	2.4.1.248	Cycloisomaltooligosaccharide glucanotransferase	Cycloisomaltooligosaccharide_glucanotransferase_(2.4.1.248)
g843	2.4.1.250	D-inositol-3-phosphate glycosyltransferase	D-inositol-3-phosphate_glycosyltransferase_(2.4.1.250)
g844	2.4.1.251	diphospho-ditrans,octacis-undecaprenol 4-beta-mannosyltransferase	diphospho-ditrans,octacis-undecaprenol_4-beta-mannosyltransferase_(2.4.1.251)
g845	2.4.1.252	GDP-mannose:cellobiosyl-diphosphopolyprenol alpha-mannosyltransferase	GDP-mannose:cellobiosyl-diphosphopolyprenol_alpha-mannosyltransferase_(2.4.1.252)
g846	2.4.1.255	Protein O-GlcNAc transferase	Protein_O-GlcNAc_transferase_(2.4.1.255)
g847	2.4.1.25	4-alpha-glucanotransferase	4-alpha-glucanotransferase_(2.4.1.25)
g848	2.4.1.266	Glucosyl-3-phosphoglycerate synthase	Glucosyl-3-phosphoglycerate_synthase_(2.4.1.266)
g849	2.4.1.26	DNA alpha-glucosyltransferase	DNA_alpha-glucosyltransferase_(2.4.1.26)
g850	2.4.1.278	3-alpha-mycarosylerythronolide B desosaminyl transferase	3-alpha-mycarosylerythronolide_B_desosaminyl_transferase_(2.4.1.278)
g851	2.4.1.280	N,N'-diacetylchitobiose phosphorylase	N,N'-diacetylchitobiose_phosphorylase_(2.4.1.280)
g852	2.4.1.281	4-O-beta-D-mannosyl-D-glucose phosphorylase	4-O-beta-D-mannosyl-D-glucose_phosphorylase_(2.4.1.281)
g853	2.4.1.283	2-deoxystreptamine N-acetyl-D-glucosaminyltransferase	2-deoxystreptamine_N-acetyl-D-glucosaminyltransferase_(2.4.1.283)
g854	2.4.1.284	2-deoxystreptamine glucosyltransferase	2-deoxystreptamine_glucosyltransferase_(2.4.1.284)
g855	2.4.1.287	galactofuranosyltransferase	galactofuranosyltransferase_(2.4.1.287)
g856	2.4.1.289	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase	N-acetylglucosaminyl-diphospho-decaprenol_L-rhamnosyltransferase_(2.4.1.289)
g857	2.4.1.290	acetylgalactosaminyltransferase	acetylgalactosaminyltransferase_(2.4.1.290)
g858	2.4.1.291	4-alpha-N-acetylgalactosaminyltransferase	4-alpha-N-acetylgalactosaminyltransferase_(2.4.1.291)
g859	2.4.1.292	1,4-N-acetyl-D-galactosaminyltransferase	1,4-N-acetyl-D-galactosaminyltransferase_(2.4.1.292)
g860	2.4.1.293	GalNAc(5)-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase	GalNAc(5)-diNAcBac-PP-undecaprenol_beta-1,3-glucosyltransferase_(2.4.1.293)
g861	2.4.1.301	2'-deamino-2'-hydroxyneamine 1-alpha-D-kanosaminyltransferase	2'-deamino-2'-hydroxyneamine_1-alpha-D-kanosaminyltransferase_(2.4.1.301)
g862	2.4.1.303	galactosyltransferase	galactosyltransferase_(2.4.1.303)
g863	2.4.1.304	galactosyltransferase	galactosyltransferase_(2.4.1.304)
g864	2.4.1.305	glucosyltransferase	glucosyltransferase_(2.4.1.305)
g865	2.4.1.306	acetylgalactosaminyltransferase	acetylgalactosaminyltransferase_(2.4.1.306)
g866	2.4.1.308	diphosphoundecaprenol alpha-1,2-fucosyltransferase	diphosphoundecaprenol_alpha-1,2-fucosyltransferase_(2.4.1.308)
g867	2.4.1.309	diphosphoundecaprenol alpha-1,3-galactosyltransferase	diphosphoundecaprenol_alpha-1,3-galactosyltransferase_(2.4.1.309)
g868	2.4.1.315	Diglucosyl diacylglycerol synthase (1,6-linking)	Diglucosyl_diacylglycerol_synthase_(1,6-linking)_(2.4.1.315)
g869	2.4.1.319	Beta-1,4-mannooligosaccharide phosphorylase	Beta-1,4-mannooligosaccharide_phosphorylase_(2.4.1.319)
g870	2.4.1.320	1,4-beta-mannosyl-N-acetylglucosamine phosphorylase	1,4-beta-mannosyl-N-acetylglucosamine_phosphorylase_(2.4.1.320)
g871	2.4.1.325	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase	TDP-N-acetylfucosamine:lipid_II_N-acetylfucosaminyltransferase_(2.4.1.325)
g872	2.4.1.329	Sucrose 6(F)-phosphate phosphorylase	Sucrose_6(F)-phosphate_phosphorylase_(2.4.1.329)
g873	2.4.1.337	NO NAME	NO_NAME_(2.4.1.337)
g874	2.4.1.345	NO NAME	NO_NAME_(2.4.1.345)
g875	2.4.1.352	NO NAME	NO_NAME_(2.4.1.352)
g876	2.4.1.41	Polypeptide N-acetylgalactosaminyltransferase	Polypeptide_N-acetylgalactosaminyltransferase_(2.4.1.41)
g877	2.4.1.44	Lipopolysaccharide 3-alpha-galactosyltransferase	Lipopolysaccharide_3-alpha-galactosyltransferase_(2.4.1.44)
g878	2.4.1.4	Amylosucrase	Amylosucrase_(2.4.1.4)
g879	2.4.1.52	Poly(glycerol-phosphate) alpha-glucosyltransferase	Poly(glycerol-phosphate)_alpha-glucosyltransferase_(2.4.1.52)
g880	2.4.1.54	Undecaprenyl-phosphate mannosyltransferase	Undecaprenyl-phosphate_mannosyltransferase_(2.4.1.54)
g881	2.4.1.56	Lipopolysaccharide N-acetylglucosaminyltransferase	Lipopolysaccharide_N-acetylglucosaminyltransferase_(2.4.1.56)
g882	2.4.1.57	Phosphatidylinositol alpha-mannosyltransferase	Phosphatidylinositol_alpha-mannosyltransferase_(2.4.1.57)
g883	2.4.1.58	Lipopolysaccharide glucosyltransferase I	Lipopolysaccharide_glucosyltransferase_I_(2.4.1.58)
g884	2.4.1.5	Dextransucrase	Dextransucrase_(2.4.1.5)
g885	2.4.1.64	Alpha,alpha-trehalose phosphorylase	Alpha,alpha-trehalose_phosphorylase_(2.4.1.64)
g886	2.4.1.69	Galactoside 2-alpha-L-fucosyltransferase	Galactoside_2-alpha-L-fucosyltransferase_(2.4.1.69)
g887	2.4.1.73	Lipopolysaccharide glucosyltransferase II	Lipopolysaccharide_glucosyltransferase_II_(2.4.1.73)
g888	2.4.1.7	Sucrose phosphorylase	Sucrose_phosphorylase_(2.4.1.7)
g889	2.4.1.83	Dolichyl-phosphate beta-D-mannosyltransferase	Dolichyl-phosphate_beta-D-mannosyltransferase_(2.4.1.83)
g890	2.4.1.87	N-acetyllactosaminide 3-alpha-galactosyltransferase	N-acetyllactosaminide_3-alpha-galactosyltransferase_(2.4.1.87)
g891	2.4.1.8	Maltose phosphorylase	Maltose_phosphorylase_(2.4.1.8)
g892	2.4.1.9	Inulosucrase	Inulosucrase_(2.4.1.9)
g893	2.4.2.10	Orotate phosphoribosyltransferase	Orotate_phosphoribosyltransferase_(2.4.2.10)
g894	2.4.2.12	Nicotinamide phosphoribosyltransferase	Nicotinamide_phosphoribosyltransferase_(2.4.2.12)
g895	2.4.2.14	Amidophosphoribosyltransferase	Amidophosphoribosyltransferase_(2.4.2.14)
g896	2.4.2.15	Guanosine phosphorylase	Guanosine_phosphorylase_(2.4.2.15)
g897	2.4.2.17	ATP phosphoribosyltransferase	ATP_phosphoribosyltransferase_(2.4.2.17)
g898	2.4.2.18	Anthranilate phosphoribosyltransferase	Anthranilate_phosphoribosyltransferase_(2.4.2.18)
g899	2.4.2.19	Nicotinate-nucleotide diphosphorylase (carboxylating)	Nicotinate-nucleotide_diphosphorylase_(carboxylating)_(2.4.2.19)
g900	2.4.2.1	Purine-nucleoside phosphorylase	Purine-nucleoside_phosphorylase_(2.4.2.1)
g901	2.4.2.21	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	Nicotinate-nucleotide--dimethylbenzimidazole_phosphoribosyltransferase_(2.4.2.21)
g902	2.4.2.22	Xanthine phosphoribosyltransferase	Xanthine_phosphoribosyltransferase_(2.4.2.22)
g903	2.4.2.28	S-methyl-5'-thioadenosine phosphorylase	S-methyl-5'-thioadenosine_phosphorylase_(2.4.2.28)
g904	2.4.2.29	tRNA-guanine(34) transglycosylase	tRNA-guanine(34)_transglycosylase_(2.4.2.29)
g905	2.4.2.2	Pyrimidine-nucleoside phosphorylase	Pyrimidine-nucleoside_phosphorylase_(2.4.2.2)
g906	2.4.2.30	NAD(+) ADP-ribosyltransferase	NAD(+)_ADP-ribosyltransferase_(2.4.2.30)
g907	2.4.2.31	NAD(+)--protein-arginine ADP-ribosyltransferase	NAD(+)--protein-arginine_ADP-ribosyltransferase_(2.4.2.31)
g908	2.4.2.3	Uridine phosphorylase	Uridine_phosphorylase_(2.4.2.3)
g909	2.4.2.43	Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase	Lipid_IV(A)_4-amino-4-deoxy-L-arabinosyltransferase_(2.4.2.43)
g910	2.4.2.44	S-methyl-5'-thioinosine phosphorylase	S-methyl-5'-thioinosine_phosphorylase_(2.4.2.44)
g911	2.4.2.45	Decaprenyl-phosphate phosphoribosyltransferase	Decaprenyl-phosphate_phosphoribosyltransferase_(2.4.2.45)
g912	2.4.2.4	Thymidine phosphorylase	Thymidine_phosphorylase_(2.4.2.4)
g913	2.4.2.52	Triphosphoribosyl-dephospho-CoA synthase	Triphosphoribosyl-dephospho-CoA_synthase_(2.4.2.52)
g914	2.4.2.53	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	Undecaprenyl-phosphate_4-deoxy-4-formamido-L-arabinose_transferase_(2.4.2.53)
g915	2.4.2.6	Nucleoside deoxyribosyltransferase	Nucleoside_deoxyribosyltransferase_(2.4.2.6)
g916	2.4.2.7	Adenine phosphoribosyltransferase	Adenine_phosphoribosyltransferase_(2.4.2.7)
g917	2.4.2.8	Hypoxanthine phosphoribosyltransferase	Hypoxanthine_phosphoribosyltransferase_(2.4.2.8)
g918	2.4.2.9	Uracil phosphoribosyltransferase	Uracil_phosphoribosyltransferase_(2.4.2.9)
g919	2.4.99.12	Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	Lipid_IV(A)_3-deoxy-D-manno-octulosonic_acid_transferase_(2.4.99.12)
g920	2.4.99.13	(Kdo)-lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	(Kdo)-lipid_IV(A)_3-deoxy-D-manno-octulosonic_acid_transferase_(2.4.99.13)
g921	2.4.99.16	Starch synthase (maltosyl-transferring)	Starch_synthase_(maltosyl-transferring)_(2.4.99.16)
g922	2.4.99.17	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	S-adenosylmethionine:tRNA_ribosyltransferase-isomerase_(2.4.99.17)
g923	2.4.99.18	Dolichyl-diphosphooligosaccharide--protein glycotransferase	Dolichyl-diphosphooligosaccharide--protein_glycotransferase_(2.4.99.18)
g924	2.4.99.19	Undecaprenyl-diphosphooligosaccharide--protein glycotransferase	Undecaprenyl-diphosphooligosaccharide--protein_glycotransferase_(2.4.99.19)
g925	2.5.1.101	N,N'-diacetyllegionaminate synthase	N,N'-diacetyllegionaminate_synthase_(2.5.1.101)
g926	2.5.1.10	(2E,6E)-farnesyl diphosphate synthase	(2E,6E)-farnesyl_diphosphate_synthase_(2.5.1.10)
g927	2.5.1.120	Aminodeoxyfutalosine synthase	Aminodeoxyfutalosine_synthase_(2.5.1.120)
g928	2.5.1.129	NO NAME	NO_NAME_(2.5.1.129)
g929	2.5.1.140	NO NAME	NO_NAME_(2.5.1.140)
g930	2.5.1.141	NO NAME	NO_NAME_(2.5.1.141)
g931	2.5.1.145	NO NAME	NO_NAME_(2.5.1.145)
g932	2.5.1.15	Dihydropteroate synthase	Dihydropteroate_synthase_(2.5.1.15)
g933	2.5.1.16	Spermidine synthase	Spermidine_synthase_(2.5.1.16)
g934	2.5.1.17	Cob(I)yrinic acid a,c-diamide adenosyltransferase	Cob(I)yrinic_acid_a,c-diamide_adenosyltransferase_(2.5.1.17)
g935	2.5.1.18	Glutathione transferase	Glutathione_transferase_(2.5.1.18)
g936	2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase	3-phosphoshikimate_1-carboxyvinyltransferase_(2.5.1.19)
g937	2.5.1.1	Dimethylallyltranstransferase	Dimethylallyltranstransferase_(2.5.1.1)
g938	2.5.1.26	Alkylglycerone-phosphate synthase	Alkylglycerone-phosphate_synthase_(2.5.1.26)
g939	2.5.1.29	Geranylgeranyl diphosphate synthase	Geranylgeranyl_diphosphate_synthase_(2.5.1.29)
g940	2.5.1.2	Thiamine pyridinylase	Thiamine_pyridinylase_(2.5.1.2)
g941	2.5.1.30	Heptaprenyl diphosphate synthase	Heptaprenyl_diphosphate_synthase_(2.5.1.30)
g942	2.5.1.31	diphosphate specific)	diphosphate_specific)_(2.5.1.31)
g943	2.5.1.32	15-cis-phytoene synthase	15-cis-phytoene_synthase_(2.5.1.32)
g944	2.5.1.39	4-hydroxybenzoate polyprenyltransferase	4-hydroxybenzoate_polyprenyltransferase_(2.5.1.39)
g945	2.5.1.3	Thiamine-phosphate diphosphorylase	Thiamine-phosphate_diphosphorylase_(2.5.1.3)
g946	2.5.1.47	Cysteine synthase	Cysteine_synthase_(2.5.1.47)
g947	2.5.1.48	Cystathionine gamma-synthase	Cystathionine_gamma-synthase_(2.5.1.48)
g948	2.5.1.49	O-acetylhomoserine aminocarboxypropyltransferase	O-acetylhomoserine_aminocarboxypropyltransferase_(2.5.1.49)
g949	2.5.1.52	L-mimosine synthase	L-mimosine_synthase_(2.5.1.52)
g950	2.5.1.54	3-deoxy-7-phosphoheptulonate synthase	3-deoxy-7-phosphoheptulonate_synthase_(2.5.1.54)
g951	2.5.1.55	3-deoxy-8-phosphooctulonate synthase	3-deoxy-8-phosphooctulonate_synthase_(2.5.1.55)
g952	2.5.1.56	N-acetylneuraminate synthase	N-acetylneuraminate_synthase_(2.5.1.56)
g953	2.5.1.57	N-acylneuraminate-9-phosphate synthase	N-acylneuraminate-9-phosphate_synthase_(2.5.1.57)
g954	2.5.1.61	Hydroxymethylbilane synthase	Hydroxymethylbilane_synthase_(2.5.1.61)
g955	2.5.1.64	Transferred entry	Transferred_entry_(2.5.1.64)
g956	2.5.1.65	O-phosphoserine sulfhydrylase	O-phosphoserine_sulfhydrylase_(2.5.1.65)
g957	2.5.1.66	N(2)-(2-carboxyethyl)arginine synthase	N(2)-(2-carboxyethyl)arginine_synthase_(2.5.1.66)
g958	2.5.1.6	Methionine adenosyltransferase	Methionine_adenosyltransferase_(2.5.1.6)
g959	2.5.1.72	Quinolinate synthase	Quinolinate_synthase_(2.5.1.72)
g960	2.5.1.74	1,4-dihydroxy-2-naphthoate polyprenyltransferase	1,4-dihydroxy-2-naphthoate_polyprenyltransferase_(2.5.1.74)
g961	2.5.1.75	tRNA dimethylallyltransferase	tRNA_dimethylallyltransferase_(2.5.1.75)
g962	2.5.1.76	Cysteate synthase	Cysteate_synthase_(2.5.1.76)
g963	2.5.1.78	6,7-dimethyl-8-ribityllumazine synthase	6,7-dimethyl-8-ribityllumazine_synthase_(2.5.1.78)
g964	2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	UDP-N-acetylglucosamine_1-carboxyvinyltransferase_(2.5.1.7)
g965	2.5.1.84	All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)	All-trans-nonaprenyl-diphosphate_synthase_(geranyl-diphosphate_specific)_(2.5.1.84)
g966	2.5.1.85	specific)	specific)_(2.5.1.85)
g967	2.5.1.90	All-trans-octaprenyl-diphosphate synthase	All-trans-octaprenyl-diphosphate_synthase_(2.5.1.90)
g968	2.5.1.94	Adenosyl-chloride synthase	Adenosyl-chloride_synthase_(2.5.1.94)
g969	2.5.1.96	4,4'-diapophytoene synthase	4,4'-diapophytoene_synthase_(2.5.1.96)
g970	2.5.1.97	Pseudaminic acid synthase	Pseudaminic_acid_synthase_(2.5.1.97)
g971	2.5.1.99	All-trans-phytoene synthase	All-trans-phytoene_synthase_(2.5.1.99)
g972	2.5.1.9	Riboflavin synthase	Riboflavin_synthase_(2.5.1.9)
g973	2.5.1.n9	Heptaprenylglyceryl phosphate synthase	Heptaprenylglyceryl_phosphate_synthase_(2.5.1.n9)
g974	2.6.1.100	L-glutamine:2-deoxy-scyllo-inosose aminotransferase	L-glutamine:2-deoxy-scyllo-inosose_aminotransferase_(2.6.1.100)
g975	2.6.1.102	GDP-perosamine synthase	GDP-perosamine_synthase_(2.6.1.102)
g976	2.6.1.107	Beta-methylphenylalanine transaminase	Beta-methylphenylalanine_transaminase_(2.6.1.107)
g977	2.6.1.113	NO NAME	NO_NAME_(2.6.1.113)
g978	2.6.1.11	Acetylornithine transaminase	Acetylornithine_transaminase_(2.6.1.11)
g979	2.6.1.13	Ornithine aminotransferase	Ornithine_aminotransferase_(2.6.1.13)
g980	2.6.1.16	Glutamine--fructose-6-phosphate transaminase (isomerizing)	Glutamine--fructose-6-phosphate_transaminase_(isomerizing)_(2.6.1.16)
g981	2.6.1.17	Succinyldiaminopimelate transaminase	Succinyldiaminopimelate_transaminase_(2.6.1.17)
g982	2.6.1.18	Beta-alanine--pyruvate transaminase	Beta-alanine--pyruvate_transaminase_(2.6.1.18)
g983	2.6.1.19	4-aminobutyrate--2-oxoglutarate transaminase	4-aminobutyrate--2-oxoglutarate_transaminase_(2.6.1.19)
g984	2.6.1.1	Aspartate transaminase	Aspartate_transaminase_(2.6.1.1)
g985	2.6.1.21	D-amino-acid transaminase	D-amino-acid_transaminase_(2.6.1.21)
g986	2.6.1.22	(S)-3-amino-2-methylpropionate transaminase	(S)-3-amino-2-methylpropionate_transaminase_(2.6.1.22)
g987	2.6.1.29	Diamine transaminase	Diamine_transaminase_(2.6.1.29)
g988	2.6.1.2	Alanine transaminase	Alanine_transaminase_(2.6.1.2)
g989	2.6.1.33	dTDP-4-amino-4,6-dideoxy-D-glucose transaminase	dTDP-4-amino-4,6-dideoxy-D-glucose_transaminase_(2.6.1.33)
g990	2.6.1.34	UDP-N-acetylbacillosamine transaminase	UDP-N-acetylbacillosamine_transaminase_(2.6.1.34)
g991	2.6.1.36	L-lysine 6-transaminase	L-lysine_6-transaminase_(2.6.1.36)
g992	2.6.1.37	2-aminoethylphosphonate--pyruvate transaminase	2-aminoethylphosphonate--pyruvate_transaminase_(2.6.1.37)
g993	2.6.1.39	2-aminoadipate transaminase	2-aminoadipate_transaminase_(2.6.1.39)
g994	2.6.1.42	Branched-chain-amino-acid transaminase	Branched-chain-amino-acid_transaminase_(2.6.1.42)
g995	2.6.1.44	Alanine--glyoxylate transaminase	Alanine--glyoxylate_transaminase_(2.6.1.44)
g996	2.6.1.45	Serine--glyoxylate transaminase	Serine--glyoxylate_transaminase_(2.6.1.45)
g997	2.6.1.48	5-aminovalerate transaminase	5-aminovalerate_transaminase_(2.6.1.48)
g998	2.6.1.50	Glutamine--scyllo-inositol transaminase	Glutamine--scyllo-inositol_transaminase_(2.6.1.50)
g999	2.6.1.51	Serine--pyruvate transaminase	Serine--pyruvate_transaminase_(2.6.1.51)
g1000	2.6.1.52	Phosphoserine transaminase	Phosphoserine_transaminase_(2.6.1.52)
