"","taxonomy","prev_I","p_I","prev_M","p_M","prev_U","p_U","pmin","contaminant"
"Xf633cf95435defb67b3de0a9b69bb3cf","Bifidobacterium (RSV13)",512,0.999999904453873,138,0.983823085372837,129,0.999999999969248,0.983823085372837,FALSE
"X4394468b49611f78b96b64d72449fab5","Lactobacillus (RSV14)",312,0.992361931059942,56,0.913119427787201,19,0.816609201837291,0.816609201837291,FALSE
"X24522f7485582e07564aed7c426af59d","Veillonella (RSV15)",507,0.958216963774685,206,0.958499226394107,221,0.99999971865383,0.958216963774685,FALSE
"Xc29919216bd6a6713038fd18691cc505","Bifidobacterium (RSV16)",254,0.989351111656586,107,0.864301255322331,71,0.983462165710999,0.864301255322331,FALSE
"Xba4ab8dea6b4223dbc9ed5bbf3ea60ea","Streptococcus (RSV17)",539,0.999963358384976,177,0.808160419097683,48,0.999694363649046,0.808160419097683,FALSE
"X18eb929cf9350e0af65cf863c2786858","Haemophilus (RSV18)",215,0.999983716300079,87,0.917450984366493,182,0.999910768609504,0.917450984366493,FALSE
"Xceaec4b3e38be8caaaf3ba52277fc320","Klebsiella (RSV19)",947,0.999999999891623,198,0.998902849871079,60,0.98464567196793,0.98464567196793,FALSE
"X5c7cd4afe047a1fa454b6a815a951c2f","Veillonella (RSV20)",505,0.999998888297667,230,0.94967886553436,133,0.999999999963978,0.94967886553436,FALSE
"Xe2f6a531bc64c892b56a06d2aed991f7","Escherichia/Shigella (RSV21)",446,0.999931413233071,190,0.999276778155862,72,0.943873949908065,0.943873949908065,FALSE
"Xd6403e5b4389d1c8f2e1c218c0a59134","Veillonella (RSV22)",346,0.999999842137987,116,0.90161449371941,178,0.999989154740636,0.90161449371941,FALSE
"X04be702b895fe5ed0568344daf564276","Staphylococcus (RSV23)",610,0.999999999998765,159,0.977406680204806,139,0.999999576964618,0.977406680204806,FALSE
"X892a20bbdc3ce599dc0c5d9f0866c352","Enterococcus (RSV24)",640,0.999999171992229,121,0.991612120843782,247,0.999999954876326,0.991612120843782,FALSE
"X427f5142ae52662b7db0bdd5689461f0","Enterococcus (RSV25)",533,0.999999965038344,91,0.930264067931339,28,0.98640664069917,0.930264067931339,FALSE
"Xc27ad79848adcd406bf90804cb13ec9b","Klebsiella (RSV26)",870,0.999999998654045,241,0.99914255035786,87,0.999999903359038,0.99914255035786,FALSE
"X8b74089f59b28e641f2c8c736707f8b2","Salmonella (RSV27)",1,NA,0,NA,1,NA,NA,FALSE
"X6251bd9ebf43fae466939ab366f6e547","Bacteroides (RSV28)",176,0.999999988246738,151,0.98369708440419,103,0.983765509432929,0.98369708440419,FALSE
"Xd6dffb454cbb0b0c87367b03432c2b05","Klebsiella (RSV29)",804,0.999999999841528,192,0.996256277367752,75,0.999995832011596,0.996256277367752,FALSE
"X78ad607ed9e17d60a51de19b9b7441b7","Rothia (RSV30)",678,0.999952663247575,186,0.611751860454909,54,0.99920839966159,0.611751860454909,FALSE
"X47f3d645d96038371757074de1d8fb8d","Bacteroides (RSV31)",77,0.997936033279529,104,0.944263765593942,54,0.967299893228266,0.944263765593942,FALSE
"X9266ee26eeabc6a220c518083d91120a","Haemophilus (RSV32)",42,0.999996493910629,24,0.530909492994522,76,0.999975438898033,0.530909492994522,FALSE
"X11902be998c8092e98cbe98af2f648af","unassigned Firmicutes (RSV33)",300,0.999974782135199,111,0.998170302280436,115,0.999999603078582,0.998170302280436,FALSE
"X9e7125a102db8951720ec539b4e78113","Streptococcus (RSV34)",276,0.98148856365821,42,0.933044260517057,1,NA,0.933044260517057,FALSE
"X44536e7d859312677ce835c0cb53eeca","Gemella (RSV35)",745,0.99999998898531,265,0.98845321224771,191,0.999999999999908,0.98845321224771,FALSE
"Xb6635d67cb594473ddba9f8cfba5d13d","Bacteroides (RSV36)",86,0.919256120953578,65,0.996519949551706,108,0.999978641509482,0.919256120953578,FALSE
"X35451ef9f1742fae59aa48d51c7075de","Bacillus (RSV37)",2,NA,0,NA,0,NA,NA,FALSE
"X6e7317c14238561fe5865674e3a3206d","Streptococcus (RSV38)",516,0.999418332746514,218,0.878580904546417,163,0.9999288618037,0.878580904546417,FALSE
"X6623cebbaaeb0a2a66abe5a6dbdd8845","Veillonella (RSV39)",90,0.833427460276432,31,0.855792865432216,4,NA,0.833427460276432,FALSE
"X6b6d13f1332283e053c18c3b7774b85c","Prevotella_9 (RSV40)",43,0.999257486200212,102,0.965464089978611,11,0.658637101191047,0.658637101191047,FALSE
"X29e1d7cb0e776b057206d57fd329c761","Dialister (RSV41)",63,0.999997443895988,91,0.937284090595966,2,NA,0.937284090595966,FALSE
"Xf330a8d2204597dbe97585c4185570bd","Bacteroides (RSV42)",101,0.964849134203023,55,0.930152754389548,10,0.962792961110079,0.930152754389548,FALSE
"X9fed090466636a2fc71e6898ecd56969","Veillonella (RSV43)",266,0.999956549445506,59,0.902450564308502,31,0.999999999999887,0.902450564308502,FALSE
"X13f7a1ef880f3b73eeffa18951ffe96f","Streptococcus (RSV44)",159,0.798319975934786,13,0.453565557152953,17,0.758188220134352,0.453565557152953,FALSE
"X3d171b0adaae97c65a278411dbd1f90b","Streptococcus (RSV45)",393,0.964194945699299,82,0.526251317037709,59,0.999990011455799,0.526251317037709,FALSE
"X052ba7abaeaa968c4f79e3f97d1f0a2f","Pseudomonas (RSV46)",48,0.930014873950978,21,0.656087601810096,2,NA,0.656087601810096,FALSE
"X101c48cfe83f8cce71719a4514fcb35b","Staphylococcus (RSV48)",505,0.999999760485289,68,0.99753552240898,2,NA,0.99753552240898,FALSE
"X55ae36374045b6a58fdc9c11936be5cc","Veillonella (RSV49)",263,0.988573892813922,202,0.856680539358552,159,0.999999999998338,0.856680539358552,FALSE
"Xb02a8d33d018119dedb2db15db887bfd","Cutibacterium (RSV50)",49,0.999999383979009,46,0.626009941373377,10,0.99704369018436,0.626009941373377,FALSE
"X32ab1812bd3770f4b7f6aad7273783da","Enterobacter (RSV51)",274,0.9952854177665,69,0.943288244172602,45,0.581613980511745,0.581613980511745,FALSE
"X26547c96837ae7efcfa67fca0cc71140","Bacteroides (RSV52)",26,0.819220124339465,42,0.936442689387212,25,0.581171857096874,0.581171857096874,FALSE
"X8fd88bade4ab12bca62cbcef70c3c6f0","Klebsiella (RSV53)",379,0.999999999996113,143,0.992376612113206,41,0.999983881631976,0.992376612113206,FALSE
"X24d821dddfbe031b81a44817e6d6a4c1","Klebsiella (RSV54)",443,0.999763830880844,105,0.900978237683873,63,0.999582356819694,0.900978237683873,FALSE
"X90f0c3ecf764dde04f7b4f431a27638a","Pseudomonas (RSV55)",17,0.531508568333035,56,0.0584019822331517,1,NA,0.0584019822331517,TRUE
"X8eb4e34fd58ab95fa2efab34940c01fa","Prevotella_9 (RSV56)",41,0.95351164716655,80,0.906677922682178,5,NA,0.906677922682178,FALSE
"Xbd6383169ddd32592a82ccdb7511c186","Klebsiella (RSV57)",122,0.911975978089727,38,0.909859575292394,106,0.999239831315219,0.909859575292394,FALSE
"Xdb92d5e78fb94056efc409ace74df645","Megasphaera (RSV58)",80,0.999994097713675,9,NA,1,NA,0.999994097713675,FALSE
"X7440aa816171ce9e81d9b67d2dda61c6","Bacteroides (RSV59)",62,0.855462527435844,82,0.953066629036679,60,0.99989125342366,0.855462527435844,FALSE
"X475a7aec8371b5ad941cd8c8939867c9","Veillonella (RSV60)",175,0.986992017780593,51,0.778849524617168,7,NA,0.778849524617168,FALSE
"Xeed23b036f73d1c312c8955cda39ba58","Veillonella (RSV61)",5,NA,1,NA,7,NA,NA,FALSE
"Xa3725fbb7f4a76528d54dd283e88cad8","Streptococcus (RSV62)",14,0.447863248610225,20,0.497509577531719,9,NA,0.447863248610225,FALSE
"X3f3a0eaeea9c0690b6ede1b17b4fd8ce","Bifidobacterium (RSV63)",48,0.861448627944801,15,0.822800072991159,49,0.996918887270702,0.822800072991159,FALSE
"Xdd15951e49efb7d086763a72ace1db22","Haemophilus (RSV64)",7,NA,4,NA,24,0.999737231787364,0.999737231787364,FALSE
"X4d6fe682a4dd9aad8decfab830a193e0","Parabacteroides (RSV65)",53,0.783317249363869,60,0.866668940468042,71,0.999643845738486,0.783317249363869,FALSE
"X5354b5f62e45014a1b54b8ad68cfa269","Veillonella (RSV66)",11,0.880307995593398,0,NA,17,0.999940214439106,0.880307995593398,FALSE
"X615e98f95754768b3a97483cecdf7830","Acinetobacter (RSV67)",32,0.954737934602357,52,0.947360624999127,0,NA,0.947360624999127,FALSE
"Xdc286ba041e98bdb56674fee6fb15479","Veillonella (RSV68)",1,NA,0,NA,0,NA,NA,FALSE
"X0a1f5ed70dcb37a86924dbd5fde981af","Enhydrobacter (RSV69)",30,0.851666963286064,127,0.97448208447107,3,NA,0.851666963286064,FALSE
"Xc728ad6f5d183cb36fa06b6a3a47758b","Faecalibacterium (RSV70)",18,0.99617748823532,17,0.931080666350406,2,NA,0.931080666350406,FALSE
"Xb264ac8ff5f9aff74f0b9aa084d9a9f0","Agathobacter (RSV71)",17,0.99704077159027,31,0.89339359958797,8,NA,0.89339359958797,FALSE
"Xc4a5d68c1391a83b4bab19e5812a7904","Corynebacterium_1 (RSV72)",19,0.797527959528843,2,NA,0,NA,0.797527959528843,FALSE
"X4516aa60a483dd8c7bbc57098c45f1a5","Faecalibacterium (RSV73)",18,0.99502935962322,41,0.9453509617884,3,NA,0.9453509617884,FALSE
"X1ef24a460c9407f352a964d2a211914e","Escherichia/Shigella (RSV74)",138,0.959771565648166,28,0.625106943437604,5,NA,0.625106943437604,FALSE
"X572be56789b840dc21f0dfad380396b3","Bacteroides (RSV75)",34,0.884197213982498,25,0.772398729621929,23,0.897081405316929,0.772398729621929,FALSE
"X1cb79d5275187534b0c9403c523c210f","Veillonella (RSV76)",1,NA,0,NA,6,NA,NA,FALSE
"X5679bfcacfc25255f3acedc9bd2c8afd","Klebsiella (RSV77)",2,NA,2,NA,10,0.565580728841756,0.565580728841756,FALSE
"X6aee73dafee612f6712c469d7d9474f0","Clostridium_sensu_stricto_1 (RSV78)",75,0.902045960402974,69,0.730567406862719,30,0.842893726206567,0.730567406862719,FALSE
"Xa822eed692bc6f11f3e7a953ac0a23e4","Lactobacillus (RSV79)",216,0.784658495291936,56,0.953014392416992,2,NA,0.784658495291936,FALSE
"X232af231b1a3a8ca6ef3bf5432418b64","Haemophilus (RSV80)",20,0.744723905914225,4,NA,24,0.999830249081521,0.744723905914225,FALSE
"X990ca7dc83ec1f7499b25325f985cce0","Parabacteroides (RSV81)",10,0.676280768632781,32,0.764917597324194,46,0.875983603069397,0.676280768632781,FALSE
"X51f7c8ee44363f94d016d6907b20aced","Bacteroides (RSV82)",35,0.996697352188833,67,0.979549215895983,51,0.960177067759532,0.960177067759532,FALSE
"X2e60d98fba9c68f58e7051d47b5547e0","unassigned Proteobacteria (RSV83)",32,0.426562952856582,1,NA,9,NA,0.426562952856582,FALSE
"X013d22a2068848f7feb2742276eded4e","Streptococcus (RSV84)",352,0.997971481392614,112,0.767151052423523,40,0.995739045150831,0.767151052423523,FALSE
"X218f40f443caf002f5ad5aa59ee08859","Parabacteroides (RSV85)",82,0.960547844561598,109,0.948310357468851,73,0.895940728913686,0.895940728913686,FALSE
"Xdfa833b266bd2993b86feab3617b34c3","Akkermansia (RSV86)",16,0.475455990617723,7,NA,1,NA,0.475455990617723,FALSE
"X157ba9d2b318f400b654ab995f7d7d4e","Acinetobacter (RSV87)",1,NA,206,0.955652012622792,4,NA,0.955652012622792,FALSE
"X70d55baf78e9ac4d0babeac5dcbae5c2","Bacteroides (RSV88)",66,0.965638420957355,65,0.967953780684296,86,0.999766355692159,0.965638420957355,FALSE
"X927948a3ccf40d7671afc0d5334d3eb6","Prevotella_9 (RSV89)",41,0.998422998820708,53,0.761659353542022,0,NA,0.761659353542022,FALSE
"Xb6a1cfc87c3ffa7f96227d4a372d8dd7","Subdoligranulum (RSV90)",11,0.9822765479131,18,0.867469635141656,10,0.895929614962,0.867469635141656,FALSE
"X6c969690776c7fd66aa8107738d75bf4","Streptococcus (RSV91)",19,0.929089268429094,14,0.90756755139588,19,0.990548645315136,0.90756755139588,FALSE
"Xfb7a1c0b3625f00ee42dbfcbaa001f12","Phascolarctobacterium (RSV92)",14,0.835138821280559,28,0.886514545592954,44,0.999829823620313,0.835138821280559,FALSE
"Xd4d386b7d01baf327f6b43aa568cb9e7","Bacteroides (RSV93)",15,0.610522028700154,13,0.630015395259298,48,0.989054860351297,0.610522028700154,FALSE
"X875f9ef9a121a3002ea097444690a20a","Clostridium_sensu_stricto_1 (RSV94)",230,0.999878446733449,45,0.794644723922242,96,0.999991967562502,0.794644723922242,FALSE
"X208134d9710bcf4724a053b364b131ae","Bacteroides (RSV95)",28,0.74993574059171,29,0.862770335718787,17,0.537981939582448,0.537981939582448,FALSE
"X14e2b413a5323d6df171b3834b56b20a","Bacteroides (RSV96)",0,NA,0,NA,12,0.641369069921542,0.641369069921542,FALSE
"X920a077b51fa752f2ab5f13e1f80b69a","Succinivibrio (RSV97)",11,0.994949562644109,40,0.776826032686916,0,NA,0.776826032686916,FALSE
"X6f323da0eca605b133f3270f331d52fa","Lactobacillus (RSV98)",63,0.999999914718542,20,0.929362245713889,2,NA,0.929362245713889,FALSE
"X8f6964be04dc2a2b5bfbaa4579311ab5","Staphylococcus (RSV99)",249,0.999897096844686,60,0.999394074688133,3,NA,0.999394074688133,FALSE
"Xc016d7dfa3b6d4108112ec0a5fc2b5c5","Megamonas (RSV100)",52,0.999999263657874,31,0.758507775256856,8,NA,0.758507775256856,FALSE
"Xd4e740bc5c2587cbbb188e8e30026611","Corynebacterium_1 (RSV101)",104,0.998562050261092,124,0.999974683535358,46,0.999999999996266,0.998562050261092,FALSE
"Xbbae6ed124f4d6b48435a964a95c8418","Faecalibacterium (RSV102)",17,0.999226333914709,15,0.86876913317924,2,NA,0.86876913317924,FALSE
"Xe56cc5411512d332d51ca84ccc099402","Succinivibrio (RSV103)",5,NA,38,0.62524055170054,0,NA,0.62524055170054,FALSE
"X98fcc7e4135d41152d2db711de5c1255","Bacteroides (RSV104)",38,0.984886767029214,78,0.920479248757478,75,0.994809182261626,0.920479248757478,FALSE
"X94e5c426709e3731d622c6d2e11c965e","Staphylococcus (RSV105)",188,0.999999961009602,85,0.999894272815571,18,0.999942101871767,0.999894272815571,FALSE
"Xb02d039dbcdd89fbba689da4ba2a58fd","Streptococcus (RSV106)",318,0.999999999492111,24,0.640830689361575,32,0.681931697843331,0.640830689361575,FALSE
"Xbb071962d981f185a79067a07d38afa2","Acinetobacter (RSV107)",43,0.790575949343166,96,0.972554737610347,0,NA,0.790575949343166,FALSE
"Xf8e20bea6e9df8d119a0d801a3b17e7e","Lactobacillus (RSV108)",84,0.915652558140135,4,NA,93,0.999015484054415,0.915652558140135,FALSE
"Xcb1173735acb993e45afcb567fbf1083","unassigned Proteobacteria (RSV109)",41,0.677403182658681,1,NA,10,0.631152916171066,0.631152916171066,FALSE
"X7a5b875cf99ddb93b84ed03d5105530d","Enterobacter (RSV110)",295,0.999957391632155,24,0.972989490655577,26,0.989719537088544,0.972989490655577,FALSE
"Xa8a85a39b353253ce68e687bf6c36e3e","Staphylococcus (RSV111)",148,0.9999970354601,6,NA,2,NA,0.9999970354601,FALSE
"X08135439d312c5bdb27840a374c9fa92","Acinetobacter (RSV112)",52,0.976765752334257,17,0.78358952314171,3,NA,0.78358952314171,FALSE
"X85e5f4133e5ea47da3e24828bdf463f5","Ruminococcaceae_UCG-002 (RSV113)",9,NA,17,0.725526054543558,1,NA,0.725526054543558,FALSE
"X8cb24777cb48dde0aac60dfeca125d10","Bacillus (RSV114)",27,0.936745985689507,3,NA,1,NA,0.936745985689507,FALSE
"X1e870c64af7608a2cb5ffd2d5c5b01f3","Citrobacter (RSV115)",28,0.630762253781421,23,0.810697640061706,47,0.873182523374369,0.630762253781421,FALSE
"X0b93befcf48fdcb8fee557c5bc8f1672","Veillonella (RSV116)",130,0.981820997897145,92,0.993606779212898,38,0.954652319821258,0.954652319821258,FALSE
"Xe3c9c2a072b1dd41a3d26f812f5c5f0e","Veillonella (RSV117)",81,0.93209439426323,16,0.278619470063757,74,0.999987293401542,0.278619470063757,FALSE
"X8878a0465f5d22d1c56917fe650a7df3","Clostridium_sensu_stricto_1 (RSV118)",99,0.9736835974774,8,NA,81,0.635155527259978,0.635155527259978,FALSE
"Xf684347f6c1a5dcf941c4c17be9dfb8d","Sutterella (RSV119)",93,0.999999889394171,100,0.98495720831909,26,0.821588801404558,0.821588801404558,FALSE
"Xc6fdf631c16099e62a83c66db8a7a6f1","Subdoligranulum (RSV120)",18,0.999936631600571,26,0.917390223443607,7,NA,0.917390223443607,FALSE
"X3153d6c5a7eabae1e28b3f2c0e4f5ac7","Prevotella_9 (RSV121)",25,0.99881774930226,39,0.942567118221347,2,NA,0.942567118221347,FALSE
"X32e7dd57efc183a5b7e69af26d8641b9","Serratia (RSV122)",2,NA,4,NA,4,NA,NA,FALSE
"X35fd41579b5eec27ec14c400c586c480","Dialister (RSV123)",8,NA,7,NA,7,NA,NA,FALSE
"Xc7797c896756e960412d5549101b2748","Collinsella (RSV124)",50,0.880422061840025,6,NA,0,NA,0.880422061840025,FALSE
"X470a56a74fae96d5f2fb8c492bc5a610","Hydrogenophilus (RSV125)",6,NA,0,NA,0,NA,NA,FALSE
"X2903f2e41955a0f7fe924306eadea605","Haemophilus (RSV126)",62,0.996883614290518,35,0.499679803001326,92,0.999999229515244,0.499679803001326,FALSE
"Xcf948394015a0de603a868e3c1834154","Collinsella (RSV127)",44,0.923075200769133,15,0.933296224835574,1,NA,0.923075200769133,FALSE
"X0e14e7ab105745ef2ef0891bd05831eb","Bradyrhizobium (RSV128)",22,0.975136093551545,7,NA,0,NA,0.975136093551545,FALSE
"Xcc22ededb519397c702ea17c5da85da3","Streptococcus (RSV129)",203,0.975771439634428,26,0.745987588419053,18,0.981706920876843,0.745987588419053,FALSE
"X908e9b387f6b9ce7d3f794e658fba37e","Staphylococcus (RSV130)",137,0.999215272423509,16,0.835380073257204,45,0.999995243815256,0.835380073257204,FALSE
"X5ffa45b1ff8681e9b0a43ea196e86275","Veillonella (RSV131)",83,0.979879392040593,47,0.846484779869569,37,0.968752999226884,0.846484779869569,FALSE
"Xd5efaef1c67fe453cfa5d6d2f8a68042","Paracoccus (RSV132)",10,0.0528046822804568,24,0.964870629370928,0,NA,0.0528046822804568,TRUE
"X8f6e2a91e20994c00566a5ff2b49506e","Blautia (RSV133)",37,0.999946506197772,49,0.988675965311473,29,0.839039895894234,0.839039895894234,FALSE
"X8d478879084ed7c88660c8b0c4b24923","Ruminococcus_2 (RSV134)",14,0.988872529031232,13,0.807875168692601,2,NA,0.807875168692601,FALSE
"X22f4ee9a41a4d73580bf7ade8e9e017a","Faecalibacterium (RSV135)",13,0.991098020825706,10,0.849131227117574,1,NA,0.849131227117574,FALSE
"Xeee26944198c21eaa0afcc8261af456e","Megasphaera (RSV136)",17,0.720838486794456,5,NA,0,NA,0.720838486794456,FALSE
"X16684adccf4a4d35facc56a79870aaa9","Erysipelatoclostridium (RSV137)",103,0.999978661129746,58,0.841886157908011,62,0.999880144712387,0.841886157908011,FALSE
"Xc6da490b249d5d89af322503daac81d9","Prevotella_9 (RSV138)",16,0.64379201073506,57,0.938937397803071,4,NA,0.64379201073506,FALSE
"X160f59b8faeb72b39cf724fab5055cf2","Megasphaera (RSV139)",31,0.987343912781937,11,0.80886906438559,11,0.920915802731708,0.80886906438559,FALSE
"Xd6bff94349f93df9c98368bfbc740ed0","unassigned Firmicutes (RSV140)",14,0.821301624914558,6,NA,16,0.918123725859096,0.821301624914558,FALSE
"X3940a350430d910b62071c816ed954a6","Veillonella (RSV141)",109,0.787536916336248,36,0.827622385904538,0,NA,0.787536916336248,FALSE
"X987f877fe75dfe03c02d087e633c215a","Libanicoccus (RSV142)",5,NA,46,0.644832641131593,0,NA,0.644832641131593,FALSE
"Xd6793536f54111ecbf88f606364d4298","Enterococcus (RSV143)",93,0.972696597095256,1,NA,0,NA,0.972696597095256,FALSE
"Xc6ca06086c59d470f5765e0d7684ac70","Veillonella (RSV144)",63,0.889423729371068,74,0.73468265464571,5,NA,0.73468265464571,FALSE
"X0aa6767415c3c1d08d147c80b16ec596","Acinetobacter (RSV145)",10,0.829374661250958,22,0.916813145991065,2,NA,0.829374661250958,FALSE
"Xce0837f50ab0a7abc73bddc82e8b55e6","Bacteroides (RSV146)",61,0.767383934394694,48,0.939614621490725,34,0.895479717723299,0.767383934394694,FALSE
"X9243bc95f3bb4eba8fabc522fa335a7f","Bacteroides (RSV147)",35,0.534318255775915,41,0.780042653025494,47,0.99999885347752,0.534318255775915,FALSE
"Xbf37c87f8841a9f1a2cd20db4fa18b74","Ruminococcaceae_UCG-002 (RSV148)",14,0.999562880442918,22,0.906437166796834,4,NA,0.906437166796834,FALSE
"X73b9a313c153726841a55e295f19bdb5","Streptococcus (RSV149)",87,0.905893813549949,38,0.74534108914763,22,0.341484070668994,0.341484070668994,FALSE
"Xc49cc7c2c45bd7a87913453e515ea14f","Acinetobacter (RSV150)",162,0.999941516823466,13,0.449489141661607,3,NA,0.449489141661607,FALSE
"X98c60003caac4798b6e9a0da3102d2dd","Streptococcus (RSV151)",40,0.911032258724255,4,NA,26,0.999999999922277,0.911032258724255,FALSE
"X66e2f8699b50c5be581d21573b440ec3","Bacillus (RSV152)",1,NA,0,NA,0,NA,NA,FALSE
"Xd9a8133c1c0cba024826069eac5bbf00","Acinetobacter (RSV153)",9,NA,27,0.9164980243138,0,NA,0.9164980243138,FALSE
"Xb0fc98e5c8f11484c2b2f6114d8a78de","Dermacoccus (RSV154)",0,NA,10,0.833872642439166,3,NA,0.833872642439166,FALSE
"X876ed260be5f69590ce1242534b48054","Staphylococcus (RSV155)",0,NA,1,NA,4,NA,NA,FALSE
"Xb5f7888432623a0d4f4f1a1478a35d3e","Corynebacterium_1 (RSV156)",3,NA,1,NA,0,NA,NA,FALSE
"X7e537c12b9af4d0e06d9c229f25d2176","Delftia (RSV157)",0,NA,1,NA,0,NA,NA,FALSE
"X1fbb6683c9c6aaa6ce2687a4ad76c639","Megasphaera (RSV158)",33,0.994896285862885,15,0.663677561505448,11,0.874655982226885,0.663677561505448,FALSE
"Xad89a9d5fec4408fafb73e7225f44d08","Dorea (RSV160)",20,0.997310023090632,27,0.857099483829036,9,NA,0.857099483829036,FALSE
"Xec5ee1d9ae158630c2b037f07fdc0a69","Lactobacillus (RSV161)",42,0.999996938775351,12,0.754897075739688,0,NA,0.754897075739688,FALSE
"X8d83490106a0b4ac9bae742775c3cb6c","Parabacteroides (RSV162)",45,0.915500132157634,72,0.983620064019911,55,0.996445140049729,0.915500132157634,FALSE
"X05ff70fc32e00ff5fdafbc54f491b273","Veillonella (RSV163)",68,0.824658055481492,6,NA,5,NA,0.824658055481492,FALSE
"X5b6367adcf3124df5f04f4d3623837b9","Bacteroides (RSV164)",38,0.995022616639789,12,0.692795444640801,0,NA,0.692795444640801,FALSE
"Xe0d1e3fa2e10e95e235a220259e73b2c","Veillonella (RSV165)",160,0.991484527110829,39,0.689822917530872,90,0.999997082249673,0.689822917530872,FALSE
"X719852b30b6cf6748f52cf99407e1e35","Prevotella_9 (RSV166)",25,0.917904125191763,46,0.796988861177616,0,NA,0.796988861177616,FALSE
"Xa9d3f0bd5ca203b5354a332eca91a33c","Klebsiella (RSV167)",229,0.999998692635697,21,0.784654363999677,6,NA,0.784654363999677,FALSE
"X8255b7ef9cac433fca7b7dbf2b61402e","Bacteroides (RSV168)",33,0.864800664950551,10,0.90721842992009,12,0.998917487451764,0.864800664950551,FALSE
"Xe5225d9ad60cd54861511a228f4809fd","Parabacteroides (RSV169)",14,0.592826165689627,26,0.786028368272888,59,0.99118690943162,0.592826165689627,FALSE
"X3928a2f4cdc892e498e0de5dae6875a9","Lactobacillus (RSV170)",216,0.996979127868072,10,0.279570883068309,1,NA,0.279570883068309,FALSE
"Xca60f9527111263bca48622331f2b3f6","Alistipes (RSV171)",11,0.386850643724554,1,NA,24,0.901048037982706,0.386850643724554,FALSE
"X630860d80a9dc35ed55113eeb8a3e761","Paracoccus (RSV172)",9,NA,21,0.951202136112707,0,NA,0.951202136112707,FALSE
"Xdd68c7b3d6b665f362d388f2f1be6663","Granulicatella (RSV173)",111,0.999852311179522,38,0.919484583855118,13,0.999982343588998,0.919484583855118,FALSE
"Xe5a506b03788d5b4e0ea3e4bc6664ce8","Bifidobacterium (RSV174)",16,0.693261178732769,47,0.949147967837086,16,0.97278449688607,0.693261178732769,FALSE
"Xdf1ae7fd3a039b102a1b3f3bd17c00b7","Staphylococcus (RSV175)",48,0.887211924504798,25,0.848126029254158,5,NA,0.848126029254158,FALSE
"X4df8473b0be4ef1e59f0b0709c586919","UBA1819 (RSV176)",31,0.682626125063819,10,0.796096498066684,35,0.656980219539031,0.656980219539031,FALSE
"Xc3a3a503752209bc052b3995236b079f","Streptococcus (RSV177)",137,0.959675350921846,23,0.969872907421067,25,0.885763544364958,0.885763544364958,FALSE
"X6a57339163b1db2da81ab332dc9b1823","unassigned Firmicutes (RSV178)",8,NA,11,0.883499797427976,3,NA,0.883499797427976,FALSE
"X7d90e48250138757536629dbc7b309dc","Streptococcus (RSV179)",0,NA,42,0.611220162860757,0,NA,0.611220162860757,FALSE
"X9352e570a182123f48d92df829d0fcf0","Catenibacterium (RSV180)",44,0.999992478771841,37,0.945220219766711,0,NA,0.945220219766711,FALSE
"X2b868acb906ca5a23d3950b48894cd70","Micrococcus (RSV181)",1,NA,11,0.975312984646324,0,NA,0.975312984646324,FALSE
"Xdf5c1ef25ab497ab767dcbb6be082f83","Akkermansia (RSV182)",17,0.512342486825837,1,NA,8,NA,0.512342486825837,FALSE
