"","feature_id","Kingdom","Phylum","Class","Order","Family","Genus","Species","Feature","mean","sd","India_present","India_n","India_prev","India_mean","India_sd","Malawi_present","Malawi_n","Malawi_prev","Malawi_mean","Malawi_sd","fisher_p","lr_p","wilcox_p","fisher_padj","lr_padj","wilcox_padj","mean_diff","prev_diff","enriched_India","rf_rank","rf_top20","rf_n","crossval_median","crossval_quartile_1","crossval_quartile_3","maaslin_value","maaslin_coef","maaslin_stderr","maaslin_pval","maaslin_qval","maaslin_N","maaslin_N.not.zero","maaslin_qval_filt"
"12","t143361","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Filifactor",NA,"Filifactor",0.0187427333817998,0.0369544873293454,74,283,26.1,0.00262508833922261,0.0147074391212866,15,58,25.9,0.00108793103448276,0.00567314627228483,1,0.963920359687256,0.798997487839231,1,0.975703927339842,0.869794733597137,0.00153715730473986,0.200000000000003,TRUE,83,0,50,0.9,0.85,0.95,"Malawi",-0.000553695505427166,0.000664996081240194,0.405639777976343,0.726771268874281,341,89,0.726771268874281
"13","t1464","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA,"Paenibacillus",0.020968024606457,0.0411775105359111,24,283,8.5,0.00270600706713781,0.0183267408960865,7,58,12.1,0.00303793103448276,0.0124607992701632,0.449802694697655,0.389009506968806,0.39193968203115,0.639193302991405,0.552802983587251,0.552570699257031,-0.000331923967344949,-3.6,FALSE,82,0,50,0.9,0.85,0.95,"Malawi",0.000421081999602922,0.000735722156719872,0.567472134485054,0.794449783025091,341,31,0.794449783025091
"14","t1492","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium",NA,"Clostridium",0.175607303762292,0.32290906747493,223,283,78.8,0.359998233215548,2.41305154363327,56,58,96.6,0.587343103448276,2.92692447388531,0.000604761716941509,0.00594947895937408,0.0110508682901568,0.00233265233677439,0.0155454127648161,0.0263992964709302,-0.227344870232728,-17.8,FALSE,15,1,50,0.9,0.85,0.95,"Malawi",0.00347890942634018,0.00893979051572847,0.69741034635439,0.856818425521108,341,279,0.856818425521108
"15","t1496","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Clostridioides",NA,"Clostridioides",0.128332059929212,0.241842305979653,198,283,70,0.0428275618374558,0.163402754226222,53,58,91.4,0.00772241379310345,0.0175229177565543,0.000485483952222261,0.00179571255030035,0.0953542122048021,0.00206969474368438,0.00646512847833811,0.174303603292968,0.0351051480443524,-21.4,TRUE,22,0,50,0.9,0.85,0.95,"Malawi",-0.00367908810241152,0.00244949916039507,0.134034279476802,0.339027883382498,341,251,0.339027883382498
"16","t1547","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium",NA,"Erysipelatoclostridium",0.039335653742905,0.0711854796015494,168,283,59.4,0.101657597173145,0.617408070083421,41,58,70.7,0.0192637931034483,0.100704186742485,0.13849706136068,0.109031604161307,0.384628491649716,0.262385551190564,0.215403900904046,0.55130083803126,0.0823938040696966,-11.3,TRUE,65,0,50,0.9,0.85,0.95,"Malawi",-0.00423923056841047,0.00407991303321244,0.299522350792634,0.585430049276512,341,209,0.585430049276512
"17","t1550024","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruthenibacterium",NA,"Ruthenibacterium",0.0371060678896523,0.0782063491656392,86,283,30.4,0.0857102473498233,0.882107772359897,24,58,41.4,0.0116862068965517,0.0704101329636327,0.122946754449957,0.104816456934017,0.228613709864672,0.248967177761164,0.212253325291385,0.344925948216873,0.0740240404532716,-11,TRUE,67,0,50,0.9,0.85,0.95,"Malawi",-0.00183297005266214,0.00391651915242504,0.64007819527953,0.815545606900922,341,110,0.815545606900922
"18","t1583","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Weissella",NA,"Weissella",0.0167460864181887,0.0337713054248857,67,283,23.7,0.00126996466431095,0.0103121519411964,15,58,25.9,0.000324137931034483,0.0017354215166035,0.737083375704781,0.722644459469655,0.794514355470198,0.864019319075499,0.824425369254114,0.869794733597137,0.000945826733276471,-2.2,TRUE,85,0,50,0.9,0.85,0.95,"Malawi",-0.000279683464158113,0.000464138127344656,0.547186536153499,0.794449783025091,341,82,0.794449783025091
"19","t1590","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactiplantibacillus",NA,"Lactiplantibacillus",0.097590915389278,0.184178617601492,165,283,58.3,0.0329303886925795,0.110805808964165,28,58,48.3,0.0136241379310345,0.0364531822322528,0.190752912550857,0.162027630117052,0.045138590104691,0.321895539929571,0.279239107223004,0.0902771802093819,0.019306250761545,10,TRUE,29,0,50,0.9,0.85,0.95,"Malawi",-0.00396615300077198,0.00210039751670114,0.0598411107963247,0.166010823499481,341,193,0.166010823499481
"20","t1596","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,"Lactobacillus",0.0657445429860804,0.119297803021426,214,283,75.6,1.19204416961131,3.71249146040897,43,58,74.1,3.40868448275862,11.6021309186552,0.867313664018206,0.811618447282951,0.859095582592797,0.927422382540611,0.876547923065601,0.912126174110871,-2.21664031314731,1.5,FALSE,47,0,50,0.9,0.85,0.95,"Malawi",0.0263126942793298,0.0169868701932734,0.122314285266037,0.318758440390278,341,257,0.318758440390278
"21","t1613","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus",NA,"Limosilactobacillus",0.0705782841959137,0.132641300420515,215,283,76,0.364803886925795,1.20850300003108,42,58,72.4,0.266813793103448,0.820987629978883,0.616160337717465,0.567086512233021,0.75200351961208,0.767830574694072,0.695969810467798,0.850951351139985,0.0979900938223468,3.59999999999999,TRUE,42,0,50,0.9,0.85,0.95,"Malawi",-0.00508886226043933,0.00736983248412357,0.490352897604604,0.787893609150426,341,257,0.787893609150426
"22","t161879","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium",NA,"Corynebacterium",0.0707170326322564,0.129908424222478,194,283,68.6,0.00673780918727915,0.0586466781341981,39,58,67.2,0.00920689655172414,0.0259616374342955,0.87732933596037,0.845131550486814,0.0993125181552957,0.927422382540611,0.900732310387263,0.174303603292968,-0.00246908736444499,1.39999999999999,FALSE,41,0,50,0.9,0.85,0.95,"Malawi",0.00212782522550749,0.00108908940969905,0.0515510594931623,0.147779703880399,341,233,0.147779703880399
"23","t1624","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus",NA,"Ligilactobacillus",0.0743848915704065,0.137125439761482,224,283,79.2,0.274272438162544,1.38983259763556,41,58,70.7,0.255481034482759,1.49902736272404,0.167924540713446,0.160677765011469,0.0945232329867738,0.300820098736971,0.279239107223004,0.174303603292968,0.0187914036797855,8.5,TRUE,38,0,50,0.9,0.85,0.95,"Malawi",-0.00440496135533104,0.00706739697452629,0.533520183204773,0.794449783025091,341,265,0.794449783025091
"24","t165179","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA,"Prevotella",0.47060726498893,0.85654699283685,202,283,71.4,0.260776325088339,1.93846642795532,55,58,94.8,2.39931896551724,10.5189589985985,4.33161073872126e-05,0.00101981760026105,1.79635776219371e-13,0.000206388511668484,0.0043476434537445,5.14955891828863e-12,-2.1385426404289,-23.4,FALSE,3,1,50,0.9,0.85,0.95,"Malawi",0.0486722032408597,0.0117702331996037,4.47600076178295e-05,0.000384936065513334,341,257,0.000384936065513334
"25","t1660","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia",NA,"Schaalia",0.107004140527492,0.211970964844187,206,283,72.8,0.0116120141342756,0.0516101871284384,46,58,79.3,0.0250137931034483,0.0707937390637273,0.330118838511021,0.30494794312468,0.000837195019765677,0.495178257766532,0.45742191468702,0.00313038137825427,-0.0134017789691727,-6.5,FALSE,26,0,50,0.9,0.85,0.95,"Malawi",0.00396357826702945,0.00149597379473577,0.00843872530568354,0.0381963355941465,341,252,0.0381963355941465
"26","t166486","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Roseburia",NA,"Roseburia",0.0718078587779259,0.143844873410964,159,283,56.2,0.0177427561837456,0.101850372324951,45,58,77.6,0.00812586206896552,0.0299452339900272,0.00302924940030567,0.00320080554778358,0.0339486451963857,0.00876318576516997,0.00925947319180249,0.0695138925449803,0.00961689411478007,-21.4,TRUE,40,0,50,0.9,0.85,0.95,"Malawi",-0.000304204032046654,0.00165173634668901,0.853988431578315,0.947845803658088,341,204,0.947845803658088
"27","t1667168","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Dermabacteraceae","Dermabacter",NA,"Dermabacter",0.0321653886183017,0.0658652547117993,65,283,23,0.00371625441696113,0.0252547787226934,24,58,41.4,0.001,0.002966715946762,0.00516345701563547,0.00428940039415371,0.00354497618040138,0.0139413339422158,0.0119807390319466,0.0105591061585556,0.00271625441696113,-18.4,TRUE,74,0,50,0.9,0.85,0.95,"Malawi",3.82579894286303e-05,0.000794698761753021,0.961631822543406,0.97294513810274,341,89,0.97294513810274
"28","t1736","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium",NA,"Eubacterium",0.042020317847811,0.0785145594885348,154,283,54.4,0.0183621908127208,0.138505351887811,36,58,62.1,0.046048275862069,0.3197303931365,0.31216408980648,0.28634829501084,0.410779542814241,0.486255601429324,0.437626639544869,0.560746677492456,-0.0276860850493481,-7.7,FALSE,64,0,50,0.9,0.85,0.95,"Malawi",0.00146068715085793,0.00210873289000545,0.488981633212861,0.787893609150426,341,190,0.787893609150426
"29","t1834196","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium",NA,"Lachnoclostridium",0.138415844568843,0.283569407644295,98,283,34.6,0.0367883392226148,0.431544037805728,38,58,65.5,0.00848448275862069,0.0359370639035588,2.67639250232036e-05,2.52386893676709e-05,8.40382022952982e-05,0.0001445251951253,0.000185848530798304,0.000344156447495031,0.0283038564639942,-30.9,TRUE,19,1,50,0.9,0.85,0.95,"Malawi",0.000508997220268908,0.00254455383369803,0.841573950490912,0.947845803658088,341,136,0.947845803658088
"30","t187327","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus",NA,"Acidaminococcus",0.108198310674767,0.207966395942441,131,283,46.3,0.106053003533569,0.408750922721959,24,58,41.4,0.020701724137931,0.12438787594129,0.563328257889123,0.494254063106555,0.0966346753198468,0.724279188714587,0.635469509708428,0.174303603292968,0.0853512793956379,4.9,TRUE,25,0,50,0.9,0.85,0.95,"Malawi",-0.00923988277922541,0.00397992828046316,0.020845648918477,0.0746969086245428,341,155,0.0746969086245428
"31","t197","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA,"Campylobacter",0.046718010048624,0.0840488529499688,52,283,18.4,0.0715731448763251,0.765462995422608,13,58,22.4,0.248274137931035,1.88979745619994,0.466904952587367,0.476371985799132,0.604193635703144,0.641005104399605,0.622356949189189,0.744011637904286,-0.176700993054709,-4,FALSE,59,0,50,0.9,0.85,0.95,"Malawi",0.00270107536847985,0.00463957435458664,0.560831262875638,0.794449783025091,341,65,0.794449783025091
"32","t2003188","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Parolsenella",NA,"Parolsenella",0.0932084901712983,0.178430738600425,134,283,47.3,0.0404678445229682,0.214362047237127,45,58,77.6,0.0963706896551724,0.315478390845941,2.26481909956695e-05,6.23147721733984e-05,4.160015430565e-06,0.000131035962189231,0.000386595273605253,2.10447839428583e-05,-0.0559028451322042,-30.3,FALSE,31,0,50,0.9,0.85,0.95,"Malawi",0.00716864984991951,0.00298593943420233,0.0168975098694889,0.0631819934250455,341,179,0.0631819934250455
"33","t202956","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,"Acinetobacter",0.514224807185889,0.910612449330968,171,283,60.4,0.013416961130742,0.0535206428852083,52,58,89.7,0.501381034482759,1.70281486651779,7.47680056603974e-06,0.000106096684411228,2.89366224266048e-13,5.04684038207682e-05,0.00053711446483184,6.22137382172003e-12,-0.487964073352017,-29.3,FALSE,2,1,50,0.9,0.85,0.95,"Malawi",0.0281575376656758,0.00400756597007036,1.17096596332181e-11,5.03515364228378e-10,341,223,5.03515364228378e-10
"34","t208479","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster",NA,"Enterocloster",0.0377917056434501,0.0684339589533347,150,283,53,0.169095406360424,1.99498598763634,33,58,56.9,0.0368327586206897,0.143090227194495,0.665150284072987,0.588279953829677,0.920222528804952,0.795380654941353,0.711204123286625,0.953483584062962,0.132262647739734,-3.9,TRUE,66,0,50,0.9,0.85,0.95,"Malawi",-0.00150455283237332,0.00565254813290586,0.790268180440527,0.918419777268721,341,183,0.918419777268721
"35","t2093856","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas",NA,"Butyricimonas",0.163923092611,0.316776251829632,65,283,23,0.00367632508833922,0.0224548665828957,34,58,58.6,0.0294689655172414,0.0759957459725781,3.10938396321728e-07,2.40863315352785e-07,2.05339047030672e-09,3.1482512627575e-06,3.75187675615467e-06,1.76591580446378e-08,-0.0257926404289022,-35.6,FALSE,16,1,50,0.9,0.85,0.95,"Malawi",0.00735355882288888,0.00114959522925455,5.27247868530807e-10,9.06866333872987e-09,341,99,9.06866333872987e-09
"36","t2093857","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Dysosmobacter",NA,"Dysosmobacter",0.0148175938187984,0.0316671135677124,46,283,16.3,0.00440989399293286,0.0337307167027252,13,58,22.4,0.00108620689655172,0.00493890563472552,0.257248216448285,0.260837016483907,0.326856243839052,0.416742110646221,0.415768214999537,0.47643452491794,0.00332368709638114,-6.1,TRUE,86,0,50,0.9,0.85,0.95,"Malawi",-0.000371536271242379,0.000870020602064573,0.669619047490289,0.834597653393694,341,59,0.834597653393694
"37","t2109685","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella",NA,"Olsenella",0.0731380509760419,0.1401738986931,97,283,34.3,0.0209600706713781,0.209446435024986,40,58,69,0.130058620689655,0.760151420749997,1.52021586620881e-06,2.9753071525587e-06,9.61662010305487e-07,1.23137485162913e-05,2.67777643730283e-05,5.16893330539199e-06,-0.109098550018277,-34.7,FALSE,39,0,50,0.9,0.85,0.95,"Malawi",0.00900139325412097,0.00273590235776593,0.00110675761845003,0.00559889148157074,341,137,0.00559889148157074
"38","t216816","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA,"Bifidobacterium",0.327383472993506,0.62224258074452,283,283,100,59.8020084805654,30.002368252432,58,58,100,33.4892827586207,28.5722684441753,NA,NA,1.70085834224076e-08,NA,NA,1.12518321102081e-07,26.3127257219447,0,TRUE,6,1,50,0.9,0.85,0.95,"Malawi",-0.312234535096626,0.052137834044247,5.39660776320038e-09,7.73513779392055e-08,341,341,7.73513779392055e-08
"39","t239935","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia",NA,"Akkermansia",0.0509786599761769,0.0963611141210976,94,283,33.2,0.275886572438163,2.48641605337026,34,58,58.6,0.661563793103448,4.64877674461763,0.000525815294134243,0.000387156226598202,6.07033552365755e-05,0.00212955194124368,0.00174220301969191,0.000274762555281342,-0.385677220665286,-25.4,FALSE,58,0,50,0.9,0.85,0.95,"Malawi",0.00742997605649899,0.00875694769492148,0.396776968289975,0.726017431339103,341,128,0.726017431339103
"40","t2479767","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia",NA,"Blautia",0.0750919039252706,0.146080061499901,229,283,80.9,0.0459413427561838,0.205959500135495,52,58,89.7,0.0159775862068966,0.0423553059834134,0.13135377058205,0.117741503953088,0.0206871030326129,0.2595037906621,0.227072900480955,0.0456177143796079,0.0299637565492872,-8.8,TRUE,36,0,50,0.9,0.85,0.95,"Malawi",-0.00120980519798701,0.00261751095344883,0.644236685806123,0.815545606900922,341,281,0.815545606900922
"41","t2582419","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Dialister",NA,"Dialister",0.0247913973038171,0.0483964696248846,123,283,43.5,0.0229035335689046,0.252717684246141,29,58,50,0.0144224137931034,0.077839725218821,0.386559417557703,0.362317778424368,0.52973202209568,0.559130586110248,0.524066786649532,0.690256877276189,0.00848111977580114,-6.5,TRUE,80,0,50,0.9,0.85,0.95,"Malawi",-9.76424316488217e-05,0.00202068413680697,0.961488497917036,0.97294513810274,341,152,0.97294513810274
"42","t2714355","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Oscillibacter",NA,"Oscillibacter",0.034190543803449,0.0678852742822443,83,283,29.3,0.0071,0.0511326587840515,27,58,46.6,0.00327758620689655,0.0173360596010869,0.0134967543774398,0.0116400757858498,0.014962520639185,0.0341636595178946,0.0294639418329322,0.0347777506748623,0.00382241379310345,-17.3,TRUE,72,0,50,0.9,0.85,0.95,"Malawi",4.36927134308394e-06,0.00111057145771958,0.996863240869607,0.996863240869607,341,110,0.996863240869607
"43","t2774055","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kluyvera",NA,"Kluyvera",0.0344472646391168,0.0650443232432483,69,283,24.4,0.00156466431095406,0.0138355086698275,8,58,13.8,0.00167413793103448,0.00953244800842223,0.0863843607893901,0.0837353014027269,0.131023457630414,0.184135084840542,0.173911779836433,0.216692641465684,-0.000109473620080419,10.6,FALSE,71,0,50,0.9,0.85,0.95,"Malawi",4.68993909409495e-05,0.000557227041706589,0.932974387458926,0.97294513810274,341,77,0.97294513810274
"44","t28118","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Odoribacter",NA,"Odoribacter",0.266288851385514,0.481550692553068,74,283,26.1,0.0212318021201413,0.309327519359765,37,58,63.8,0.0339086206896552,0.0814347468501951,7.88669006014843e-08,1.41353259652324e-07,2.12186027776042e-10,1.06470315812004e-06,2.86240350795957e-06,2.60685691267709e-09,-0.0126768185695138,-37.7,FALSE,10,1,50,0.9,0.85,0.95,"Malawi",0.00789633467266674,0.00210419339302984,0.000205776484987744,0.00160879797354054,341,111,0.00160879797354054
"45","t28141","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cronobacter",NA,"Cronobacter",0.0589941751110789,0.120823841011374,114,283,40.3,0.00928445229681979,0.0879841936882529,15,58,25.9,0.00123793103448276,0.00791923768230532,0.0526227470542755,0.0414618027086805,0.0258774888042617,0.11840118087212,0.0932890560945312,0.0556366009291626,0.00804652126233703,14.4,TRUE,52,0,50,0.9,0.85,0.95,"Malawi",-0.00159460172287859,0.00123839249813918,0.198750202904054,0.427312936243715,341,129,0.427312936243715
"46","t2823316","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Faecalicatena",NA,"Faecalicatena",0.0271289124960335,0.0511135173060367,103,283,36.4,0.00352120141342756,0.0190542127647248,25,58,43.1,0.00113448275862069,0.00260839076047793,0.372800954912273,0.337437386669905,0.527812819178557,0.549034133598075,0.496953242186587,0.690256877276189,0.00238671865480687,-6.7,TRUE,78,0,50,0.9,0.85,0.95,"Malawi",-0.000542532495357062,0.000735928471687932,0.461505675899655,0.787893609150426,341,128,0.787893609150426
"47","t2823317","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium",NA,"Phascolarctobacterium",0.0260627916109049,0.0492053951969017,101,283,35.7,0.000895406360424028,0.00253585915628743,33,58,56.9,0.0300310344827586,0.178851846173342,0.00315089188634975,0.0030764475502694,0.00409714240181292,0.00880076699290793,0.00922934265080819,0.0106774014107852,-0.0291356281223346,-21.2,FALSE,79,0,50,0.9,0.85,0.95,"Malawi",0.00370746002877211,0.00104824849590976,0.000461350778975604,0.002834011927993,341,134,0.002834011927993
"48","t287","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"Pseudomonas",0.0853536925375405,0.163724259071124,148,283,52.3,0.00284275618374558,0.0136680235423348,43,58,74.1,0.00907586206896552,0.0337476201128152,0.00225158301847049,0.00288856332749699,6.43455697055067e-05,0.00701454709600422,0.00902345093520407,0.000276685949733679,-0.00623310588521993,-21.8,FALSE,33,0,50,0.9,0.85,0.95,"Malawi",0.00260296232375028,0.000779176396194981,0.000928940801434069,0.00499305680770812,341,191,0.00499305680770812
"49","t28901","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella",NA,"Salmonella",0.0746931656799674,0.13926499294052,252,283,89,0.0440250883392226,0.129098293024967,55,58,94.8,0.0655913793103448,0.163317746787078,0.232532719864844,0.191511085207338,0.151487977359901,0.384390822633721,0.316579549016211,0.245810680244368,-0.0215662909711222,-5.8,FALSE,37,0,50,0.9,0.85,0.95,"Malawi",0.00336835652566846,0.00229652759417419,0.143380032883322,0.342518967443492,341,307,0.342518967443492
