"","taxonomy","sample","group1_n","group1_prev","mean_rabund_country1","group2_n","group2_prev","mean_rabund_country2","fisher_p","fisher_padj","wi.ep","wi.eBH","rf_rank","enriched"
"15","Dorea","mother",288,94.8,1.102,83,96.4,0.275,0.773264765134742,0.815165811521353,8.58607934393438e-20,1.67624164220325e-18,7,"India"
"16","Lachnospiraceae_NK4A136_group","mother",288,89.2,0.542,83,96.4,2.304,0.0516267013556985,0.0741484167122112,1.0669322698773e-19,1.9717384661505e-18,8,"Malawi"
"17","Blautia","mother",288,95.1,2.371,83,95.2,0.528,1,1,4.04449568356594e-19,6.59843133373639e-18,6,"India"
"18","Lachnospiraceae_UCG-004","mother",288,47.2,0.03,83,95.2,0.121,1.93301177943761e-17,4.59627245332942e-16,2.73550476154327e-18,3.83939859614027e-17,15,"Malawi"
"19","UBA1819","mother",288,67.4,0.072,83,18.1,0.015,1.00871954175796e-15,1.66050755335541e-14,1.34859412229002e-17,1.54528916785158e-16,40,"India"
"20","Lachnospira","mother",288,79.9,0.247,83,95.2,0.81,0.000667497034537093,0.00153596091818213,4.76956696750276e-17,5.55126970438637e-16,14,"Malawi"
"21","Lachnospiraceae_UCG-001","mother",288,34,0.018,83,84.3,0.111,1.4599204295307e-16,2.84020883563245e-15,7.28771947229e-17,7.62639379311571e-16,27,"Malawi"
"22","Senegalimassilia","mother",288,90.3,0.674,83,86.7,0.185,0.41571114630932,0.468222027948392,6.75975699267658e-17,7.71440426441858e-16,10,"India"
"23","unassigned_Clostridiales_vadinBB60_group","mother",288,51.4,0.039,83,85.5,0.232,6.75267355620343e-09,4.37900648796222e-08,1.20068327372466e-16,1.284189070546e-15,28,"Malawi"
"24","Ruminococcaceae_UCG-009","mother",288,32.3,0.035,83,81.9,0.061,4.4935463105923e-16,8.01349092055626e-15,2.06724629071831e-13,1.30274321644449e-12,43,"Malawi"
"25","Megasphaera","mother",288,66.3,4.55,83,18.1,0.173,3.96884664465645e-15,5.6622212130432e-14,1.18271553668711e-15,1.01376660009109e-14,16,"India"
"26","Sutterella","mother",288,60.1,0.045,83,90.4,0.331,5.99938014253992e-08,3.13138378171596e-07,1.24051867168353e-15,1.21639586445998e-14,32,"Malawi"
"27","Lachnospiraceae_UCG-010","mother",288,50,0.053,83,89.2,0.11,1.54863021478153e-11,1.65703432981624e-10,1.51838199470391e-14,1.21965611527376e-13,19,"Malawi"
"28","Ruminococcus_1","mother",288,84.4,0.263,83,95.2,0.93,0.00935158931390892,0.0165391744890621,1.62230891470632e-14,1.34412062245553e-13,23,"Malawi"
"29","unassigned_Izimaplasmatales","mother",288,10.4,0.002,83,51.8,0.017,1.03436305165109e-14,1.38346058158333e-13,2.25844450951347e-06,6.00272290937479e-06,62,"Malawi"
"30","Libanicoccus","mother",288,62.8,0.778,83,26.5,0.022,4.63827076647639e-09,3.10184357508109e-08,2.5476598257897e-14,1.82352773096255e-13,17,"India"
"31","Catenibacterium","mother",288,80.6,1.064,83,72.3,0.107,0.127500399002505,0.164367984256241,2.5537540088314e-14,1.99503656519357e-13,11,"India"
"32","Ruminococcaceae_UCG-010","mother",288,71.9,0.238,83,94,0.635,6.47948032790063e-06,2.20096633360434e-05,5.36168448050741e-14,3.90389893622004e-13,36,"Malawi"
"33","Prevotella_9","mother",288,90.6,7.741,83,94,24.676,0.504843156778356,0.554033002823427,5.43160415421832e-14,3.98893227935007e-13,20,"Malawi"
"34","Ruminiclostridium_6","mother",288,52.4,0.075,83,91.6,0.24,6.39044696740794e-12,7.19766132118578e-11,5.82297302901368e-14,4.20885747008623e-13,33,"Malawi"
"35","Lachnospiraceae_FCS020_group","mother",288,83.3,0.051,83,67.5,0.013,0.0028912079028955,0.00567631643320767,5.16491399091283e-13,3.1759315294678e-12,25,"India"
"36","Ruminiclostridium_9","mother",288,66,0.023,83,92.8,0.056,3.24163296804848e-07,1.47597756417526e-06,1.74932734806568e-12,1.0256928845451e-11,49,"Malawi"
"37","GCA-900066575","mother",288,53.5,0.012,83,85.5,0.041,4.91985545752682e-08,2.72395449205796e-07,2.26216641683812e-12,1.3013378277531e-11,54,"Malawi"
"38","Klebsiella","mother",288,83.3,1.409,83,53,0.874,5.23955149527072e-08,2.80316004996984e-07,2.36111345769584e-12,1.39361754978056e-11,31,"India"
"39","Lachnospiraceae_NC2004_group","mother",288,0.3,0,83,22.9,0.009,1.24982258210633e-12,1.57330607394561e-11,0.0855019957651886,0.107634989460647,152,"Malawi"
"40","Enterococcus","mother",288,60.4,2.373,83,16.9,0.012,1.35838121924401e-12,1.61496433843454e-11,3.58334913988235e-11,1.59928398205455e-10,47,"India"
"41","Fournierella","mother",288,51,0.051,83,84.3,0.156,2.8656543115746e-08,1.65743249372153e-07,1.32130266138079e-11,7.09201923976475e-11,76,"Malawi"
"42","Roseburia","mother",288,90.3,0.717,83,95.2,1.407,0.188730907682622,0.230790938537607,2.78435641953753e-11,1.46960773288304e-10,42,"Malawi"
"43","Erysipelotrichaceae_UCG-006","mother",288,12.8,0.013,83,49.4,0.027,1.71161970446875e-11,1.74422198455387e-10,7.08582127735857e-05,0.000154000955820936,80,"Malawi"
"44","Erysipelatoclostridium","mother",288,15.3,0.011,83,53,0.016,2.38263511107054e-11,2.31765415349589e-10,9.69957932992635e-08,3.08868691937874e-07,100,"Malawi"
"45","Oxalobacter","mother",288,13.9,0.004,83,50.6,0.013,2.64214623348179e-11,2.45834475637001e-10,1.69093731601571e-05,4.05413825339226e-05,61,"Malawi"
"46","Oscillibacter","mother",288,60.4,0.043,83,85.5,0.099,1.13368693561516e-05,3.67589400335824e-05,1.54407816700578e-10,7.42253652773997e-10,97,"Malawi"
"47","unassigned_Eggerthellaceae","mother",288,68.8,0.164,83,47,0.032,0.00042302423293062,0.00100585762052392,1.58448955555422e-10,7.58635718385684e-10,29,"India"
"48","Ruminiclostridium_5","mother",288,77.4,0.05,83,59,0.01,0.00119200130359485,0.00260294162213568,2.72670503146708e-10,1.27220531376679e-09,35,"India"
"49","Actinomyces","mother",288,53.8,0.021,83,15.7,0.001,3.0730431569589e-10,2.63052494235682e-09,3.40626195407489e-10,1.50923633688837e-09,59,"India"
"50","Butyrivibrio","mother",288,36.8,0.267,83,75.9,0.384,3.22074015041316e-10,2.65091689303237e-09,2.22512899831194e-07,7.29393029148365e-07,71,"Malawi"
"51","GCA-900066225","mother",288,38.9,0.011,83,75.9,0.036,2.22602917804852e-09,1.64265601414615e-08,1.48567576417254e-09,6.33764060435026e-09,85,"Malawi"
"52","Succinivibrio","mother",288,49,1.316,83,78.3,6.72,1.48794569569569e-06,6.36840757757755e-06,1.57561476726555e-09,6.83676278393575e-09,39,"Malawi"
"53","Veillonella","mother",288,61.8,0.55,83,94,0.427,1.19050724204279e-09,9.43587221470955e-09,4.38155409533383e-06,1.21859564233798e-05,44,"India"
"54","unassigned_Coriobacteriales","mother",288,42.4,0.03,83,8.4,0.001,1.37151333883922e-09,1.04822805182712e-08,4.60132370525257e-08,1.59727510907137e-07,64,"India"
"55","Salmonella","mother",288,27.8,0.076,83,1.2,0,2.53689941673593e-09,1.80965491727163e-08,1.51352520333038e-05,3.40791142056112e-05,99,"India"
"56","Asteroleplasma","mother",288,44.8,0.161,83,10.8,0.327,2.91854842481696e-09,2.01473988035751e-08,2.46110981979576e-07,7.4119750427352e-07,69,"Malawi"
"57","Allisonella","mother",288,47.9,0.03,83,14.5,0.009,1.31776308249158e-08,8.29415587215286e-08,8.04305362465607e-08,2.44537930247654e-07,57,"India"
"58","Erysipelotrichaceae_UCG-003","mother",288,39.6,0.097,83,74.7,0.037,2.14129490758433e-08,1.30924888635156e-07,0.000239734058622472,0.00051753148444779,95,"India"
"59","Ruminococcaceae_UCG-014","mother",288,66,0.682,83,86.7,1.139,0.000190111233178824,0.000484330998812719,3.88058754092492e-08,1.49462363467644e-07,70,"Malawi"
"60","Ruminobacter","mother",288,1.4,0.003,83,19.3,0.565,2.57722113751737e-08,1.53201478730199e-07,0.298000832690001,0.338562540727181,124,"Malawi"
"61","Slackia","mother",288,82.3,0.313,83,88,0.163,0.243977587955234,0.291682702918548,6.0320754428543e-08,2.24764250618772e-07,46,"India"
"62","Lachnoclostridium","mother",288,87.5,0.203,83,96.4,0.382,0.023612776562886,0.0377099566004298,7.16850352739782e-08,2.63651956136289e-07,38,"Malawi"
"63","Corynebacterium","mother",288,21.2,0.006,83,0,0,4.964216130386e-08,2.72395449205796e-07,2.26276804801692e-05,5.25907659727401e-05,172,"India"
"64","Prevotella_2","mother",288,61.5,0.788,83,81.9,2.483,0.000561859754948161,0.00130693464737942,7.88451532927678e-08,2.84984756659942e-07,53,"Malawi"
"65","unassigned_Muribaculaceae","mother",288,66.3,0.6,83,83.1,1.944,0.00276433961551843,0.00552867923103686,1.08725143967496e-07,3.8751760108664e-07,83,"Malawi"
"66","Raoultibacter","mother",288,20.8,0.008,83,0,0,8.80321179615258e-08,4.4854460104206e-07,3.56577635628674e-05,7.01126363614806e-05,122,"India"
"67","Fusicatenibacter","mother",288,82.3,0.159,83,84.3,0.041,0.743318548933679,0.791393877969191,1.40952371214687e-07,4.90065659276695e-07,37,"India"
"68","Streptococcus","mother",288,96.5,1.63,83,86.7,0.733,0.00188559713782633,0.00384302654756986,2.07174763378867e-07,7.06266788173596e-07,58,"India"
"69","Sneathia","mother",288,0,0,83,12,0.01,2.01920091028966e-07,1.00490463907439e-06,0.551700974121744,0.591907948899829,196,"Malawi"
"70","unassigned_Coriobacteriales_Incertae_Sedis","mother",288,41.7,0.027,83,12,0.002,2.10815448434692e-07,1.02532968102328e-06,3.02879151132627e-06,7.91645129029724e-06,116,"India"
"71","Howardella","mother",288,51.4,0.031,83,33.7,0.005,0.00587138495877117,0.0107382625760718,3.35114717838123e-07,1.04180428525212e-06,52,"India"
"72","Family_XIII_UCG-001","mother",288,58.7,0.028,83,88,0.037,2.28305261491013e-07,1.08571835464615e-06,3.38552364316979e-05,8.31549630922187e-05,125,"Malawi"
"73","unassigned_Desulfovibrionaceae","mother",288,5.2,0.002,83,26.5,0.007,2.50186803233863e-07,1.16391251939232e-06,0.130190026880662,0.158233952052221,157,"Malawi"
"74","Enterobacter","mother",288,59.4,0.205,83,30.1,0.059,3.01186916338202e-06,1.19359259437732e-05,5.03112120292474e-07,1.56017713616428e-06,65,"India"
"75","Paraprevotella","mother",288,35.4,0.059,83,8.4,0.004,4.92874945484081e-07,2.19740079861653e-06,2.58483966167231e-06,6.65950830623579e-06,96,"India"
"76","Escherichia/Shigella","mother",288,99,7.169,83,98.8,1.965,1,1,7.63431627556612e-07,2.42052079653309e-06,51,"India"
"77","unassigned_Saccharimonadaceae","mother",288,36.5,0.007,83,10.8,0.001,3.14351141998348e-06,1.22311171613903e-05,9.22110970694285e-07,2.43445433644545e-06,112,"India"
"78","unassigned_Lachnospiraceae","mother",288,96.2,2.351,83,97.6,1.18,0.740856601643399,0.791393877969191,1.17322744231722e-06,3.56114742858042e-06,30,"India"
"79","Sphingobium","mother",288,0,0,83,10.8,0.002,9.87771256114675e-07,4.31393977160287e-06,0.545263066266911,0.588061902326949,199,"Malawi"
"80","Holdemanella","mother",288,80.6,0.954,83,84.3,0.212,0.522778796036604,0.567891687065144,1.66620116653544e-06,4.94543896973032e-06,48,"India"
"81","Solobacterium","mother",288,46.2,0.095,83,75.9,0.07,1.57527137339084e-06,6.60996223344391e-06,0.0178106637284403,0.028008160668165,87,"India"
"82","Family_XIII_AD3011_group","mother",288,83,0.154,83,81.9,0.054,0.869196446045095,0.907356290017806,2.4251230956813e-06,6.96989038846052e-06,67,"India"
"83","unassigned_Prevotellaceae","mother",288,52.8,0.328,83,74.7,1.085,0.00038345335776415,0.000922011444511551,2.50151993313291e-06,7.10491118388352e-06,79,"Malawi"
"84","Ruminococcaceae_NK4A214_group","mother",288,83.7,0.312,83,92.8,0.621,0.0486441890304475,0.0703368679224038,2.60994053129794e-06,7.55511454802853e-06,60,"Malawi"
"85","Erysipelotrichaceae_UCG-004","mother",288,0.7,0,83,13.3,0.008,2.12366950026042e-06,8.73971678953326e-06,0.496755422622717,0.538493855093167,182,"Malawi"
"86","Haemophilus","mother",288,58.3,0.14,83,85.5,0.169,2.21096958015352e-06,8.9273111349595e-06,1.43194229529568e-05,3.72323609955485e-05,82,"Malawi"
"87","Ruminococcaceae_UCG-002","mother",288,89.2,2.312,83,95.2,3.334,0.134900280681283,0.170300838908055,3.63552041024325e-06,1.02772713084401e-05,73,"Malawi"
"88","Campylobacter","mother",288,2.1,0.001,83,16.9,0.059,3.69120904868872e-06,1.41056917217748e-05,0.541293675054126,0.582036993457982,136,"Malawi"
"89","Parabacteroides","mother",288,85.1,0.335,83,96.4,0.707,0.00416352481029448,0.00781573955616683,6.78960865425676e-06,1.83983783955208e-05,45,"Malawi"
"90","Anaerovibrio","mother",288,6.2,0.007,83,25.3,0.117,5.10166039093596e-06,1.88233676493155e-05,0.197034558050679,0.231015329398841,138,"Malawi"
"91","unassigned_Peptococcaceae","mother",288,39.9,0.017,83,68.7,0.013,5.27833302968503e-06,1.91451401415694e-05,0.00164146336325253,0.00307498925813473,129,"India"
"92","unassigned_Erysipelotrichaceae","mother",288,24.7,0.02,83,51.8,0.152,5.92238521646042e-06,2.11231739387088e-05,0.000333890309363264,0.000656322759511768,88,"Malawi"
"93","CAG-56","mother",288,41.7,0.029,83,69.9,0.048,6.08112276352529e-06,2.1333774940892e-05,0.000161211566342933,0.000359302054599441,135,"Malawi"
"94","unassigned_vadinBE97","mother",288,17.4,0.01,83,42.2,0.036,6.37563580773233e-06,2.20062268202374e-05,0.00329652735814197,0.0055494925980938,143,"Malawi"
"95","Pseudomonas","mother",288,1,0,83,13.3,0.005,8.09019727063364e-06,2.70515971236812e-05,0.55783111499032,0.601299547673094,141,"Malawi"
"96","CAG-352","mother",288,6.6,0.008,83,25.3,0.089,8.84989663809925e-06,2.91365827777421e-05,0.274860517702622,0.317850083031055,167,"Malawi"
"97","Victivallis","mother",288,1.7,0,83,14.5,0.008,1.83960179649146e-05,5.87574305148018e-05,0.445337510024157,0.488614030317364,178,"Malawi"
"98","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","mother",288,0,0,83,8.4,0.001,2.28975774759551e-05,7.10156750703535e-05,0.502320144218084,0.547598570627254,206,"Malawi"
"99","Sphingomonas","mother",288,0,0,83,8.4,0.001,2.28975774759551e-05,7.10156750703535e-05,0.434845209841293,0.47980721558851,202,"Malawi"
"100","unassigned_Mollicutes_RF39","mother",288,63.2,0.471,83,86.7,0.37,2.65130483184153e-05,8.10541762877267e-05,0.00387441089807632,0.00691952058369422,102,"India"
"101","Lactococcus","mother",288,31.6,0.021,83,9.6,0.002,3.3950149504376e-05,0.000102328619632908,6.17703971867642e-05,0.000130921474783372,176,"India"
"102","unassigned_Clostridiales","mother",288,26.4,0.014,83,50.6,0.05,5.22442414129482e-05,0.000155281495310707,0.00205206725152546,0.00372241079472923,123,"Malawi"
"103","Odoribacter","mother",288,51.4,0.033,83,71.1,0.075,0.00164212559412488,0.00337898920329543,6.61272152172572e-05,0.000157716194386923,126,"Malawi"
"104","Subdoligranulum","mother",288,96.2,1.886,83,96.4,1.114,1,1,7.78935612634143e-05,0.00018561990686522,50,"India"
"105","Candidatus_Soleaferrea","mother",288,21.5,0.015,83,44.6,0.05,6.44707055542512e-05,0.000188996314912462,0.00607949674342093,0.00970858003944955,146,"Malawi"
"106","Ruminococcaceae_UCG-008","mother",288,48.3,0.061,83,32.5,0.019,0.0122323633595608,0.0207756012614763,9.24938322302651e-05,0.000201865886558421,107,"India"
"107","Acidaminococcus","mother",288,18.4,0.118,83,2.4,0.014,7.82859841827507e-05,0.000223376008201449,0.000532363034307871,0.000994572319646419,163,"India"
"108","Sarcina","mother",288,10.4,0.013,83,28.9,0.046,7.78614969938811e-05,0.000223376008201449,0.250563410759843,0.292237081762212,89,"Malawi"
"109","Coriobacteriaceae_UCG-003","mother",288,7.3,0.046,83,24.1,0.031,8.09820588448633e-05,0.000228028428852641,0.368266021016723,0.411877752169416,145,"India"
"110","Coprococcus_2","mother",288,73.6,0.318,83,92.8,0.39,8.31689626900426e-05,0.000231144909294404,0.000837125658912701,0.00171956415841047,90,"Malawi"
"111","Parvibacter","mother",288,12.5,0.005,83,0,0,8.90834053907907e-05,0.000244408317354221,0.00146395644956282,0.00251349041398658,184,"India"
"112","Butyricimonas","mother",288,20.8,0.008,83,43.4,0.04,9.66740997322832e-05,0.00026187667522416,0.0175415321111479,0.0264507802153419,114,"Malawi"
"113","Shewanella","mother",288,0,0,83,7.2,0.021,0.000108540464658748,0.000290345742962151,0.409908688287264,0.453187574191058,212,"Malawi"
"114","Prevotella_1","mother",288,0.3,0,83,8.4,0.101,0.000149714929650476,0.000390719450551242,0.479829595581704,0.523610686369182,207,"Malawi"
"115","Stenotrophomonas","mother",288,0.3,0,83,8.4,0.006,0.000149714929650476,0.000390719450551242,0.537767028284838,0.581018437115579,213,"Malawi"
"116","Intestinimonas","mother",288,79.9,0.194,83,94,0.063,0.00155033483847018,0.00326517334363642,0.000175935573228678,0.000398553175520883,41,"India"
"117","Prevotella","mother",288,9.4,0.001,83,26.5,0.015,0.00015810534316328,0.000407645101649903,0.339797824170761,0.385458478102308,77,"Malawi"
"118","Lachnospiraceae_UCG-008","mother",288,28.8,0.005,83,9.6,0.003,0.000244245047136417,0.000614922824555215,0.000215372991827378,0.000439942492752471,139,"India"
"119","Clostridium_sensu_stricto_1","mother",288,78.5,0.812,83,95.2,0.363,0.000255250746321307,0.000635158833869298,0.59948980835484,0.654247437268148,75,"India"
"120","unassigned_Christensenellaceae","mother",288,17.7,0.002,83,37.3,0.008,0.00027960590628839,0.000687766252249603,0.0755254103211222,0.099010786749262,128,"Malawi"
"121","Turicibacter","mother",288,68.4,0.318,83,68.7,0.066,1,1,0.000411948021115297,0.000880450635140313,56,"India"
"122","Treponema_2","mother",288,6.2,0.113,83,20.5,1.217,0.000373073981580291,0.000907248091570254,0.445488531079916,0.490784930591572,166,"Malawi"
"123","Prevotellaceae_UCG-001","mother",288,0,0,83,6,0.023,0.000509305257244896,0.0011977068686858,0.370492395704389,0.416317489013845,211,"Malawi"
"124","Shuttleworthia","mother",288,11.5,0.003,83,27.7,0.007,0.000736255245705353,0.00167615555937176,0.317230086564908,0.360614559881891,179,"Malawi"
"125","Eggerthella","mother",288,21.2,0.021,83,6,0,0.000964088377481647,0.00217173592401129,0.00216818002369274,0.00368812278725649,165,"India"
"126","Coprococcus_3","mother",288,88.5,0.256,83,96.4,0.127,0.0347547007646051,0.0527482692455709,0.0011613806225608,0.00231057124026863,74,"India"
"127","Gordonibacter","mother",288,19.1,0.007,83,4.8,0.001,0.00103665642304491,0.00231087994303761,0.00663151942429598,0.0102242192940153,180,"India"
"128","Desulfovibrio","mother",288,52.1,0.197,83,72.3,0.148,0.00106342154224719,0.00234610525815358,0.0173169267320125,0.027242281706869,111,"India"
"129","Scardovia","mother",288,13.2,0.001,83,2.4,0,0.00410267470016188,0.00776966713128003,0.00151222259482263,0.00234827377669277,186,"India"
"130","Pediococcus","mother",288,12.5,0.003,83,1.2,0,0.00131544864008504,0.00284349504018382,0.0042766405013253,0.00675294110871679,205,"India"
"131","Intestinibacter","mother",288,80.6,0.213,83,86.7,0.085,0.256548378144252,0.304673391569959,0.00163116048304598,0.00314957057992694,92,"India"
"132","Romboutsia","mother",288,74.3,0.65,83,90.4,0.23,0.00148149767927364,0.00317040503364559,0.206750222928889,0.259965794802074,72,"India"
"133","Bilophila","mother",288,66.3,0.065,83,84.3,0.065,0.00157155539436706,0.00326517334363642,0.0247555356952022,0.0381571173547882,105,"India"
"134","Elusimicrobium","mother",288,13.9,0.042,83,30.1,0.128,0.00156794464280995,0.00326517334363642,0.217934131630225,0.259550662999411,147,"Malawi"
"135","Dialister","mother",288,89.6,4.677,83,75.9,3.426,0.00295809001058731,0.00570779776024161,0.00210088499046797,0.00398503291066913,55,"India"
"136","DNF00809","mother",288,32.3,0.052,83,16.9,0.005,0.00592109805596482,0.0107382625760718,0.00255792635563424,0.00445340434604645,144,"India"
"137","Ruminococcus_2","mother",288,82.3,1.847,83,95.2,2.574,0.00256673112511725,0.00518189113938765,0.00257168557899723,0.00480202683463653,84,"Malawi"
"138","unassigned_Atopobiaceae","mother",288,16.7,0.051,83,32.5,0.015,0.0028912079028955,0.00567631643320767,0.547029016363162,0.594001812905944,142,"India"
"139","Prevotella_6","mother",288,3.1,0,83,12,0.004,0.00298725864087411,0.00570779776024161,0.551214140100415,0.590983218069067,185,"Malawi"
"140","unassigned_WCHB1-41","mother",288,3.1,0.002,83,12,0.073,0.00298725864087411,0.00570779776024161,0.549666256438223,0.593730139951252,198,"Malawi"
"141","Megamonas","mother",288,26.7,1.284,83,14.5,0.562,0.0200970052653092,0.0325815085361831,0.00370041527069196,0.00628276647501447,132,"India"
"142","Agathobacter","mother",288,91.3,2.127,83,95.2,2.622,0.353202336522748,0.404199465325497,0.00458765695724123,0.00809600498763194,86,"Malawi"
"143","Coprococcus_1","mother",288,86.1,0.094,83,94,0.045,0.0570731896649469,0.0803530433440699,0.00505829984279314,0.00879503456980532,81,"India"
"144","Gardnerella","mother",288,1,0,83,7.2,0.001,0.00501978074042958,0.00934115720392982,0.290344885369103,0.329159933921404,130,"Malawi"
"145","Rikenellaceae_RC9_gut_group","mother",288,41.3,0.335,83,59,0.613,0.00572035678725481,0.0105530720040735,0.00597628855962145,0.0101366174538366,121,"Malawi"
"146","Adlercreutzia","mother",288,24,0.053,83,13.3,0.002,0.0480038332773264,0.0698831314377404,0.00660246043228506,0.0104342499404655,150,"India"
"147","Staphylococcus","mother",288,12.8,0.039,83,3.6,0.08,0.0152886052149379,0.0257619017007615,0.00686879336786818,0.0105456212907789,104,"Malawi"
"148","Holdemania","mother",288,25.3,0.004,83,14.5,0.002,0.0386194830914782,0.0573928429276134,0.00694889387739561,0.0109906718995902,177,"India"
"149","Anaerostipes","mother",288,86.1,0.232,83,83.1,0.158,0.484158742910263,0.536839227890136,0.00650747739962743,0.0111470451383001,91,"India"
"150","Parasutterella","mother",288,19.1,0.028,83,33.7,0.044,0.00689084252884427,0.012391935303972,0.260524973217237,0.306515583712634,155,"Malawi"
"151","Granulicatella","mother",288,39.9,0.014,83,26.5,0.003,0.028268606236199,0.0435214513276732,0.00781944378614156,0.0124828265161699,117,"India"
"152","Ruminococcaceae_UCG-004","mother",288,15.3,0.063,83,4.8,0.001,0.00955775132842678,0.0166289332055555,0.0088421853063753,0.0134181500810211,175,"India"
"153","Caproiciproducens","mother",288,30.6,0.011,83,47,0.063,0.00833990419057044,0.0148728291398506,0.0342770931856678,0.0497969689991019,113,"Malawi"
"154","Lachnospiraceae_NK3A20_group","mother",288,12.8,0.033,83,25.3,0.121,0.00944256197319062,0.0165631824775639,0.575067991137245,0.616621282536552,174,"Malawi"
"155","Porphyromonas","mother",288,5.9,0.001,83,15.7,0.009,0.00989997925728932,0.0170854480730638,0.605844283046691,0.649097812290723,153,"Malawi"
"156","Eubacterium","mother",288,6.9,0.003,83,0,0,0.010288296869974,0.0176135642413955,0.0212096474523398,0.0288841757471888,210,"India"
"157","Mogibacterium","mother",288,22.2,0.045,83,14.5,0.002,0.16397880767003,0.204020144426665,0.0119901440053729,0.0179863679924602,148,"India"
"158","unassigned_Saccharimonadales","mother",288,13.2,0.149,83,7.2,0.001,0.177461331938461,0.218257040430061,0.012566754209116,0.0182799018674335,120,"India"
"159","Peptostreptococcus","mother",288,15.6,0.002,83,6,0.001,0.0274122642229245,0.0431340039978371,0.0176606918228372,0.0245214532217743,187,"India"
"160","Leuconostoc","mother",288,11.1,0.001,83,3.6,0,0.0525693362814636,0.0749989197615547,0.0209456688733568,0.0279364620581935,190,"India"
"161","Selenomonas","mother",288,5.9,0.051,83,0,0,0.0168230283681109,0.0281260005529354,0.0247339246952237,0.0338669107064195,173,"India"
"162","Flavonifractor","mother",288,48.6,0.032,83,63.9,0.015,0.0176080882427374,0.0292103169298125,0.39506257542961,0.452144406206032,110,"India"
"163","Prevotellaceae_NK3B31_group","mother",288,20.5,0.018,83,33.7,0.12,0.018023720519281,0.0296698168548164,0.233181833011941,0.278040115494586,127,"Malawi"
"164","Chryseobacterium","mother",288,1.7,0.001,83,7.2,0.036,0.0186012441404693,0.0303867652371025,0.397226901974974,0.441530472020429,156,"Malawi"
"165","Comamonas","mother",288,20.8,0.129,83,12,0.079,0.0804421673460948,0.108923382341274,0.0237757443326816,0.0332646960006729,158,"India"
"166","Kocuria","mother",288,7.3,0.001,83,1.2,0,0.0360753527839024,0.0543670809560219,0.025304293343858,0.0355299669270623,183,"India"
"167","Ruminococcaceae_UCG-013","mother",288,79.5,0.348,83,90.4,0.212,0.0234539067934882,0.0377099566004298,0.786643055290375,0.820319425928677,98,"India"
"168","Terrisporobacter","mother",288,62.2,0.148,83,75.9,0.048,0.025748525815466,0.040816181663035,0.185834383807664,0.235366379882248,109,"India"
"169","Bacteroides","mother",288,94.4,2.695,83,100,2.909,0.027980655166838,0.0434977917110164,0.0772614953334905,0.10791158143306,66,"Malawi"
