"","taxonomy","sample","group1_n","group1_prev","mean_rabund_country1","group2_n","group2_prev","mean_rabund_country2","fisher_p","fisher_padj","wi.ep","wi.eBH","rf_rank","enriched"
"61","Enterobacter","mother",288,59.4,0.205,57,17.5,0.808,4.67926061177525e-09,2.27582220663614e-08,5.90421653536765e-05,0.000136112240399624,62,"UK"
"62","Akkermansia","mother",288,31.6,0.585,57,68.4,2.198,3.685165340669e-07,1.4604173757466e-06,6.27123509163497e-09,2.62145698018842e-08,89,"UK"
"63","Allisonella","mother",288,47.9,0.03,57,8.8,0.004,6.53049947711428e-09,3.10561530689435e-08,4.19379584424366e-05,9.8990258462065e-05,72,"India"
"64","Ruminococcaceae_UCG-004","mother",288,15.3,0.062,57,52.6,0.037,7.8713032442153e-09,3.66186716143929e-08,9.74199892294688e-06,2.52657901862502e-05,88,"India"
"65","unassigned_Christensenellaceae","mother",288,17.7,0.002,57,50.9,0.019,4.74005790120809e-07,1.77960068571672e-06,1.80761666292721e-08,6.68250667058055e-08,84,"UK"
"66","Adlercreutzia","mother",288,24,0.053,57,63.2,0.038,2.23623081266993e-08,1.01819871044971e-07,2.34045925352435e-06,6.60056305819891e-06,79,"India"
"67","unassigned_DTU014","mother",288,0,0,57,15.8,0.008,5.23790294016779e-08,2.33523172749147e-07,0.00379019200912071,0.00581424587670081,185,"UK"
"68","Salmonella","mother",288,27.8,0.076,57,0,0,7.39180928895291e-08,3.19170970579614e-07,0.0290741165887873,0.0446140907554869,67,"India"
"69","Subdoligranulum","mother",288,96.2,1.884,57,94.7,3.106,0.71056814474266,0.752780113737274,1.08594388646662e-07,4.12580587122863e-07,57,"UK"
"70","Lachnospiraceae_NK4A136_group","mother",288,89.2,0.542,57,86,1.702,0.4928569691058,0.552206237636865,1.15098995628079e-07,4.35181389315481e-07,74,"UK"
"71","Rikenellaceae_RC9_gut_group","mother",288,41.3,0.335,57,7,0.128,1.09558251156301e-07,4.59715014655852e-07,0.000468016632686885,0.000950787398182401,104,"India"
"72","Erysipelotrichaceae_UCG-003","mother",288,39.6,0.097,57,75.4,0.041,8.49642961636555e-07,3.13488954810729e-06,2.27866552207267e-07,7.89453722170809e-07,68,"India"
"73","Lachnospiraceae_UCG-004","mother",288,47.2,0.03,57,71.9,0.096,0.000765000033055059,0.00190360473341608,3.68870867382254e-07,1.15664383328768e-06,102,"UK"
"74","Ruminiclostridium_1","mother",288,0,0,57,14,0.009,3.60239447109499e-07,1.4604173757466e-06,0.0340302972055045,0.0482521869863976,161,"UK"
"75","Turicibacter","mother",288,68.4,0.318,57,31.6,0.01,3.685165340669e-07,1.4604173757466e-06,5.66558417977459e-07,1.90088830138796e-06,47,"India"
"76","Howardella","mother",288,51.4,0.031,57,15.8,0.007,4.0721475953492e-07,1.58443560982678e-06,9.4235197966944e-05,0.00021809095919261,97,"India"
"77","Ruminococcaceae_UCG-002","mother",288,89.2,2.312,57,80.7,4.49,0.0786457123754241,0.113717448975275,2.78570639609277e-06,8.65644548944269e-06,86,"UK"
"78","Prevotella_7","mother",288,44.4,0.661,57,12.3,0.046,2.4273748335321e-06,8.80437651484523e-06,0.000565674518138874,0.00118164610913141,85,"India"
"79","Phascolarctobacterium","mother",288,41,0.314,57,61.4,2.491,0.00546165978020258,0.0106254108451214,3.53999808263528e-06,1.01826388724586e-05,48,"UK"
"80","Mogibacterium","mother",288,22.2,0.045,57,0,0,3.32639796663779e-06,1.16696584403359e-05,0.0810368023438553,0.113216179204101,154,"India"
"81","Terrisporobacter","mother",288,62.2,0.148,57,28.1,0.007,3.51967231774052e-06,1.21485463870399e-05,6.3891995237986e-06,1.77197594036919e-05,55,"India"
"82","Clostridium_sensu_stricto_1","mother",288,78.5,0.812,57,66.7,0.068,0.0611075696352999,0.0914476916220572,4.38484429341279e-06,1.31010859389861e-05,40,"India"
"83","unassigned_Bacteroidales","mother",288,26,0.078,57,1.8,0.001,5.69860383518458e-06,1.90547065738985e-05,0.0266009013631066,0.0415177153817493,135,"India"
"84","Oribacterium","mother",288,21.9,0.051,57,0,0,5.93231707217208e-06,1.92434778950637e-05,0.0894105321223527,0.121935253230349,111,"India"
"85","Tyzzerella_3","mother",288,3.5,0.009,57,22.8,0.012,5.934904397543e-06,1.92434778950637e-05,0.0143312214492836,0.0207441373104266,126,"UK"
"86","Corynebacterium","mother",288,21.2,0.006,57,0,0,6.25298067368564e-06,1.99722069278914e-05,0.136764633286098,0.182179027816331,136,"India"
"87","Ruminococcaceae_UCG-005","mother",288,86.8,0.539,57,82.5,1.003,0.403084251306964,0.461283581709574,8.75254125472553e-06,2.51413893945507e-05,112,"UK"
"88","Raoultibacter","mother",288,20.8,0.008,57,0,0,1.06337255307694e-05,3.29799603418066e-05,0.171112714465985,0.222368021832576,117,"India"
"89","Prevotellaceae_NK3B31_group","mother",288,20.5,0.018,57,0,0,1.07904793881295e-05,3.29880369865672e-05,0.0912403747994893,0.122781119130983,148,"India"
"90","Ruminococcus_1","mother",288,84.4,0.263,57,80.7,0.663,0.55487410118012,0.608938757192542,1.51807696275601e-05,4.17078825796221e-05,114,"UK"
"91","Erysipelatoclostridium","mother",288,15.3,0.011,57,42.1,0.012,1.5892457019995e-05,4.79012084828017e-05,0.000193354736636774,0.000407632130545906,77,"UK"
"92","Sutterella","mother",288,60.1,0.045,57,64.9,0.507,0.553861654804597,0.608938757192542,2.02726896509321e-05,5.28983796416726e-05,59,"UK"
"93","Butyricimonas","mother",288,20.8,0.008,57,47.4,0.09,8.3142860061427e-05,0.000237234294041938,2.21527569807116e-05,5.41407242887164e-05,94,"UK"
"94","Megamonas","mother",288,26.7,1.284,57,3.5,0.003,2.45943194946479e-05,7.30997829424257e-05,0.062420181967467,0.0912815115889767,75,"India"
"95","Coprococcus_1","mother",288,86.1,0.094,57,66.7,0.021,0.000883545505622344,0.00217331882992163,3.99340787635959e-05,0.000101482451174283,51,"India"
"96","Dialister","mother",288,89.6,4.677,57,66.7,5.353,3.74364326929698e-05,0.000109745158853364,0.910769237333426,0.93548261537432,95,"UK"
"97","Lachnospiraceae_UCG-008","mother",288,28.8,0.005,57,5.3,0,4.47044355905797e-05,0.000129280394816001,0.0256511615019032,0.038979122367921,167,"India"
"98","Ruminococcaceae_UCG-014","mother",288,66,0.682,57,70.2,4.108,0.644941707045808,0.697058208625267,5.55664596501968e-05,0.000138814689556495,93,"UK"
"99","Ruminococcaceae_UCG-013","mother",288,79.5,0.348,57,89.5,0.303,0.095070341879374,0.13211073481939,6.79743570382469e-05,0.000168972714124567,82,"India"
"100","unassigned_Ruminococcaceae","mother",288,88.9,1.979,57,91.2,2.707,0.814818481115597,0.842372729269264,7.14520345988494e-05,0.000176757083808609,80,"UK"
"101","Ruminiclostridium_6","mother",288,52.4,0.075,57,66.7,0.258,0.0581527095038598,0.0888905702416142,9.75151048869246e-05,0.000232179755067114,122,"UK"
"102","Candidatus_Soleaferrea","mother",288,21.5,0.015,57,1.8,0.01,0.000104589316420051,0.000294148140337727,0.117184117109847,0.1560627727998,165,"India"
"103","Enorma","mother",288,0,0,57,8.8,0.002,0.000105838349560771,0.000294148140337727,0.0645494031539276,0.0911883370497383,194,"UK"
"104","Comamonas","mother",288,20.8,0.129,57,1.8,0,0.00010756361138931,0.000295110420991183,0.173066411061888,0.220827410070983,132,"India"
"105","unassigned_Atopobiaceae","mother",288,16.7,0.051,57,0,0,0.000109677290296904,0.00029710050789288,0.254169305649121,0.309362881875231,197,"India"
"106","Lachnospiraceae_UCG-001","mother",288,34,0.018,57,52.6,0.033,0.0104521459442126,0.0191176002740298,0.000248977525403127,0.000547524929680282,153,"UK"
"107","Intestinibacter","mother",288,80.6,0.213,57,61.4,0.033,0.00288597797327989,0.006054894963548,0.000320952774855832,0.000732204590165123,71,"India"
"108","Peptostreptococcus","mother",288,15.6,0.002,57,0,0,0.000326942608177244,0.000853240465243051,0.265680350803538,0.327355384605804,129,"India"
"109","Christensenellaceae_R-7_group","mother",288,88.2,0.74,57,84.2,1.921,0.38596296096835,0.444064912081865,0.000457854526637539,0.00103219394258447,69,"UK"
"110","Holdemania","mother",288,25.3,0.004,57,47.4,0.016,0.00130008788357795,0.0030913200787298,0.000512378125208963,0.00105120246777662,133,"UK"
"111","Ruminococcaceae_UCG-009","mother",288,32.3,0.035,57,52.6,0.039,0.00412047858367421,0.00839792778005982,0.000646985575500388,0.00133687504645527,150,"UK"
"112","Escherichia/Shigella","mother",288,99,7.169,57,91.2,3.582,0.00394037959659542,0.00810808878530211,0.000727990002373516,0.00159564273739354,38,"India"
"113","Eggerthella","mother",288,21.2,0.021,57,43.9,0.01,0.000660831361970742,0.0016835465650207,0.0032599016909289,0.00599780990000545,100,"India"
"114","Succiniclasticum","mother",288,0,0,57,7,0.518,0.000680959947174016,0.00171441680817929,0.153054906938512,0.19195219036377,186,"UK"
"115","unassigned_Flavobacteriales","mother",288,1,0,57,10.5,0.02,0.000898856301358286,0.00218585509648492,0.0842434892867394,0.113233847696683,196,"UK"
"116","Elusimicrobium","mother",288,13.9,0.042,57,0,0,0.000961959241522047,0.00231302559197436,0.311970886598209,0.374918839906965,181,"India"
"117","Romboutsia","mother",288,74.3,0.65,57,75.4,0.046,1,1,0.00124821363612215,0.00263771240866574,45,"India"
"118","Streptococcus","mother",288,96.5,1.63,57,91.2,0.135,0.0824763019288534,0.118455896730031,0.0013664209954341,0.00287373961849742,39,"India"
"119","Erysipelotrichaceae_UCG-006","mother",288,12.8,0.013,57,0,0,0.00157880746209855,0.00355647154620094,0.441124810802948,0.50704000499151,187,"India"
"120","FD2005","mother",288,12.5,0.009,57,0,0,0.00154997065689489,0.00355647154620094,0.40384686551968,0.467311810787307,184,"India"
"121","Lachnospiraceae_NK3A20_group","mother",288,12.8,0.033,57,0,0,0.00157880746209855,0.00355647154620094,0.365516382538152,0.434402941673716,202,"India"
"122","Parvibacter","mother",288,12.5,0.005,57,0,0,0.00154997065689489,0.00355647154620094,0.398193599237421,0.460705930245488,180,"India"
"123","Pediococcus","mother",288,12.5,0.003,57,0,0,0.00154997065689489,0.00355647154620094,0.469437432754055,0.539786112247635,157,"India"
"124","Veillonella","mother",288,61.8,0.549,57,73.7,0.14,0.0983294429811997,0.134887825628056,0.00245919615268993,0.00497891188839387,87,"India"
"125","Desulfovibrio","mother",288,52.1,0.197,57,29.8,0.315,0.00226286670966282,0.00499230387492622,0.1753148184737,0.239245472393571,121,"UK"
"126","Lactococcus","mother",288,31.6,0.021,57,12.3,0.004,0.00225374818335262,0.00499230387492622,0.128186739338018,0.174561611828103,119,"India"
"127","Prevotella_6","mother",288,3.1,0,57,14,0.002,0.00251179649799744,0.00548494337317808,0.0969147944324914,0.127666885914805,182,"UK"
"128","unassigned_Peptococcaceae","mother",288,39.9,0.017,57,19.3,0.016,0.00263957566037291,0.00564869191319802,0.0599446189372491,0.0906058212848005,179,"India"
"129","Lachnoclostridium_12","mother",288,12.2,0.009,57,0,0,0.00274877663292246,0.00582414058856838,0.470056986591376,0.538885976071664,168,"India"
"130","Ruminococcaceae_NK4A214_group","mother",288,83.7,0.312,57,73.7,0.532,0.0884502965556721,0.123714793875254,0.00304029257943538,0.00610448730172057,118,"UK"
"131","Victivallis","mother",288,1.7,0,57,10.5,0.002,0.00375368908089895,0.00779892682827548,0.0719289035812962,0.0987638679796418,170,"UK"
"132","Caldicoprobacter","mother",288,0,0,57,5.3,0.005,0.0043127463321021,0.00862549266420421,0.187351429166495,0.236343044648045,214,"UK"
"133","unassigned_Puniceicoccaceae","mother",288,0,0,57,5.3,0.004,0.0043127463321021,0.00862549266420421,0.189093404694599,0.236782721732864,212,"UK"
"134","Leuconostoc","mother",288,11.1,0.001,57,0,0,0.00444366419590007,0.00872425814607904,0.515939300644693,0.588215067102118,147,"India"
"135","Prevotellaceae_UCG-003","mother",288,11.1,0.03,57,0,0,0.00444366419590007,0.00872425814607904,0.425060866971989,0.494449023454676,209,"India"
"136","Caproiciproducens","mother",288,30.6,0.011,57,36.8,0.018,0.353462324164407,0.413338455580236,0.00632227366509267,0.0115868651024218,156,"UK"
"137","Roseburia","mother",288,90.3,0.717,57,89.5,0.552,0.809972121312503,0.841427349324639,0.00606469920622464,0.0117307031874834,92,"India"
"138","Sarcina","mother",288,10.4,0.013,57,0,0,0.00764603788170777,0.0146093938096916,0.532148463624146,0.600135698820151,206,"India"
"139","Tyzzerella_4","mother",288,10.4,0.028,57,24.6,0.045,0.00761226849365867,0.0146093938096916,0.0293338591281292,0.0442580943425663,125,"UK"
"140","Tyzzerella","mother",288,0.7,0,57,7,0.042,0.00783614923512703,0.0148401410293556,0.236744026227655,0.293093131217794,191,"UK"
"141","Sellimonas","mother",288,5.2,0.003,57,15.8,0.006,0.00856164765525966,0.0160718648967155,0.139545718512764,0.17976869197924,127,"UK"
"142","GCA-900066225","mother",288,38.9,0.011,57,49.1,0.032,0.183802465866573,0.245835798096542,0.00918543873562867,0.016447871625372,141,"UK"
"143","Staphylococcus","mother",288,12.8,0.039,57,1.8,0.001,0.0101524862203096,0.0187295866478124,0.583707822177117,0.648874984574105,120,"India"
"144","unassigned_Clostridiales","mother",288,26.4,0.014,57,10.5,0.008,0.010071707162796,0.0187295866478124,0.280728552356951,0.344495912003113,175,"India"
"145","unassigned_Enterobacteriaceae","mother",288,19.1,0.018,57,5.3,0.002,0.0105898208837879,0.0192052683824627,0.51901938215506,0.588008031973403,110,"India"
"146","Coprobacillus","mother",288,3.5,0.011,57,12.3,0.002,0.0118426919633321,0.0212969418500258,0.0261735553744798,0.0385456408483426,205,"India"
"147","unassigned_Clostridiales_vadinBB60_group","mother",288,51.4,0.039,57,33.3,0.054,0.0138054801181042,0.0246197728772859,0.347088963077421,0.425836226771454,166,"UK"
"148","Ruminococcaceae_UCG-011","mother",288,0.3,0,57,5.3,0.004,0.0152081054868864,0.0266765129032269,0.187517738114279,0.2325786339229,208,"UK"
"149","Granulicatella","mother",288,39.9,0.014,57,22.8,0.005,0.0161004678626445,0.0280121961187474,0.584152209845773,0.656605994334959,81,"India"
"150","Peptococcus","mother",288,15.3,0.077,57,3.5,0.002,0.0172205997833231,0.0297194222067028,0.430992194292214,0.50298696593001,169,"India"
"151","unassigned_Mollicutes_RF39","mother",288,63.2,0.471,57,45.6,0.805,0.0173679506593064,0.0297339315287326,0.458921002019388,0.553128777790562,131,"UK"
"152","Cronobacter","mother",288,8.3,0.009,57,0,0,0.0196626207734139,0.0331322901221306,0.52030455350852,0.594693033621862,158,"India"
"153","Paraprevotella","mother",288,35.4,0.058,57,19.3,0.335,0.0201070427035766,0.0336164620200421,0.376484762296241,0.451998145762093,113,"UK"
"154","Campylobacter","mother",288,2.1,0.001,57,8.8,0,0.0216707094242677,0.0359498590449091,0.186667854156519,0.230351974420636,192,"India"
"155","Intestinimonas","mother",288,79.9,0.194,57,87.7,0.141,0.196713708575629,0.259856380464102,0.025306731715865,0.043951450840815,106,"India"
"156","DNF00809","mother",288,32.3,0.052,57,17.5,0.004,0.026886888033388,0.0442599541472695,0.200475684331177,0.262327963592266,162,"India"
