"","tax_id","mean","sd","taxonomy","group1_country","group1_present","group1_n","group1_prev","group1_mean","group1_sd","group2_country","group2_present","group2_n","group2_prev","group2_mean","group2_sd","fisher_p","fisher_padj","prev_diff","enriched_group1","rf_rank","rf_top20","fisher_col","rab.all","rab.win.Malawi","rab.win.UK","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","mean_rabund_country1","mean_rabund_country2","mean_rabund_diff","crossval_median","crossval_quartile_1","crossval_quartile_3"
"11","Anaerococcus",0.00461213388923308,0.0158434909845001,"Anaerococcus","Malawi",6,83,7.2,0,0,"UK",1,57,1.8,0,0,0.24049621218453,0.3016628788673,5.4,TRUE,165,0,"ns",-3.41301346618257,-3.83239867912543,-2.77845113147929,1.02338676642555,4.76024669579199,0.190472558272013,0.4014798581367,0.216667421694191,0.269269307570328,0.142201267125867,0.185427903782334,0,0,0,0.95,0.9,1
"12","Anaeroplasma",0.0480612703729983,0.0945576856245579,"Anaeroplasma","Malawi",46,83,55.4,0,0.1,"UK",3,57,5.3,0,0,1.64947086330883e-10,1.43174070935207e-09,50.1,TRUE,44,0,"3",-1.14269813806072,0.493644670221298,-2.80193023769949,-3.52450599034275,5.51148158410672,-0.560577380565695,0.256782682180347,8.57149555410798e-05,0.000214783230205387,1.17933339985042e-05,3.82548367455648e-05,0.037,0.002,0.035,0.95,0.9,1
"13","Anaerosporobacter",0.0485412525328028,0.10450672756183,"Anaerosporobacter","Malawi",45,83,54.2,0,0,"UK",4,57,7,0,0,2.40280429805074e-09,1.48973866479146e-08,47.2,TRUE,43,0,"3",-1.4052045355722,1.29792763706815,-2.62290341521293,-3.09707767973272,6.07904535655216,-0.458998622895872,0.31679912437177,0.00299837956019872,0.00590040037402739,0.000933821471190221,0.00228599980100452,0.023,0.004,0.019,0.95,0.9,1
"14","Anaerostipes",0.0107412697990776,0.0216033437216523,"Anaerostipes","Malawi",69,83,83.1,0.2,0.3,"UK",47,57,82.5,0,0.1,1,1,0.599999999999994,TRUE,118,0,"ns",3.98816675926322,3.62934524968336,4.22219541287552,0.364128922805696,4.02661327975616,0.0719279128666242,0.457111537677916,0.537356232827874,0.608958303649502,0.40073825975977,0.491899590546961,0.158,0.051,0.107,0.95,0.9,1
"15","Anaerotruncus",0.0861902980746793,0.160680148380155,"Anaerotruncus","Malawi",2,83,2.4,0,0,"UK",34,57,59.6,0,0.1,5.2254476068422e-15,7.55948087123172e-14,-57.2,FALSE,29,0,"3",-2.67167358757728,-4.02785727930611,1.98135799166744,5.98465533957146,5.46130109459299,1.00736746672334,0.148848688549545,2.43468515152246e-09,1.41520556023617e-08,2.4213238568752e-10,1.59518754859002e-09,0,0.03,-0.03,0.95,0.9,1
"16","Anaerovibrio",0.00317400625436709,0.0072662262290192,"Anaerovibrio","Malawi",21,83,25.3,0.1,0.4,"UK",0,57,0,0,0,5.67202253478517e-06,2.01775227876784e-05,25.3,TRUE,177,0,"3",-2.95494768514116,-2.87427156269905,-3.04550391457454,-0.675665384482249,6.43624553799297,-0.0988011080991532,0.449164154884374,0.0916082418814396,0.126603878384909,0.369988495541691,0.431115558935517,0.117,0,0.117,0.95,0.9,1
"17","Asteroleplasma",0.0094560358758393,0.0212328803354184,"Asteroleplasma","Malawi",9,83,10.8,0.3,1.6,"UK",0,57,0,0,0,0.0108433868122131,0.0194464044483492,10.8,TRUE,124,0,"3",-3.46561534464442,-3.71269596927228,-3.06367645491435,0.465995168765788,5.5669122339532,0.0699848167680065,0.459577966820829,0.561870599754027,0.62809297849716,0.430926384390545,0.494672454770644,0.327,0,0.327,0.95,0.9,1
"18","Atopobium",0.00528792632432295,0.0166368683943623,"Atopobium","Malawi",5,83,6,0,0,"UK",8,57,14,0,0,0.140716416906006,0.186191844320752,-8,FALSE,151,0,"ns",-2.89050320325487,-3.60499176592598,-1.7018809436894,1.76313379431679,4.90722991591304,0.307540934152139,0.354166667664775,0.0556311726693542,0.0822031433582091,0.0118340419717992,0.0215750056624133,0.002,0.001,0.001,0.95,0.9,1
"19","Bacteroides",0.408105356911201,0.714602431944951,"Bacteroides","Malawi",83,83,100,2.9,4.8,"UK",56,57,98.2,23.5,14.7,0.407142857142857,0.469946808510638,1.8,TRUE,5,1,"ns",10.8523590522841,7.96131664825217,13.8297946464521,5.75788866786677,3.59201902453679,1.46047065898575,0.0720943082592585,6.28568155893303e-24,3.37093563394414e-22,1.74483775888644e-17,8.52869092722189e-16,2.914,23.5,-20.586,0.95,0.9,1
"20","Barnesiella",0.0917167128968997,0.177918339426185,"Barnesiella","Malawi",38,83,45.8,0.1,0.3,"UK",41,57,71.9,1.8,2.6,0.0030557492680145,0.00619717374915091,-26.1,FALSE,28,0,"3",2.40626348889992,0.140849137922937,9.21472914628283,6.96808233110688,8.67671057256121,0.755402075501213,0.203343384613683,6.71187828178261e-08,3.40590486669406e-07,5.18914011472228e-09,3.1385731391135e-08,0.093,1.745,-1.652,0.95,0.9,1
"21","Bifidobacterium",0.245694925620592,0.464745224643978,"Bifidobacterium","Malawi",46,83,55.4,0.9,5.2,"UK",54,57,94.7,0.9,1.5,1.17277987943321e-07,5.19373946606135e-07,-39.3,FALSE,16,1,"3",3.54153194202792,0.0226812736422222,7.98069374390774,7.8982214740654,5.81557389544201,1.23650710997662,0.0929021725351031,6.7865431707612e-17,1.1361412254289e-15,5.6540241361791e-16,1.55711776938318e-14,0.944,0.997,-0.053,0.95,0.9,1
"22","Bilophila",0.125526468081431,0.234933377141748,"Bilophila","Malawi",70,83,84.3,0.1,0.1,"UK",45,57,78.9,0.7,0.8,0.501687848022137,0.567011786566685,5.39999999999999,TRUE,21,0,"ns",4.45595727314914,3.3461701564626,8.03126622863323,4.26206121368463,5.12415232808608,0.659745928510788,0.228555771112522,0.00033054614122438,0.000914429354903328,5.30747552554332e-08,2.89059746477676e-07,0.065,0.676,-0.611,0.95,0.9,1
"23","Blautia",0.0295859940284597,0.0554028605090918,"Blautia","Malawi",79,83,95.2,0.5,0.5,"UK",55,57,96.5,0.4,0.4,1,1,-1.3,FALSE,63,0,"ns",7.09743570117317,6.93742235241096,7.4989598802749,0.585501444602688,2.37565481443156,0.183035904312378,0.389802632304227,0.218837796625148,0.290606064365436,0.0353951825448064,0.0630222608781966,0.528,0.36,0.168,0.95,0.9,1
"24","Brachyspira",0.000234469617052859,0.0010565319693768,"Brachyspira","Malawi",5,83,6,0,0,"UK",0,57,0,0,0,0.0796744569253696,0.112268552940294,6,TRUE,216,0,"ns",-3.60597552549255,-3.92509372016355,-3.08956001059797,0.849245285331518,4.79561198657845,0.147145481310207,0.422697368916971,0.32455825201049,0.382988033386441,0.234586526582866,0.2850088808301,0.006,0,0.006,0.95,0.9,1
"25","Butyricicoccus",0.0635960890802249,0.131094564622297,"Butyricicoccus","Malawi",79,83,95.2,0.4,0.3,"UK",51,57,89.5,0.1,0.1,0.316404621245907,0.376107495577428,5.7,TRUE,35,0,"ns",6.17156356964679,6.15427648382864,6.20647025186621,-0.1630988321896,2.73316375546736,-0.0393628396877303,0.475328947523287,0.347147940644207,0.433560291918774,0.722918668336673,0.775285976900508,0.355,0.132,0.223,0.95,0.9,1
"26","Butyricimonas",0.0060025151678268,0.012973056018135,"Butyricimonas","Malawi",36,83,43.4,0,0.1,"UK",27,57,47.4,0.1,0.3,0.729985166532919,0.780328971121396,-4,FALSE,145,0,"ns",0.0505267998001067,-0.807649141504609,1.82697491627273,1.85621757908562,7.8078803961193,0.231493953214152,0.384868421813944,0.0555939563172827,0.0896910960435421,0.0411955023565429,0.0690143840987552,0.04,0.09,-0.05,0.95,0.9,1
"27","Butyrivibrio",0.263983382903315,0.478599766017212,"Butyrivibrio","Malawi",63,83,75.9,0.4,0.9,"UK",1,57,1.8,0,0.3,1.5653053568516e-20,6.79342524873595e-19,74.1,TRUE,13,1,"3",0.0866640481038088,4.38749451890178,-3.00481874409683,-7.17748867200796,5.85790484382365,-1.06053633247134,0.14720395176797,5.55315712203614e-13,5.32324472697625e-12,6.78770919163955e-12,6.62775652166219e-11,0.384,0.038,0.346,0.95,0.9,1
"28","CAG-352",0.00591863013206361,0.0135067234675153,"CAG-352","Malawi",21,83,25.3,0.1,0.4,"UK",6,57,10.5,0,0.2,0.0314117188263951,0.0522271130605652,14.8,TRUE,146,0,"ns",-2.83275428817939,-3.03621769938012,-2.56578188655391,0.0467349377987585,6.71781331579697,0.0062707102042902,0.49725877194699,0.591988916016355,0.657533728259298,0.616651430923733,0.675227637624565,0.089,0.028,0.061,0.95,0.9,1
"29","CAG-56",0.0194504234478351,0.0414312420803422,"CAG-56","Malawi",58,83,69.9,0,0.1,"UK",19,57,33.3,0,0,2.79812206485789e-05,8.47297416424478e-05,36.6,TRUE,85,0,"3",1.4674835295405,2.28122839918727,-0.725104695397634,-2.18754773896781,6.22378562792099,-0.323032314333736,0.358552632541734,0.0197017673382106,0.0358156926364957,0.00655971888687152,0.013920703543227,0.048,0.015,0.033,0.95,0.9,1
"30","Caldicoprobacter",6.10397418605522e-05,0.000571698522986143,"Caldicoprobacter","Malawi",0,83,0,0,0,"UK",3,57,5.3,0,0,0.0653737879261808,0.096504163129124,-5.3,FALSE,217,0,"ns",-3.71746112148637,-4.1862747423805,-2.85861043378648,1.48832320739424,4.88411841778167,0.27643317697671,0.366228071077694,0.0575441237059499,0.0821188549126653,0.040738893759422,0.0585837342587253,0,0.005,-0.005,0.95,0.9,1
"31","Campylobacter",0.00426461467918751,0.0103177971402861,"Campylobacter","Malawi",14,83,16.9,0.1,0.2,"UK",5,57,8.8,0,0,0.213361311455705,0.275591693963619,8.1,TRUE,168,0,"ns",-3.09885666031202,-3.42956675174886,-2.6147342990347,0.503789128472218,5.86731635796105,0.0773492716581368,0.461496300598675,0.624089721428153,0.682005508888353,0.448865420606686,0.514315144771192,0.059,0,0.059,0.95,0.9,1
"32","Candidatus_Soleaferrea",0.0131723309547215,0.0300007060949794,"Candidatus_Soleaferrea","Malawi",37,83,44.6,0.1,0.1,"UK",1,57,1.8,0,0.1,1.28128509399201e-09,8.68871454363331e-09,42.8,TRUE,110,0,"3",-2.0030503567338,-0.54827363862637,-2.9292858672453,-3.18638444483713,6.19272021393112,-0.466606467186771,0.330317983656977,0.000870254510858464,0.00213873222999825,0.00205668705805478,0.00447835617211235,0.05,0.01,0.04,0.95,0.9,1
"33","Caproiciproducens",0.00387586669325485,0.0105407335284459,"Caproiciproducens","Malawi",39,83,47,0.1,0.2,"UK",21,57,36.8,0,0,0.297194391140326,0.360285937862853,10.2,TRUE,171,0,"ns",0.0342880237151535,-0.188606929853032,0.445750553957616,0.630011602401145,6.6778458783107,0.0861940545552703,0.463688682059098,0.467836809687696,0.54292022205205,0.508121888535692,0.58253248352241,0.063,0.018,0.045,0.95,0.9,1
"34","Catenibacterium",0.0434164571111305,0.0956192151273899,"Catenibacterium","Malawi",60,83,72.3,0.1,0.2,"UK",10,57,17.5,0,0,1.83016569933916e-10,1.50373279939817e-09,54.8,TRUE,48,0,"3",1.07593990003393,3.77743391763919,-2.39142022789373,-5.19000618129691,6.84068438330865,-0.667819165902248,0.263157896648971,1.20897505622754e-05,4.41850731914074e-05,7.57267235671585e-06,2.8326665034597e-05,0.107,0.018,0.089,0.95,0.9,1
"35","Christensenellaceae_R-7_group",0.0182124975382815,0.033821390263267,"Christensenellaceae_R-7_group","Malawi",78,83,94,0.8,1.2,"UK",48,57,84.2,1.9,2.4,0.0841065329265955,0.116249156974976,9.8,TRUE,90,0,"ns",7.29722088257339,7.03175166756787,8.46696664946452,1.60959096540626,4.71319939127347,0.259723852334843,0.370339913151161,0.48037960474616,0.563185513947248,0.0116400679941649,0.0240406833569502,0.848,1.921,-1.073,0.95,0.9,1
"36","Chryseobacterium",0.00674400249895717,0.0208032686010387,"Chryseobacterium","Malawi",6,83,7.2,0,0.2,"UK",0,57,0,0,0,0.0811434196066203,0.112872577273312,7.2,TRUE,140,0,"ns",-3.61995317215149,-3.94039117025437,-3.09768414335274,0.719595764737037,5.060257688783,0.120106019285562,0.435581140761074,0.551339950823584,0.612869577364451,0.299465450346902,0.353135684120174,0.036,0,0.036,0.95,0.9,1
"37","Citrobacter",0.00424584745939262,0.0102233884417126,"Citrobacter","Malawi",9,83,10.8,0,0,"UK",5,57,8.8,0.1,0.3,0.78012125284599,0.827634106985965,2,TRUE,169,0,"ns",-3.23118462691628,-3.62044409553757,-2.63369237819795,0.860891290857622,5.90206061171092,0.131050133464404,0.429824561851774,0.286004092650069,0.350302229350131,0.234130009262858,0.291091004993176,0.01,0.062,-0.052,0.95,0.9,1
"38","Cloacibacillus",0.00242657575839292,0.00802312552848152,"Cloacibacillus","Malawi",4,83,4.8,0,0,"UK",4,57,7,0,0,0.715464777358565,0.77053759438762,-2.2,FALSE,186,0,"ns",-3.48111576514614,-4.00975299606837,-2.65909082491751,1.37065592742079,5.24027458657546,0.232344122070161,0.377911757458192,0.0878013312407796,0.121378274816083,0.0558602670348749,0.0796756596575387,0.002,0.006,-0.004,0.95,0.9,1
"39","Clostridium_sensu_stricto_1",0.094763107810305,0.176026005707745,"Clostridium_sensu_stricto_1","Malawi",79,83,95.2,0.4,0.5,"UK",38,57,66.7,0.1,0.2,1.12274963207886e-05,3.86724873271609e-05,28.5,TRUE,27,0,"3",4.68434676824526,5.67039412690661,3.27568416308213,-2.46962643056565,4.35245517384422,-0.50909453774623,0.256508634499692,2.29883393606871e-05,8.66770357721572e-05,7.21208394574702e-07,3.30062554096965e-06,0.363,0.068,0.295,0.95,0.9,1
"40","Collinsella",0.0387608546395997,0.0717444860481886,"Collinsella","Malawi",81,83,97.6,0.9,2.7,"UK",43,57,75.4,0.7,1.2,6.57163466156037e-05,0.000176054903896123,22.2,TRUE,53,0,"3",6.38270448144686,6.21805878114419,7.04826587905655,0.643771860359423,4.79411775586077,0.101749867551237,0.445997807359693,0.391450657238932,0.481426731312851,0.310644886561051,0.401476003024218,0.893,0.681,0.212,0.95,0.9,1
"41","Comamonas",0.00147269714878528,0.00379994562988612,"Comamonas","Malawi",10,83,12,0.1,0.5,"UK",1,57,1.8,0,0,0.0279025715272287,0.0473035782922549,10.2,TRUE,201,0,"3",-3.34000190552062,-3.61783893337189,-2.96473586059042,0.455415045398265,5.39995886466439,0.066957832620797,0.45997807042767,0.541471728393358,0.606456029498133,0.453658993592881,0.51424691303247,0.079,0,0.079,0.95,0.9,1
"42","Coprobacillus",0.00145311060268522,0.0044338886946016,"Coprobacillus","Malawi",4,83,4.8,0,0,"UK",7,57,12.3,0,0,0.121959055322136,0.162362668741739,-7.5,FALSE,202,0,"ns",-3.28985563596782,-4.00956288828896,-1.96150575901645,2.17419948443536,5.13513390583232,0.377870624964878,0.317073172053474,0.0112094141419513,0.0196746224161457,0.00404175803247753,0.00748103224474541,0.005,0.002,0.003,0.95,0.9,1
"43","Coprobacter",0.0963749977921726,0.180130009693785,"Coprobacter","Malawi",7,83,8.4,0,0,"UK",35,57,61.4,0.1,0.2,1.59073160964219e-11,1.72594379646178e-10,-53,FALSE,26,0,"3",-2.36070709525828,-3.92880986632526,4.17903725493839,7.60281829968333,6.55603068912732,1.02789267546351,0.1491228113466,3.92354876426545e-11,3.19849120042802e-10,3.20632213166393e-11,2.58194071721041e-10,0.002,0.125,-0.123,0.95,0.9,1
"44","Coprococcus_1",0.0373172388976646,0.0745578653546429,"Coprococcus_1","Malawi",78,83,94,0,0,"UK",38,57,66.7,0,0,4.97926620400289e-05,0.000142171153456398,27.3,TRUE,55,0,"3",3.16934562208506,3.35302775191744,2.69848524090374,-0.708447922430978,3.12230325411382,-0.178374443107367,0.393640351574776,0.00869439853576714,0.0182587598650344,0.0330401669961556,0.058625545254946,0.045,0.021,0.024,0.95,0.9,1
"45","Coprococcus_2",0.0408146877876521,0.0749905893586285,"Coprococcus_2","Malawi",77,83,92.8,0.4,0.5,"UK",35,57,61.4,0.2,0.3,7.98977275010649e-06,2.79642046253727e-05,31.4,TRUE,52,0,"3",5.69593188630353,5.89177925017211,4.70508924254525,-1.39257604661767,6.15520521967806,-0.206651273931608,0.394736842794984,0.00446732149905305,0.0101940473362177,0.0397863658241694,0.06983037437493,0.39,0.203,0.187,0.95,0.9,1
"46","Coprococcus_3",0.0183075189910075,0.0332578812649421,"Coprococcus_3","Malawi",80,83,96.4,0.1,0.1,"UK",48,57,84.2,0.2,0.4,0.0149069287312672,0.0265147830711884,12.2,TRUE,89,0,"3",4.9359335043966,4.78857037348435,5.40340529262677,0.614487402443626,3.07661044277777,0.141555486320779,0.419567005175574,0.782839497363552,0.826689703563065,0.116948226080595,0.175818516675266,0.127,0.179,-0.052,0.95,0.9,1
"47","Coriobacteriaceae_UCG-003",0.00765843472317363,0.019507625433527,"Coriobacteriaceae_UCG-003","Malawi",20,83,24.1,0,0.1,"UK",1,57,1.8,0,0,0.000164638570742278,0.000420312586483228,22.3,TRUE,133,0,"3",-2.97354848432737,-2.97952497188325,-2.96786881170607,-0.518767495875262,6.03731358145375,-0.0752682101269043,0.457236842375017,0.235228871203048,0.297762121856642,0.494265517889906,0.557298172846375,0.031,0,0.031,0.95,0.9,1
"48","Corynebacterium_1",0.017563755842377,0.039073874837144,"Corynebacterium_1","Malawi",5,83,6,0,0,"UK",0,57,0,0,0,0.0796744569253696,0.112268552940294,6,TRUE,92,0,"ns",-3.7021454019577,-4.15908405898098,-2.95960333881038,1.13076624514063,5.03458515422366,0.198463350544636,0.389528509499198,0.295429624019224,0.354591771467175,0.1035306324289,0.138502559583591,0.005,0,0.005,0.95,0.9,1
"49","Defluviitaleaceae_UCG-011",0.0530249814002065,0.109539355776929,"Defluviitaleaceae_UCG-011","Malawi",45,83,54.2,0,0,"UK",3,57,5.3,0,0,2.40461622718236e-10,1.86357757606633e-09,48.9,TRUE,40,0,"3",-1.0410238093748,0.610652200424338,-2.78772946123758,-3.05738529884119,5.09111130561433,-0.51613714026364,0.264730064922124,0.000775699942080476,0.00194358819636254,2.06432588316316e-05,6.94624993980631e-05,0.01,0.004,0.006,0.95,0.9,1
"50","Desulfovibrio",0.0213846886232366,0.0526177123173104,"Desulfovibrio","Malawi",60,83,72.3,0.1,0.2,"UK",17,57,29.8,0.3,0.8,9.17268825732532e-07,3.61904245789017e-06,42.5,TRUE,76,0,"3",2.35921656308779,4.80407903401293,-1.24355101641173,-3.84133328558989,8.39783163313746,-0.427504437712505,0.367771993216444,0.0103192904821131,0.0205547972183334,0.0101082201055329,0.0203367099644539,0.148,0.315,-0.167,0.95,0.9,1
"51","Dialister",0.0088168060988734,0.0180895017634174,"Dialister","Malawi",63,83,75.9,3.4,4.1,"UK",38,57,66.7,5.3,7.8,0.25382838789423,0.314747200988845,9.2,TRUE,127,0,"ns",9.2537999217435,9.20555869961884,9.50105596773128,1.27875806701456,10.9754787582589,0.119969505138603,0.425438596968746,0.833488403844403,0.870716783501936,0.152768279079109,0.221706098618476,3.426,5.349,-1.923,0.95,0.9,1
"52","DNF00809",0.00162752063780511,0.00481787878332282,"DNF00809","Malawi",14,83,16.9,0,0,"UK",10,57,17.5,0,0,1,1,-0.600000000000001,FALSE,196,0,"ns",-2.54039296119478,-2.89190288338358,-2.07704722202534,0.901938781180705,5.67185992588577,0.141408485184748,0.43354343698136,0.271852605410878,0.329874731007015,0.261243587087474,0.322714248409567,0.005,0.004,0.001,0.95,0.9,1
"53","Dorea",0.0333695270909789,0.0707916127567617,"Dorea","Malawi",80,83,96.4,0.3,0.3,"UK",50,57,87.7,0.2,0.2,0.0904247073705933,0.123409820751061,8.7,TRUE,60,0,"ns",6.00083177760854,5.93968251110283,6.12135068496207,0.177792855553673,2.64209049666052,0.0436660223156414,0.473135965080988,0.533462204546539,0.611514707190085,0.549183257587139,0.62816703526509,0.275,0.181,0.094,0.95,0.9,1
"54","DTU089",0.309376689179247,0.541122818296324,"DTU089","Malawi",4,83,4.8,0,0,"UK",44,57,77.2,0,0.1,5.23566439989759e-20,1.62305596396825e-18,-72.4,FALSE,9,1,"3",-1.91263156578263,-3.98613031116034,4.24387824256726,7.97682633157502,4.57930758611703,1.57326770938498,0.0575500264659227,1.07230328908613e-13,1.1634555051046e-12,5.02513109717172e-17,1.61992688030779e-15,0.001,0.051,-0.05,0.95,0.9,1
"55","Eggerthella",0.0137410229087777,0.0309979164663066,"Eggerthella","Malawi",5,83,6,0,0,"UK",25,57,43.9,0,0,1.08557576326126e-07,4.90770709641028e-07,-37.9,FALSE,108,0,"3",-2.77625093295118,-3.88596287660806,0.330132392923389,4.41189575836903,5.79176330164975,0.703592581163424,0.221704579119796,2.11468270004002e-05,5.64932569274287e-05,2.11076020699914e-06,7.2672461568144e-06,0,0.01,-0.01,0.95,0.9,1
"56","Eisenbergiella",0.0227000985677642,0.0459928327123281,"Eisenbergiella","Malawi",1,83,1.2,0,0,"UK",25,57,43.9,0.1,0.2,6.37305863220053e-11,6.28615328721598e-10,-42.7,FALSE,71,0,"3",-2.92919418666447,-4.18834215940856,1.01362931358191,5.42273243112765,6.01909511824376,0.813126381229455,0.180098687602035,3.47146304752267e-08,1.80501138934856e-07,1.38184560925972e-08,7.21738344930067e-08,0.001,0.055,-0.054,0.95,0.9,1
"57","Elusimicrobium",0.00545277715497692,0.0130058757371883,"Elusimicrobium","Malawi",25,83,30.1,0.1,0.4,"UK",0,57,0,0,0,4.79081789948712e-07,1.99924516190135e-06,30.1,TRUE,149,0,"3",-2.77005371001979,-2.49825135550208,-3.03159207627213,-1.51898308541715,6.34688709101035,-0.220525915933809,0.398574562065885,0.0380816625233248,0.054887493477222,0.160215858327798,0.202040067823802,0.128,0,0.128,0.95,0.9,1
"58","Enorma",0.000512652951055136,0.00151578386592224,"Enorma","Malawi",0,83,0,0,0,"UK",5,57,8.8,0,0,0.0100418517091418,0.0186246309477245,-8.8,FALSE,211,0,"3",-3.59579489628312,-4.16066344115328,-2.54232134103086,1.73795337256571,4.79818661435199,0.323108385398928,0.340186404623386,0.017976737643943,0.0289204630360118,0.0087108464418212,0.0149983882238611,0,0.002,-0.002,0.95,0.9,1
"59","Enterobacter",0.00537512619244173,0.0127407183068614,"Enterobacter","Malawi",25,83,30.1,0.1,0.3,"UK",10,57,17.5,0.8,6,0.113093036260477,0.153382430428273,12.6,TRUE,150,0,"ns",-2.42104385165356,-2.32825199923642,-2.53105901431803,-0.426041416516527,7.39050783277854,-0.0512409969539635,0.473684210691561,0.708406337764472,0.762005620496962,0.629776986245797,0.6863797097744,0.059,0.808,-0.749,0.95,0.9,1
