"","mean","sd","tax_id","taxonomy","group1_country","group1_present","group1_present_strict","group1_n","group1_prev","group1_prev_strict","group1_mean","group1_sd","group2_country","group2_present","group2_present_strict","group2_n","group2_prev","group2_prev_strict","group2_mean","group2_sd","fisher_p","fisher_p_strict","fisher_padj","fisher_signif","fisher_padj_strict","fisher_signif_strict","prev_diff","prev_diff_strict","enriched_group1","enriched_group1_strict","rf_rank","rf_top20","fisher_col","fisher_col_strict","crossval_mean","crossval_sd"
"Limnobacter",0.00285531393221422,0.00600206289434233,"Limnobacter","Limnobacter","India",0,0,287,0,0,0,0,"Malawi",1,0,75,0.0133333333333333,0,8e-06,6.92820323027551e-05,0.207182320441989,1,NA,NA,NA,NA,-0.0133333333333333,0,FALSE,FALSE,155,0,"ns","ns",0.848,0.0706821023736532
"Brucella",0.00283356015755591,0.0060481330066363,"Brucella","Brucella","India",2,0,287,0.00696864111498258,0,6.96864111498258e-07,8.4994091069194e-06,"Malawi",3,0,75,0.04,0,1.06666666666667e-05,5.89395781616553e-05,0.0622663773563002,1,NA,NA,NA,NA,-0.0330313588850174,0,FALSE,FALSE,156,0,"ns","ns",0.848,0.0706821023736532
"Coprococcus_2",0.00268459147115223,0.0117176215125236,"Coprococcus_2","Coprococcus_2","India",2,1,287,0.00696864111498258,0.00348432055749129,9.75609756097561e-06,0.000143540191087531,"Malawi",1,0,75,0.0133333333333333,0,1.06666666666667e-06,9.23760430703401e-06,0.502750315014055,1,NA,NA,NA,NA,-0.00636469221835076,0.00348432055749129,FALSE,TRUE,157,0,"ns","ns",0.848,0.0706821023736532
"Murdochiella",0.00256628719550814,0.00522445261103046,"Murdochiella","Murdochiella","India",0,0,287,0,0,0,0,"Malawi",1,0,75,0.0133333333333333,0,5.33333333333333e-07,4.61880215351701e-06,0.207182320441989,1,NA,NA,NA,NA,-0.0133333333333333,0,FALSE,FALSE,158,0,"ns","ns",0.848,0.0706821023736532
"Shewanella",0.00253609919389213,0.00586029416117981,"Shewanella","Shewanella","India",0,0,287,0,0,0,0,"Malawi",3,3,75,0.04,0.04,0.000722666666666667,0.00543059733246605,0.00861187207623597,0.00861187207623597,NA,NA,NA,NA,-0.04,-0.04,FALSE,FALSE,159,0,"ns","ns",0.848,0.0706821023736532
"Barnesiella",0.00249486182334196,0.00861755684796031,"Barnesiella","Barnesiella","India",2,1,287,0.00696864111498258,0.00348432055749129,3.47038327526132e-05,0.000578519782938313,"Malawi",3,2,75,0.04,0.0266666666666667,0.000777066666666667,0.00608063358481604,0.0622663773563002,0.110184774235676,NA,NA,NA,NA,-0.0330313588850174,-0.0231823461091754,FALSE,FALSE,160,0,"ns","ns",0.848,0.0706821023736532
"unassigned_Ruminococcaceae",0.00240469387780247,0.00577524308175268,"unassigned_Ruminococcaceae","unassigned_Ruminococcaceae","India",3,2,287,0.0104529616724739,0.00696864111498258,4.39024390243902e-05,0.000639515849621499,"Malawi",3,0,75,0.04,0,2.66666666666667e-06,1.518652793204e-05,0.106174479776689,1,NA,NA,NA,NA,-0.0295470383275261,0.00696864111498258,FALSE,TRUE,161,0,"ns","ns",0.848,0.0706821023736532
"Lachnospiraceae_UCG-004",0.00237079651631349,0.00887793357477236,"Lachnospiraceae_UCG-004","Lachnospiraceae_UCG-004","India",4,1,287,0.0139372822299652,0.00348432055749129,6.96864111498258e-06,7.89188907732125e-05,"Malawi",0,0,75,0,0,0,0,0.584471015332079,1,NA,NA,NA,NA,0.0139372822299652,0.00348432055749129,TRUE,TRUE,162,0,"ns","ns",0.848,0.0706821023736532
"Butyricicoccus",0.00232472297654566,0.0054426425365722,"Butyricicoccus","Butyricicoccus","India",3,3,287,0.0104529616724739,0.0104529616724739,4.41811846689895e-05,0.000447744083445142,"Malawi",1,1,75,0.0133333333333333,0.0133333333333333,4.05333333333333e-05,0.000351028963667292,1,1,NA,NA,NA,NA,-0.00288037166085947,-0.00288037166085947,FALSE,FALSE,163,0,"ns","ns",0.848,0.0706821023736532
"Robinsoniella",0.00228261716338435,0.00543835449924899,"Robinsoniella","Robinsoniella","India",6,4,287,0.0209059233449477,0.0139372822299652,0.000125574912891986,0.00116992241709687,"Malawi",1,0,75,0.0133333333333333,0,5.33333333333333e-07,4.61880215351701e-06,1,0.584471015332079,NA,NA,NA,NA,0.0075725900116144,0.0139372822299652,TRUE,TRUE,164,0,"ns","ns",0.848,0.0706821023736532
"Lachnospira",0.00211848381615827,0.00540045304181067,"Lachnospira","Lachnospira","India",3,2,287,0.0104529616724739,0.00696864111498258,2.10452961672474e-05,0.00023875614744145,"Malawi",2,0,75,0.0266666666666667,0,1.06666666666667e-06,6.48768757648595e-06,0.276995042617656,1,NA,NA,NA,NA,-0.0162137049941928,0.00696864111498258,FALSE,TRUE,165,0,"ns","ns",0.848,0.0706821023736532
"Delftia",0.00207819659277012,0.00507987542460443,"Delftia","Delftia","India",0,0,287,0,0,0,0,"Malawi",3,1,75,0.04,0.0133333333333333,2.18666666666667e-05,0.000145460065415325,0.00861187207623597,0.207182320441989,NA,NA,NA,NA,-0.04,-0.0133333333333333,FALSE,FALSE,166,0,"ns","ns",0.848,0.0706821023736532
"Oribacterium",0.00200632877853428,0.00431949840470153,"Oribacterium","Oribacterium","India",2,0,287,0.00696864111498258,0,3.48432055749129e-06,4.69978306091549e-05,"Malawi",1,0,75,0.0133333333333333,0,5.33333333333333e-07,4.61880215351701e-06,0.502750315014055,1,NA,NA,NA,NA,-0.00636469221835076,0,FALSE,FALSE,167,0,"ns","ns",0.848,0.0706821023736532
"Luteimonas",0.00199718332692274,0.00551741753375009,"Luteimonas","Luteimonas","India",2,0,287,0.00696864111498258,0,6.96864111498258e-07,8.4994091069194e-06,"Malawi",2,0,75,0.0266666666666667,0,1.06666666666667e-06,6.48768757648595e-06,0.191103576513114,1,NA,NA,NA,NA,-0.0196980255516841,0,FALSE,FALSE,168,0,"ns","ns",0.848,0.0706821023736532
"Treponema_2",0.00198106599317493,0.004610311891942,"Treponema_2","Treponema_2","India",1,0,287,0.00348432055749129,0,6.96864111498258e-07,1.18056267220191e-05,"Malawi",2,0,75,0.0266666666666667,0,1.06666666666667e-06,6.48768757648595e-06,0.110184774235676,1,NA,NA,NA,NA,-0.0231823461091754,0,FALSE,FALSE,169,0,"ns","ns",0.848,0.0706821023736532
"Mobiluncus",0.00196856075210249,0.00438379778523712,"Mobiluncus","Mobiluncus","India",0,0,287,0,0,0,0,"Malawi",2,0,75,0.0266666666666667,0,3.2e-06,2.05439541971368e-05,0.0424695061293828,1,NA,NA,NA,NA,-0.0266666666666667,0,FALSE,FALSE,170,0,"ns","ns",0.848,0.0706821023736532
"Haematobacter",0.00184492899180389,0.00403218477597357,"Haematobacter","Haematobacter","India",0,0,287,0,0,0,0,"Malawi",1,0,75,0.0133333333333333,0,5.33333333333333e-07,4.61880215351701e-06,0.207182320441989,1,NA,NA,NA,NA,-0.0133333333333333,0,FALSE,FALSE,171,0,"ns","ns",0.848,0.0706821023736532
"Burkholderia-Caballeronia-Paraburkholderia",0.0018266616291663,0.00387392869604461,"Burkholderia-Caballeronia-Paraburkholderia","Burkholderia-Caballeronia-Paraburkholderia","India",0,0,287,0,0,0,0,"Malawi",2,0,75,0.0266666666666667,0,2.66666666666667e-06,1.6549135139755e-05,0.0424695061293828,1,NA,NA,NA,NA,-0.0266666666666667,0,FALSE,FALSE,172,0,"ns","ns",0.848,0.0706821023736532
"Allisonella",0.00173801792191039,0.00372026411150644,"Allisonella","Allisonella","India",1,0,287,0.00348432055749129,0,2.36933797909408e-06,4.0139130854865e-05,"Malawi",2,2,75,0.0266666666666667,0.0266666666666667,0.0001824,0.00112796856387094,0.110184774235676,0.0424695061293828,NA,NA,NA,NA,-0.0231823461091754,-0.0266666666666667,FALSE,FALSE,173,0,"ns","ns",0.848,0.0706821023736532
"UBA1819",0.0016188397389446,0.00342006642997634,"UBA1819","UBA1819","India",4,1,287,0.0139372822299652,0.00348432055749129,5.97909407665505e-05,0.000961315363899221,"Malawi",2,2,75,0.0266666666666667,0.0266666666666667,0.000332266666666667,0.00263233098496645,0.608036059859512,0.110184774235676,NA,NA,NA,NA,-0.0127293844367015,-0.0231823461091754,FALSE,FALSE,174,0,"ns","ns",0.848,0.0706821023736532
"Sneathia",0.00159374569310968,0.00337593767653059,"Sneathia","Sneathia","India",1,0,287,0.00348432055749129,0,1.39372822299652e-07,2.36112534440382e-06,"Malawi",1,0,75,0.0133333333333333,0,5.33333333333333e-07,4.61880215351701e-06,0.371895134754595,1,NA,NA,NA,NA,-0.00984901277584204,0,FALSE,FALSE,175,0,"ns","ns",0.848,0.0706821023736532
"Novosphingobium",0.00157065985634149,0.00569454047600818,"Novosphingobium","Novosphingobium","India",0,0,287,0,0,0,0,"Malawi",1,0,75,0.0133333333333333,0,1.6e-06,1.3856406460551e-05,0.207182320441989,1,NA,NA,NA,NA,-0.0133333333333333,0,FALSE,FALSE,176,0,"ns","ns",0.848,0.0706821023736532
"Kosakonia",0.0015696274001591,0.00404613462388905,"Kosakonia","Kosakonia","India",1,0,287,0.00348432055749129,0,6.96864111498258e-07,1.18056267220191e-05,"Malawi",1,0,75,0.0133333333333333,0,3.2e-06,2.7712812921102e-05,0.371895134754595,1,NA,NA,NA,NA,-0.00984901277584204,0,FALSE,FALSE,177,0,"ns","ns",0.848,0.0706821023736532
"Flavobacterium",0.00145444220862312,0.00304238475689564,"Flavobacterium","Flavobacterium","India",1,0,287,0.00348432055749129,0,1.39372822299652e-07,2.36112534440382e-06,"Malawi",3,0,75,0.04,0,1.49333333333333e-05,7.8299034085605e-05,0.0292659719582392,1,NA,NA,NA,NA,-0.0365156794425087,0,FALSE,FALSE,178,0,"ns","ns",0.848,0.0706821023736532
"Acidovorax",0.00145067804069729,0.00368982517340201,"Acidovorax","Acidovorax","India",2,0,287,0.00696864111498258,0,6.96864111498258e-07,9.72715670401206e-06,"Malawi",1,0,75,0.0133333333333333,0,5.33333333333333e-07,4.61880215351701e-06,0.502750315014055,1,NA,NA,NA,NA,-0.00636469221835076,0,FALSE,FALSE,179,0,"ns","ns",0.848,0.0706821023736532
"Lachnospiraceae_ND3007_group",0.00144720470942193,0.00410374971587178,"Lachnospiraceae_ND3007_group","Lachnospiraceae_ND3007_group","India",2,0,287,0.00696864111498258,0,2.50871080139373e-06,3.16334849709778e-05,"Malawi",1,0,75,0.0133333333333333,0,1.06666666666667e-06,9.23760430703401e-06,0.502750315014055,1,NA,NA,NA,NA,-0.00636469221835076,0,FALSE,FALSE,180,0,"ns","ns",0.848,0.0706821023736532
"Sediminibacterium",0.00137430199793787,0.00374907559343349,"Sediminibacterium","Sediminibacterium","India",0,0,287,0,0,0,0,"Malawi",2,0,75,0.0266666666666667,0,1.06666666666667e-06,6.48768757648595e-06,0.0424695061293828,1,NA,NA,NA,NA,-0.0266666666666667,0,FALSE,FALSE,181,0,"ns","ns",0.848,0.0706821023736532
"Sarcina",0.00136171569173166,0.00388177903202185,"Sarcina","Sarcina","India",0,0,287,0,0,0,0,"Malawi",1,0,75,0.0133333333333333,0,5.33333333333333e-07,4.61880215351701e-06,0.207182320441989,1,NA,NA,NA,NA,-0.0133333333333333,0,FALSE,FALSE,182,0,"ns","ns",0.848,0.0706821023736532
"Cloacibacterium",0.00130560542012689,0.00324366604134792,"Cloacibacterium","Cloacibacterium","India",0,0,287,0,0,0,0,"Malawi",1,0,75,0.0133333333333333,0,2.66666666666667e-06,2.3094010767585e-05,0.207182320441989,1,NA,NA,NA,NA,-0.0133333333333333,0,FALSE,FALSE,183,0,"ns","ns",0.848,0.0706821023736532
"Parvimonas",0.00128307302515635,0.00469231987237893,"Parvimonas","Parvimonas","India",1,0,287,0.00348432055749129,0,2.78745644599303e-07,4.72225068880764e-06,"Malawi",1,0,75,0.0133333333333333,0,2.13333333333333e-06,1.8475208614068e-05,0.371895134754595,1,NA,NA,NA,NA,-0.00984901277584204,0,FALSE,FALSE,184,0,"ns","ns",0.848,0.0706821023736532
"Terrisporobacter",0.00127730119033174,0.00313477414602318,"Terrisporobacter","Terrisporobacter","India",3,0,287,0.0104529616724739,0,1.25435540069686e-06,1.26751273501208e-05,"Malawi",0,0,75,0,0,0,0,1,1,NA,NA,NA,NA,0.0104529616724739,0,TRUE,FALSE,185,0,"ns","ns",0.848,0.0706821023736532
"Peptococcus",0.0012261332005239,0.00295589216081742,"Peptococcus","Peptococcus","India",0,0,287,0,0,0,0,"Malawi",1,0,75,0.0133333333333333,0,5.33333333333333e-07,4.61880215351701e-06,0.207182320441989,1,NA,NA,NA,NA,-0.0133333333333333,0,FALSE,FALSE,186,0,"ns","ns",0.848,0.0706821023736532
"Pelomonas",0.00116632013928116,0.00304184806665979,"Pelomonas","Pelomonas","India",0,0,287,0,0,0,0,"Malawi",2,0,75,0.0266666666666667,0,1.06666666666667e-06,6.48768757648595e-06,0.0424695061293828,1,NA,NA,NA,NA,-0.0266666666666667,0,FALSE,FALSE,187,0,"ns","ns",0.848,0.0706821023736532
"Pantoea",0.0010762148750786,0.00266665171161107,"Pantoea","Pantoea","India",1,0,287,0.00348432055749129,0,2.36933797909408e-06,4.0139130854865e-05,"Malawi",1,0,75,0.0133333333333333,0,2.66666666666667e-06,2.3094010767585e-05,0.371895134754595,1,NA,NA,NA,NA,-0.00984901277584204,0,FALSE,FALSE,188,0,"ns","ns",0.848,0.0706821023736532
"Mesorhizobium",0.00104345514717119,0.00257868597646469,"Mesorhizobium","Mesorhizobium","India",0,0,287,0,0,0,0,"Malawi",3,0,75,0.04,0,1.17333333333333e-05,7.63415747547563e-05,0.00861187207623597,1,NA,NA,NA,NA,-0.04,0,FALSE,FALSE,189,0,"ns","ns",0.848,0.0706821023736532
"unassigned_Clostridiales_vadinBB60_group",0.00102371762815863,0.00297245125976708,"unassigned_Clostridiales_vadinBB60_group","unassigned_Clostridiales_vadinBB60_group","India",0,0,287,0,0,0,0,"Malawi",2,0,75,0.0266666666666667,0,2.13333333333333e-06,1.29753751529719e-05,0.0424695061293828,1,NA,NA,NA,NA,-0.0266666666666667,0,FALSE,FALSE,190,0,"ns","ns",0.848,0.0706821023736532
"Massilia",0.000997799499677607,0.00295677214329348,"Massilia","Massilia","India",0,0,287,0,0,0,0,"Malawi",1,0,75,0.0133333333333333,0,5.33333333333333e-07,4.61880215351701e-06,0.207182320441989,1,NA,NA,NA,NA,-0.0133333333333333,0,FALSE,FALSE,191,0,"ns","ns",0.848,0.0706821023736532
"unassigned_Eggerthellaceae",0.000997265982761386,0.00351525437681743,"unassigned_Eggerthellaceae","unassigned_Eggerthellaceae","India",1,0,287,0.00348432055749129,0,1.53310104529617e-06,2.5972378788442e-05,"Malawi",1,0,75,0.0133333333333333,0,5.33333333333333e-07,4.61880215351701e-06,0.371895134754595,1,NA,NA,NA,NA,-0.00984901277584204,0,FALSE,FALSE,192,0,"ns","ns",0.848,0.0706821023736532
"Romboutsia",0.00095545102277763,0.00341485259031102,"Romboutsia","Romboutsia","India",2,2,287,0.00696864111498258,0.00696864111498258,6.32752613240418e-05,0.000902390998888713,"Malawi",1,0,75,0.0133333333333333,0,1.06666666666667e-06,9.23760430703401e-06,0.502750315014055,1,NA,NA,NA,NA,-0.00636469221835076,0.00696864111498258,FALSE,TRUE,193,0,"ns","ns",0.848,0.0706821023736532
"Actinobacillus",0.000876755766246402,0.00326472680900649,"Actinobacillus","Actinobacillus","India",7,2,287,0.024390243902439,0.00696864111498258,1.63066202090592e-05,0.00016807096629479,"Malawi",0,0,75,0,0,0,0,0.352598885385935,1,NA,NA,NA,NA,0.024390243902439,0.00696864111498258,TRUE,TRUE,194,0,"ns","ns",0.848,0.0706821023736532
"Ruminococcus_1",0.000856579476891328,0.00202334941852616,"Ruminococcus_1","Ruminococcus_1","India",2,1,287,0.00696864111498258,0.00348432055749129,1.28222996515679e-05,0.000186997007728969,"Malawi",2,0,75,0.0266666666666667,0,1.06666666666667e-06,6.48768757648595e-06,0.191103576513114,1,NA,NA,NA,NA,-0.0196980255516841,0.00348432055749129,FALSE,TRUE,195,0,"ns","ns",0.848,0.0706821023736532
"Aeromicrobium",0.00078152223305323,0.00173973257516575,"Aeromicrobium","Aeromicrobium","India",0,0,287,0,0,0,0,"Malawi",2,0,75,0.0266666666666667,0,3.73333333333333e-06,2.2943722767119e-05,0.0424695061293828,1,NA,NA,NA,NA,-0.0266666666666667,0,FALSE,FALSE,196,0,"ns","ns",0.848,0.0706821023736532
"Intestinibacter",0.000654707819808373,0.00232378093096483,"Intestinibacter","Intestinibacter","India",3,1,287,0.0104529616724739,0.00348432055749129,6.82926829268293e-06,7.26957120672137e-05,"Malawi",0,0,75,0,0,0,0,1,1,NA,NA,NA,NA,0.0104529616724739,0.00348432055749129,TRUE,TRUE,197,0,"ns","ns",0.848,0.0706821023736532
"Ruminococcaceae_UCG-010",0.000641022410396922,0.00188018171248982,"Ruminococcaceae_UCG-010","Ruminococcaceae_UCG-010","India",2,0,287,0.00696864111498258,0,2.22996515679443e-06,3.14771991127673e-05,"Malawi",1,0,75,0.0133333333333333,0,5.33333333333333e-07,4.61880215351701e-06,0.502750315014055,1,NA,NA,NA,NA,-0.00636469221835076,0,FALSE,FALSE,198,0,"ns","ns",0.848,0.0706821023736532
"Qipengyuania",0.000635105670698473,0.00180741110008942,"Qipengyuania","Qipengyuania","India",0,0,287,0,0,0,0,"Malawi",1,0,75,0.0133333333333333,0,5.33333333333333e-07,4.61880215351701e-06,0.207182320441989,1,NA,NA,NA,NA,-0.0133333333333333,0,FALSE,FALSE,199,0,"ns","ns",0.848,0.0706821023736532
"Butyricimonas",0.000616781543251143,0.00175678244069855,"Butyricimonas","Butyricimonas","India",0,0,287,0,0,0,0,"Malawi",2,1,75,0.0266666666666667,0.0133333333333333,9.86666666666667e-05,0.00080898557320737,0.0424695061293828,0.207182320441989,NA,NA,NA,NA,-0.0266666666666667,-0.0133333333333333,FALSE,FALSE,200,0,"ns","ns",0.848,0.0706821023736532
"Ruminococcaceae_UCG-003",0.000613298142459971,0.00181742581891343,"Ruminococcaceae_UCG-003","Ruminococcaceae_UCG-003","India",2,0,287,0.00696864111498258,0,3.90243902439024e-06,4.67858261175208e-05,"Malawi",1,0,75,0.0133333333333333,0,5.33333333333333e-07,4.61880215351701e-06,0.502750315014055,1,NA,NA,NA,NA,-0.00636469221835076,0,FALSE,FALSE,201,0,"ns","ns",0.848,0.0706821023736532
"Cloacibacillus",0.000609645116133439,0.00217270260938918,"Cloacibacillus","Cloacibacillus","India",0,0,287,0,0,0,0,"Malawi",1,0,75,0.0133333333333333,0,6.93333333333333e-06,6.00444279957211e-05,0.207182320441989,1,NA,NA,NA,NA,-0.0133333333333333,0,FALSE,FALSE,202,0,"ns","ns",0.848,0.0706821023736532
"Lachnospiraceae_NK3A20_group",0.000606269322022669,0.00209132301627329,"Lachnospiraceae_NK3A20_group","Lachnospiraceae_NK3A20_group","India",1,0,287,0.00348432055749129,0,1.39372822299652e-07,2.36112534440382e-06,"Malawi",1,1,75,0.0133333333333333,0.0133333333333333,0.000630933333333333,0.00546404294761062,0.371895134754595,0.207182320441989,NA,NA,NA,NA,-0.00984901277584204,-0.0133333333333333,FALSE,FALSE,203,0,"ns","ns",0.848,0.0706821023736532
"Diaphorobacter",0.000580258782114445,0.00165470751224397,"Diaphorobacter","Diaphorobacter","India",0,0,287,0,0,0,0,"Malawi",1,0,75,0.0133333333333333,0,5.33333333333333e-07,4.61880215351701e-06,0.207182320441989,1,NA,NA,NA,NA,-0.0133333333333333,0,FALSE,FALSE,204,0,"ns","ns",0.848,0.0706821023736532
"Ruminobacter",0.000572229712798805,0.00211401115997211,"Ruminobacter","Ruminobacter","India",0,0,287,0,0,0,0,"Malawi",1,0,75,0.0133333333333333,0,5.33333333333333e-07,4.61880215351701e-06,0.207182320441989,1,NA,NA,NA,NA,-0.0133333333333333,0,FALSE,FALSE,205,0,"ns","ns",0.848,0.0706821023736532
"Exiguobacterium",0.000559608959475098,0.00179576559103399,"Exiguobacterium","Exiguobacterium","India",1,0,287,0.00348432055749129,0,1.39372822299652e-07,2.36112534440382e-06,"Malawi",1,0,75,0.0133333333333333,0,1.06666666666667e-06,9.23760430703401e-06,0.371895134754595,1,NA,NA,NA,NA,-0.00984901277584204,0,FALSE,FALSE,206,0,"ns","ns",0.848,0.0706821023736532
"Oligella",0.000557709210106248,0.0016529983544218,"Oligella","Oligella","India",0,0,287,0,0,0,0,"Malawi",1,0,75,0.0133333333333333,0,1.06666666666667e-06,9.23760430703401e-06,0.207182320441989,1,NA,NA,NA,NA,-0.0133333333333333,0,FALSE,FALSE,207,0,"ns","ns",0.848,0.0706821023736532
"Christensenellaceae_R-7_group",0.000549696751374522,0.00182936481149338,"Christensenellaceae_R-7_group","Christensenellaceae_R-7_group","India",2,1,287,0.00696864111498258,0.00348432055749129,6.82926829268293e-06,0.00010663667211458,"Malawi",1,0,75,0.0133333333333333,0,1.06666666666667e-06,9.23760430703401e-06,0.502750315014055,1,NA,NA,NA,NA,-0.00636469221835076,0.00348432055749129,FALSE,TRUE,208,0,"ns","ns",0.848,0.0706821023736532
"Asteroleplasma",0.00045410748259143,0.00225514101903938,"Asteroleplasma","Asteroleplasma","India",3,0,287,0.0104529616724739,0,4.18118466898955e-07,4.07526471059746e-06,"Malawi",0,0,75,0,0,0,0,1,1,NA,NA,NA,NA,0.0104529616724739,0,TRUE,FALSE,209,0,"ns","ns",0.848,0.0706821023736532
"Hydrotalea",0.000442964086335939,0.00119396708496728,"Hydrotalea","Hydrotalea","India",0,0,287,0,0,0,0,"Malawi",1,1,75,0.0133333333333333,0.0133333333333333,1.65333333333333e-05,0.000143182866759027,0.207182320441989,0.207182320441989,NA,NA,NA,NA,-0.0133333333333333,-0.0133333333333333,FALSE,FALSE,210,0,"ns","ns",0.848,0.0706821023736532
"Marvinbryantia",0.000429817997495386,0.00115365620087711,"Marvinbryantia","Marvinbryantia","India",1,0,287,0.00348432055749129,0,9.75609756097561e-07,1.65278774108267e-05,"Malawi",1,0,75,0.0133333333333333,0,5.33333333333333e-07,4.61880215351701e-06,0.371895134754595,1,NA,NA,NA,NA,-0.00984901277584204,0,FALSE,FALSE,211,0,"ns","ns",0.848,0.0706821023736532
"Phyllobacterium",0.00042686672587771,0.00109672215055817,"Phyllobacterium","Phyllobacterium","India",0,0,287,0,0,0,0,"Malawi",1,0,75,0.0133333333333333,0,2.13333333333333e-06,1.8475208614068e-05,0.207182320441989,1,NA,NA,NA,NA,-0.0133333333333333,0,FALSE,FALSE,212,0,"ns","ns",0.848,0.0706821023736532
"Kytococcus",0.00042176032331903,0.00114599089911934,"Kytococcus","Kytococcus","India",0,0,287,0,0,0,0,"Malawi",1,0,75,0.0133333333333333,0,5.33333333333333e-07,4.61880215351701e-06,0.207182320441989,1,NA,NA,NA,NA,-0.0133333333333333,0,FALSE,FALSE,213,0,"ns","ns",0.848,0.0706821023736532
"Rikenellaceae_RC9_gut_group",0.000420365899750741,0.00192818907685719,"Rikenellaceae_RC9_gut_group","Rikenellaceae_RC9_gut_group","India",1,1,287,0.00348432055749129,0.00348432055749129,5.57491289198606e-06,9.44450137761528e-05,"Malawi",1,0,75,0.0133333333333333,0,5.33333333333333e-07,4.61880215351701e-06,0.371895134754595,1,NA,NA,NA,NA,-0.00984901277584204,0.00348432055749129,FALSE,TRUE,214,0,"ns","ns",0.848,0.0706821023736532
"Citricoccus",0.000322505618077321,0.00114844743109482,"Citricoccus","Citricoccus","India",0,0,287,0,0,0,0,"Malawi",1,0,75,0.0133333333333333,0,5.33333333333333e-07,4.61880215351701e-06,0.207182320441989,1,NA,NA,NA,NA,-0.0133333333333333,0,FALSE,FALSE,215,0,"ns","ns",0.848,0.0706821023736532
"Anoxybacillus",0.000194157988253597,0.000618965116309224,"Anoxybacillus","Anoxybacillus","India",1,0,287,0.00348432055749129,0,4.18118466898955e-07,7.08337603321146e-06,"Malawi",1,0,75,0.0133333333333333,0,5.33333333333333e-07,4.61880215351701e-06,0.371895134754595,1,NA,NA,NA,NA,-0.00984901277584204,0,FALSE,FALSE,216,0,"ns","ns",0.848,0.0706821023736532
"Rhodoluna",0.000173624821077218,0.000605239179399389,"Rhodoluna","Rhodoluna","India",0,0,287,0,0,0,0,"Malawi",1,0,75,0.0133333333333333,0,5.33333333333333e-07,4.61880215351701e-06,0.207182320441989,1,NA,NA,NA,NA,-0.0133333333333333,0,FALSE,FALSE,217,0,"ns","ns",0.848,0.0706821023736532
"Anaeroplasma",0.00016757846838145,0.000471224027972158,"Anaeroplasma","Anaeroplasma","India",0,0,287,0,0,0,0,"Malawi",1,0,75,0.0133333333333333,0,5.33333333333333e-07,4.61880215351701e-06,0.207182320441989,1,NA,NA,NA,NA,-0.0133333333333333,0,FALSE,FALSE,218,0,"ns","ns",0.848,0.0706821023736532
"Fibrisoma",0.000164506299641313,0.000528681926492665,"Fibrisoma","Fibrisoma","India",0,0,287,0,0,0,0,"Malawi",1,0,75,0.0133333333333333,0,3.2e-06,2.7712812921102e-05,0.207182320441989,1,NA,NA,NA,NA,-0.0133333333333333,0,FALSE,FALSE,219,0,"ns","ns",0.848,0.0706821023736532
"unassigned_Atopobiaceae",0.000138260221942726,0.000426054454054711,"unassigned_Atopobiaceae","unassigned_Atopobiaceae","India",1,0,287,0.00348432055749129,0,2.78745644599303e-06,4.72225068880764e-05,"Malawi",1,0,75,0.0133333333333333,0,1.12e-05,9.69948452238571e-05,0.371895134754595,1,NA,NA,NA,NA,-0.00984901277584204,0,FALSE,FALSE,220,0,"ns","ns",0.848,0.0706821023736532
"Weeksella",0.000123090390582388,0.00037720389980079,"Weeksella","Weeksella","India",0,0,287,0,0,0,0,"Malawi",1,0,75,0.0133333333333333,0,1.06666666666667e-06,9.23760430703401e-06,0.207182320441989,1,NA,NA,NA,NA,-0.0133333333333333,0,FALSE,FALSE,221,0,"ns","ns",0.848,0.0706821023736532
"Ruminiclostridium_9",0.000121391669817323,0.000406821341374527,"Ruminiclostridium_9","Ruminiclostridium_9","India",1,0,287,0.00348432055749129,0,1.39372822299652e-06,2.36112534440382e-05,"Malawi",1,1,75,0.0133333333333333,0.0133333333333333,0.000215466666666667,0.00186599607002087,0.371895134754595,0.207182320441989,NA,NA,NA,NA,-0.00984901277584204,-0.0133333333333333,FALSE,FALSE,222,0,"ns","ns",0.848,0.0706821023736532
"Chryseomicrobium",4.61633278464937e-05,0.000252671908596162,"Chryseomicrobium","Chryseomicrobium","India",0,0,287,0,0,0,0,"Malawi",1,0,75,0.0133333333333333,0,2.13333333333333e-06,1.8475208614068e-05,0.207182320441989,1,NA,NA,NA,NA,-0.0133333333333333,0,FALSE,FALSE,223,0,"ns","ns",0.848,0.0706821023736532
