"","feature_id","feature","feature.description","feature_full","Feature","mean","sd","prev","mean_IND","sd_IND","prev_IND","mean_MLW","sd_MLW","prev_MLW"
"255","g1227","2.7.8.12","CDP-glycerol glycerophosphotransferase","CDP-glycerol_glycerophosphotransferase_(2.7.8.12)","CDP-glycerol_glycerophosphotransferase_(2.7.8.12)",0.000536,0.001321,67.4,0.000493,0.0013,67.8,0.000747,0.001414,65.5
"1431","g2286","6.2.1.48","NO NAME","NO_NAME_(6.2.1.48)","NO_NAME_(6.2.1.48)",0.000535,0.000709,78,0.000488,0.00067,77.7,0.00076,0.000844,79.3
"994","g1893","4.1.1.98","4-hydroxy-3-polyprenylbenzoate decarboxylase","4-hydroxy-3-polyprenylbenzoate_decarboxylase_(4.1.1.98)","4-hydroxy-3-polyprenylbenzoate_decarboxylase_(4.1.1.98)",0.000531,0.000677,87.4,0.000516,0.000686,87.3,0.000603,0.000632,87.9
"1018","g1914","4.1.2.52","4-hydroxy-2-oxoheptanedioate aldolase","4-hydroxy-2-oxoheptanedioate_aldolase_(4.1.2.52)","4-hydroxy-2-oxoheptanedioate_aldolase_(4.1.2.52)",0.000529,0.000972,61.9,0.000601,0.001036,65.7,0.000181,0.000415,43.1
"1378","g2238","5.5.1.2","3-carboxy-cis,cis-muconate cycloisomerase","3-carboxy-cis,cis-muconate_cycloisomerase_(5.5.1.2)","3-carboxy-cis,cis-muconate_cycloisomerase_(5.5.1.2)",0.000528,0.001375,53.7,0.000599,0.001478,56.2,0.000184,0.000572,41.4
"1010","g1907","4.1.2.42","D-threonine aldolase","D-threonine_aldolase_(4.1.2.42)","D-threonine_aldolase_(4.1.2.42)",0.000527,0.001173,57.2,0.000555,0.00122,57.2,0.00039,0.000902,56.9
"1752","g426","1.3.3.11","Pyrroloquinoline-quinone synthase","Pyrroloquinoline-quinone_synthase_(1.3.3.11)","Pyrroloquinoline-quinone_synthase_(1.3.3.11)",0.000526,0.00142,54.3,0.000608,0.001536,58,0.000124,0.000399,36.2
"1088","g1978","4.2.1.22","Cystathionine beta-synthase","Cystathionine_beta-synthase_(4.2.1.22)","Cystathionine_beta-synthase_(4.2.1.22)",0.000523,0.001324,60.1,0.000602,0.001432,64.7,0.000137,0.000361,37.9
"1849","g513","1.5.5.2","Proline dehydrogenase","Proline_dehydrogenase_(1.5.5.2)","Proline_dehydrogenase_(1.5.5.2)",0.000521,0.000707,90.9,0.000502,0.000688,90.8,0.000613,0.00079,91.4
"862","g1774","3.6.1.65","(d)CTP diphosphatase","(d)CTP_diphosphatase_(3.6.1.65)","(d)CTP_diphosphatase_(3.6.1.65)",0.000519,0.001062,73,0.000489,0.001047,72.1,0.000663,0.001131,77.6
"446","g14","1.1.1.131","Mannuronate reductase","Mannuronate_reductase_(1.1.1.131)","Mannuronate_reductase_(1.1.1.131)",0.000512,0.001686,27.9,0.000306,0.001123,23.3,0.001518,0.003078,50
"1508","g2355","6.4.1.7","2-oxoglutarate carboxylase","2-oxoglutarate_carboxylase_(6.4.1.7)","2-oxoglutarate_carboxylase_(6.4.1.7)",0.000512,0.002134,50.1,0.000376,0.001924,49.1,0.001175,0.002883,55.2
"1774","g446","1.3.8.8","Long-chain-acyl-CoA dehydrogenase","Long-chain-acyl-CoA_dehydrogenase_(1.3.8.8)","Long-chain-acyl-CoA_dehydrogenase_(1.3.8.8)",0.000512,0.000669,81.8,0.000451,0.000604,81.3,0.000813,0.000872,84.5
"1843","g508","1.5.1.7","Saccharopine dehydrogenase (NAD(+), L-lysine-forming)","Saccharopine_dehydrogenase_(NAD(+),_L-lysine-forming)_(1.5.1.7)","Saccharopine_dehydrogenase_(NAD(+),_L-lysine-forming)_(1.5.1.7)",0.000512,0.001854,35.5,0.000367,0.001231,31.1,0.00122,0.003519,56.9
"1773","g445","1.3.8.7","Medium-chain acyl-CoA dehydrogenase","Medium-chain_acyl-CoA_dehydrogenase_(1.3.8.7)","Medium-chain_acyl-CoA_dehydrogenase_(1.3.8.7)",0.000509,0.000668,81.5,0.000449,0.000604,80.9,0.000799,0.000869,84.5
"1106","g1994","4.2.1.45","CDP-glucose 4,6-dehydratase","CDP-glucose_4,6-dehydratase_(4.2.1.45)","CDP-glucose_4,6-dehydratase_(4.2.1.45)",0.000507,0.001886,27.6,0.000367,0.001719,20.1,0.00119,0.002454,63.8
"1624","g310","1.17.5.3","NO NAME","NO_NAME_(1.17.5.3)","NO_NAME_(1.17.5.3)",0.000506,0.000544,85.3,0.000489,0.000531,85.5,0.000589,0.000602,84.5
"1638","g323","1.19.1.1","NO NAME","NO_NAME_(1.19.1.1)","NO_NAME_(1.19.1.1)",0.000504,0.000692,71.8,0.000465,0.000647,71,0.000694,0.000863,75.9
"1917","g575","1.9.6.1","Nitrate reductase (cytochrome)","Nitrate_reductase_(cytochrome)_(1.9.6.1)","Nitrate_reductase_(cytochrome)_(1.9.6.1)",0.000501,0.000661,83.9,0.000465,0.000617,83.7,0.000679,0.000831,84.5
"790","g1709","3.5.3.26","(S)-ureidoglycine aminohydrolase","(S)-ureidoglycine_aminohydrolase_(3.5.3.26)","(S)-ureidoglycine_aminohydrolase_(3.5.3.26)",5e-04,0.000559,80.6,0.000464,0.000531,80.2,0.000678,0.000655,82.8
"1218","g2094","4.7.1.1","Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase","Alpha-D-ribose_1-methylphosphonate_5-phosphate_C-P-lyase_(4.7.1.1)","Alpha-D-ribose_1-methylphosphonate_5-phosphate_C-P-lyase_(4.7.1.1)",5e-04,0.000733,77.7,0.000462,0.000692,76.7,0.000686,0.000889,82.8
"620","g1556","3.4.13.3","Transferred entry","Transferred_entry_(3.4.13.3)","Transferred_entry_(3.4.13.3)",0.000497,0.001993,34.9,0.000356,0.001074,35.3,0.001185,0.004174,32.8
"369","g133","1.1.1.4","(R,R)-butanediol dehydrogenase","(R,R)-butanediol_dehydrogenase_(1.1.1.4)","(R,R)-butanediol_dehydrogenase_(1.1.1.4)",0.000496,0.001157,82.7,0.000453,0.001073,83.4,0.000703,0.001497,79.3
"72","g1062","2.7.1.199","NO NAME","NO_NAME_(2.7.1.199)","NO_NAME_(2.7.1.199)",0.000493,0.000491,93.3,0.000467,0.000488,92.6,0.000617,0.00049,96.6
"586","g1525","3.2.2.31","NO NAME","NO_NAME_(3.2.2.31)","NO_NAME_(3.2.2.31)",0.000493,0.000658,78.3,0.000473,0.000651,77.7,0.000591,0.000689,81
"8","g1004","2.6.1.5","Tyrosine transaminase","Tyrosine_transaminase_(2.6.1.5)","Tyrosine_transaminase_(2.6.1.5)",0.000492,0.001282,54.3,0.00056,0.001384,57.6,0.000161,0.000446,37.9
"1719","g397","1.3.1.10","Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)","Enoyl-[acyl-carrier-protein]_reductase_(NADPH,_Si-specific)_(1.3.1.10)","Enoyl-[acyl-carrier-protein]_reductase_(NADPH,_Si-specific)_(1.3.1.10)",0.00049,0.000893,66.9,0.000519,0.000925,69.3,0.000347,0.000712,55.2
"2166","g8","1.1.1.11","D-arabinitol 4-dehydrogenase","D-arabinitol_4-dehydrogenase_(1.1.1.11)","D-arabinitol_4-dehydrogenase_(1.1.1.11)",0.00049,0.001165,62.8,0.000506,0.001218,64.7,0.000414,0.000867,53.4
"555","g1498","3.2.1.83","Kappa-carrageenase","Kappa-carrageenase_(3.2.1.83)","Kappa-carrageenase_(3.2.1.83)",0.000489,0.001916,30.2,0.000432,0.001899,28.3,0.000765,0.001987,39.7
"587","g1526","3.2.2.3","Uridine nucleosidase","Uridine_nucleosidase_(3.2.2.3)","Uridine_nucleosidase_(3.2.2.3)",0.000488,0.001517,34.6,0.000511,0.001588,36.7,0.000377,0.001112,24.1
"864","g1776","3.6.1.67","Dihydroneopterin triphosphate diphosphatase","Dihydroneopterin_triphosphate_diphosphatase_(3.6.1.67)","Dihydroneopterin_triphosphate_diphosphatase_(3.6.1.67)",0.000482,0.000629,79.5,0.000454,0.000627,79.2,0.000619,0.000629,81
"1829","g496","1.5.1.30","Flavin reductase (NADPH)","Flavin_reductase_(NADPH)_(1.5.1.30)","Flavin_reductase_(NADPH)_(1.5.1.30)",0.000481,0.001836,56.9,0.000537,0.001992,62.5,0.00021,0.000625,29.3
"732","g1657","3.5.1.26","N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase","N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase_(3.5.1.26)","N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase_(3.5.1.26)",0.00048,0.001906,42.2,0.000345,0.001032,42.4,0.001143,0.003982,41.4
"319","g1285","3.1.1.24","3-oxoadipate enol-lactonase","3-oxoadipate_enol-lactonase_(3.1.1.24)","3-oxoadipate_enol-lactonase_(3.1.1.24)",0.000478,0.001093,65.1,0.000533,0.001172,67.8,0.000209,0.000482,51.7
"1588","g279","1.14.14.3","Alkanal monooxygenase (FMN-linked)","Alkanal_monooxygenase_(FMN-linked)_(1.14.14.3)","Alkanal_monooxygenase_(FMN-linked)_(1.14.14.3)",0.000478,0.000992,70.4,0.000511,0.001053,73.1,0.000319,0.000601,56.9
"2263","g887","2.4.1.73","Lipopolysaccharide glucosyltransferase II","Lipopolysaccharide_glucosyltransferase_II_(2.4.1.73)","Lipopolysaccharide_glucosyltransferase_II_(2.4.1.73)",0.00047,0.001006,45.5,0.000467,0.001026,45.9,0.000488,0.000909,43.1
"1232","g2106","5.1.1.20","L-Ala-D/L-Glu epimerase","L-Ala-D/L-Glu_epimerase_(5.1.1.20)","L-Ala-D/L-Glu_epimerase_(5.1.1.20)",0.000467,0.000939,80.1,0.000369,0.000645,79.2,0.000946,0.001711,84.5
"1571","g263","1.14.13.48","(S)-limonene 6-monooxygenase","(S)-limonene_6-monooxygenase_(1.14.13.48)","(S)-limonene_6-monooxygenase_(1.14.13.48)",0.000466,0.001735,76.2,0.000458,0.001753,74.9,0.000507,0.00166,82.8
"536","g1480","3.2.1.50","Alpha-N-acetylglucosaminidase","Alpha-N-acetylglucosaminidase_(3.2.1.50)","Alpha-N-acetylglucosaminidase_(3.2.1.50)",0.000465,0.00194,21.7,0.000268,0.00123,17.3,0.001428,0.003719,43.1
"83","g1072","2.7.1.218","NO NAME","NO_NAME_(2.7.1.218)","NO_NAME_(2.7.1.218)",0.000464,0.000893,53.7,0.000464,0.000897,56.2,0.000463,0.000882,41.4
"1929","g586","2.1.1.131","Precorrin-3B C(17)-methyltransferase","Precorrin-3B_C(17)-methyltransferase_(2.1.1.131)","Precorrin-3B_C(17)-methyltransferase_(2.1.1.131)",0.000463,0.001137,41.6,0.000389,0.001043,38.2,0.000824,0.001474,58.6
"1311","g2178","5.3.2.2","Oxaloacetate tautomerase","Oxaloacetate_tautomerase_(5.3.2.2)","Oxaloacetate_tautomerase_(5.3.2.2)",0.000462,0.000523,81.5,0.00044,0.000505,81.6,0.000573,0.000594,81
"1920","g578","1.97.1.9","Selenate reductase","Selenate_reductase_(1.97.1.9)","Selenate_reductase_(1.97.1.9)",0.000459,0.000811,87.1,0.000393,0.000732,88,0.000783,0.001067,82.8
"509","g1456","3.2.1.187","(Ara-f)(3)-Hyp beta-L-arabinobiosidase","(Ara-f)(3)-Hyp_beta-L-arabinobiosidase_(3.2.1.187)","(Ara-f)(3)-Hyp_beta-L-arabinobiosidase_(3.2.1.187)",0.000454,0.001499,32.3,0.000432,0.001497,32.9,0.000561,0.001518,29.3
"143","g1126","2.7.11.17","Calcium/calmodulin-dependent protein kinase","Calcium/calmodulin-dependent_protein_kinase_(2.7.11.17)","Calcium/calmodulin-dependent_protein_kinase_(2.7.11.17)",0.000452,0.001152,41.3,0.000401,0.001005,42.4,0.000696,0.001688,36.2
"1008","g1905","4.1.2.2","Ketotetrose-phosphate aldolase","Ketotetrose-phosphate_aldolase_(4.1.2.2)","Ketotetrose-phosphate_aldolase_(4.1.2.2)",0.000449,0.001064,53.4,0.000398,0.00092,54.8,0.000695,0.001579,46.6
"113","g11","1.1.1.125","2-deoxy-D-gluconate 3-dehydrogenase","2-deoxy-D-gluconate_3-dehydrogenase_(1.1.1.125)","2-deoxy-D-gluconate_3-dehydrogenase_(1.1.1.125)",0.000446,0.00099,84.5,0.000467,0.001068,84.5,0.000344,0.000436,84.5
"1502","g235","1.13.12.4","Lactate 2-monooxygenase","Lactate_2-monooxygenase_(1.13.12.4)","Lactate_2-monooxygenase_(1.13.12.4)",0.000443,0.001205,80.9,0.000367,0.000573,81.6,0.000817,0.00262,77.6
"303","g1270","2.8.3.21","L-carnitine CoA-transferase","L-carnitine_CoA-transferase_(2.8.3.21)","L-carnitine_CoA-transferase_(2.8.3.21)",0.000442,0.000567,75.4,0.000417,0.000552,74.9,0.000564,0.000627,77.6
"82","g1071","2.7.1.217","NO NAME","NO_NAME_(2.7.1.217)","NO_NAME_(2.7.1.217)",0.000439,0.000631,70.7,0.000419,0.000628,70.7,0.00054,0.000642,70.7
"2153","g788","2.3.1.94","6-deoxyerythronolide-B synthase","6-deoxyerythronolide-B_synthase_(2.3.1.94)","6-deoxyerythronolide-B_synthase_(2.3.1.94)",0.000436,0.00145,65.4,0.000401,0.00149,64.7,0.000603,0.001237,69
"391","g135","1.1.1.51","3(or 17)-beta-hydroxysteroid dehydrogenase","3(or_17)-beta-hydroxysteroid_dehydrogenase_(1.1.1.51)","3(or_17)-beta-hydroxysteroid_dehydrogenase_(1.1.1.51)",0.000434,0.000684,59.5,0.000371,0.000594,59,0.000743,0.000964,62.1
"2035","g681","2.1.2.5","Glutamate formimidoyltransferase","Glutamate_formimidoyltransferase_(2.1.2.5)","Glutamate_formimidoyltransferase_(2.1.2.5)",0.000434,0.0012,44.9,0.000244,0.00079,40.3,0.001359,0.002111,67.2
"2257","g881","2.4.1.56","Lipopolysaccharide N-acetylglucosaminyltransferase","Lipopolysaccharide_N-acetylglucosaminyltransferase_(2.4.1.56)","Lipopolysaccharide_N-acetylglucosaminyltransferase_(2.4.1.56)",0.000434,0.000981,52.5,0.000376,0.000883,52.3,0.00072,0.001338,53.4
"2","g10","1.1.1.122","D-threo-aldose 1-dehydrogenase","D-threo-aldose_1-dehydrogenase_(1.1.1.122)","D-threo-aldose_1-dehydrogenase_(1.1.1.122)",0.000428,0.00115,70.7,0.000282,0.00083,68.6,0.001137,0.001966,81
"901","g1809","3.6.3.43","Peptide-transporting ATPase","Peptide-transporting_ATPase_(3.6.3.43)","Peptide-transporting_ATPase_(3.6.3.43)",0.000428,0.001443,29,0.000417,0.001483,29,0.000482,0.001236,29.3
"1204","g2081","4.4.1.23","2-hydroxypropyl-CoM lyase","2-hydroxypropyl-CoM_lyase_(4.4.1.23)","2-hydroxypropyl-CoM_lyase_(4.4.1.23)",0.000426,0.001003,63.6,0.000466,0.001074,66.8,0.000231,0.000503,48.3
"1647","g331","1.2.1.21","Glycolaldehyde dehydrogenase","Glycolaldehyde_dehydrogenase_(1.2.1.21)","Glycolaldehyde_dehydrogenase_(1.2.1.21)",0.000426,0.000476,85.6,0.000419,0.000481,85.5,0.00046,0.000457,86.2
"283","g1252","2.8.1.11","Molybdopterin-synthase sulfurtransferase","Molybdopterin-synthase_sulfurtransferase_(2.8.1.11)","Molybdopterin-synthase_sulfurtransferase_(2.8.1.11)",0.000424,0.000933,43.7,0.000503,0.001003,51.6,4e-05,0.000209,5.2
"2300","g92","1.1.1.31","3-hydroxyisobutyrate dehydrogenase","3-hydroxyisobutyrate_dehydrogenase_(1.1.1.31)","3-hydroxyisobutyrate_dehydrogenase_(1.1.1.31)",0.000424,0.001079,36.1,0.00038,0.000995,34.6,0.000638,0.00141,43.1
"845","g1759","3.6.1.25","Triphosphatase","Triphosphatase_(3.6.1.25)","Triphosphatase_(3.6.1.25)",0.000422,0.000567,78.6,0.000403,0.000567,78.4,0.000511,0.000565,79.3
"1985","g636","2.1.1.227","16S rRNA (cytidine(1409)-2'-O)-methyltransferase","16S_rRNA_(cytidine(1409)-2'-O)-methyltransferase_(2.1.1.227)","16S_rRNA_(cytidine(1409)-2'-O)-methyltransferase_(2.1.1.227)",0.000422,0.001176,47.8,0.000426,0.001193,51.6,0.000399,0.0011,29.3
"460","g1411","3.1.4.55","Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase","Phosphoribosyl_1,2-cyclic_phosphate_phosphodiesterase_(3.1.4.55)","Phosphoribosyl_1,2-cyclic_phosphate_phosphodiesterase_(3.1.4.55)",0.00042,0.000643,72.4,0.000409,0.000619,72.8,0.000474,0.000752,70.7
"607","g1544","3.4.11.24","Aminopeptidase S","Aminopeptidase_S_(3.4.11.24)","Aminopeptidase_S_(3.4.11.24)",0.00042,0.000852,80.4,0.000386,0.000773,79.9,0.000585,0.001157,82.8
"1190","g2069","4.3.99.2","Carboxybiotin decarboxylase","Carboxybiotin_decarboxylase_(4.3.99.2)","Carboxybiotin_decarboxylase_(4.3.99.2)",0.000419,0.001375,23.2,0.000251,0.00099,17.7,0.001238,0.002367,50
"1976","g628","2.1.1.208","23S rRNA (uridine(2479)-2'-O)-methyltransferase","23S_rRNA_(uridine(2479)-2'-O)-methyltransferase_(2.1.1.208)","23S_rRNA_(uridine(2479)-2'-O)-methyltransferase_(2.1.1.208)",0.000419,0.001445,24.6,0.000354,0.001447,20.1,0.00074,0.001402,46.6
"770","g1691","3.5.2.10","Creatininase","Creatininase_(3.5.2.10)","Creatininase_(3.5.2.10)",0.000418,0.000952,59.8,0.000452,0.001003,59.7,0.000252,0.000631,60.3
"1928","g585","2.1.1.130","Precorrin-2 C(20)-methyltransferase","Precorrin-2_C(20)-methyltransferase_(2.1.1.130)","Precorrin-2_C(20)-methyltransferase_(2.1.1.130)",0.000418,0.001084,39,0.000346,0.000991,36,0.000771,0.001416,53.4
"890","g18","1.1.1.136","UDP-N-acetylglucosamine 6-dehydrogenase","UDP-N-acetylglucosamine_6-dehydrogenase_(1.1.1.136)","UDP-N-acetylglucosamine_6-dehydrogenase_(1.1.1.136)",0.000415,0.00181,15.5,0.000335,0.001678,13.8,0.000807,0.002331,24.1
"1944","g6","1.1.1.107","Pyridoxal 4-dehydrogenase","Pyridoxal_4-dehydrogenase_(1.1.1.107)","Pyridoxal_4-dehydrogenase_(1.1.1.107)",0.000414,0.000859,54.3,0.000406,0.000829,56.2,0.000451,0.000998,44.8
"502","g145","1.1.1.65","Pyridoxine 4-dehydrogenase","Pyridoxine_4-dehydrogenase_(1.1.1.65)","Pyridoxine_4-dehydrogenase_(1.1.1.65)",0.000406,0.000625,66.9,0.000408,0.000657,65.4,0.000393,0.000435,74.1
"573","g1513","3.2.2.10","Pyrimidine-5'-nucleotide nucleosidase","Pyrimidine-5'-nucleotide_nucleosidase_(3.2.2.10)","Pyrimidine-5'-nucleotide_nucleosidase_(3.2.2.10)",0.000405,0.000512,85,0.000408,0.000529,84.8,0.000391,0.000424,86.2
"467","g1418","3.1.6.8","Cerebroside-sulfatase","Cerebroside-sulfatase_(3.1.6.8)","Cerebroside-sulfatase_(3.1.6.8)",0.000404,0.001065,32,0.000315,0.000897,31.8,0.000835,0.001598,32.8
"799","g1717","3.5.4.11","Pterin deaminase","Pterin_deaminase_(3.5.4.11)","Pterin_deaminase_(3.5.4.11)",0.000404,0.000979,63.3,0.000456,0.00105,67.8,0.000153,0.00044,41.4
"141","g1124","2.7.10.1","Receptor protein-tyrosine kinase","Receptor_protein-tyrosine_kinase_(2.7.10.1)","Receptor_protein-tyrosine_kinase_(2.7.10.1)",0.000401,0.001573,46.3,0.000287,0.00085,45.2,0.000958,0.003287,51.7
"327","g1292","3.1.1.41","Cephalosporin-C deacetylase","Cephalosporin-C_deacetylase_(3.1.1.41)","Cephalosporin-C_deacetylase_(3.1.1.41)",4e-04,0.000858,59.5,0.000401,0.00087,59.7,0.000392,0.000805,58.6
"280","g125","1.1.1.414","NO NAME","NO_NAME_(1.1.1.414)","NO_NAME_(1.1.1.414)",0.000399,0.000511,75.1,0.00039,0.00052,75.3,0.000444,0.000471,74.1
"61","g1052","2.7.1.189","Autoinducer-2 kinase","Autoinducer-2_kinase_(2.7.1.189)","Autoinducer-2_kinase_(2.7.1.189)",0.000398,0.000774,80.4,0.000416,0.000823,80.6,0.00031,0.000465,79.3
"2056","g70","1.1.1.283","Methylglyoxal reductase (NADPH)","Methylglyoxal_reductase_(NADPH)_(1.1.1.283)","Methylglyoxal_reductase_(NADPH)_(1.1.1.283)",0.000393,0.000935,74.5,0.000315,0.000605,74.9,0.000776,0.001797,72.4
"992","g1891","4.1.1.96","Carboxynorspermidine decarboxylase","Carboxynorspermidine_decarboxylase_(4.1.1.96)","Carboxynorspermidine_decarboxylase_(4.1.1.96)",0.000391,0.001078,45.2,0.000323,0.001001,41.3,0.000721,0.001358,63.8
"1193","g2071","4.3.99.4","Choline trimethylamine-lyase","Choline_trimethylamine-lyase_(4.3.99.4)","Choline_trimethylamine-lyase_(4.3.99.4)",0.000389,0.001019,56,0.000344,0.00084,59,0.000611,0.001628,41.4
"2155","g79","1.1.1.29","Glycerate dehydrogenase","Glycerate_dehydrogenase_(1.1.1.29)","Glycerate_dehydrogenase_(1.1.1.29)",0.000389,0.001063,48.1,0.000345,0.00098,47.3,0.000604,0.001389,51.7
"114","g110","1.1.1.381","3-hydroxy acid dehydrogenase","3-hydroxy_acid_dehydrogenase_(1.1.1.381)","3-hydroxy_acid_dehydrogenase_(1.1.1.381)",0.000388,0.000465,78.9,0.000376,0.000472,78.4,0.000448,0.00043,81
"2256","g880","2.4.1.54","Undecaprenyl-phosphate mannosyltransferase","Undecaprenyl-phosphate_mannosyltransferase_(2.4.1.54)","Undecaprenyl-phosphate_mannosyltransferase_(2.4.1.54)",0.000386,0.001239,24.9,0.000225,0.000818,20.1,0.001173,0.002254,48.3
"795","g1713","3.5.3.7","Guanidinobutyrase","Guanidinobutyrase_(3.5.3.7)","Guanidinobutyrase_(3.5.3.7)",0.000384,0.000975,54.3,0.000434,0.001049,58,0.000141,0.000386,36.2
"122","g1107","2.7.1.66","Undecaprenol kinase","Undecaprenol_kinase_(2.7.1.66)","Undecaprenol_kinase_(2.7.1.66)",0.000383,0.000764,71.6,0.000346,0.000687,70.7,0.000561,0.00105,75.9
"443","g1397","3.1.3.97","3',5'-nucleoside bisphosphate phosphatase","3',5'-nucleoside_bisphosphate_phosphatase_(3.1.3.97)","3',5'-nucleoside_bisphosphate_phosphatase_(3.1.3.97)",0.000383,0.00051,78.9,0.000368,5e-04,78.4,0.000456,0.000554,81
"2185","g816","2.4.1.11","Glycogen(starch) synthase","Glycogen(starch)_synthase_(2.4.1.11)","Glycogen(starch)_synthase_(2.4.1.11)",0.000382,0.001018,47.8,0.000336,0.000982,47,0.000602,0.001161,51.7
"530","g1475","3.2.1.40","Alpha-L-rhamnosidase","Alpha-L-rhamnosidase_(3.2.1.40)","Alpha-L-rhamnosidase_(3.2.1.40)",0.000379,0.001305,34.3,0.000237,0.000883,30.7,0.001072,0.002389,51.7
"1811","g48","1.1.1.237","Hydroxyphenylpyruvate reductase","Hydroxyphenylpyruvate_reductase_(1.1.1.237)","Hydroxyphenylpyruvate_reductase_(1.1.1.237)",0.000377,0.000514,74.8,0.000366,0.000513,74.2,0.00043,0.000515,77.6
"1696","g376","1.2.7.4","Carbon-monoxide dehydrogenase (ferredoxin)","Carbon-monoxide_dehydrogenase_(ferredoxin)_(1.2.7.4)","Carbon-monoxide_dehydrogenase_(ferredoxin)_(1.2.7.4)",0.000376,0.000917,73.9,0.000369,0.000946,73.5,0.000408,0.000763,75.9
"3","g100","1.1.1.350","Ureidoglycolate dehydrogenase (NAD(+))","Ureidoglycolate_dehydrogenase_(NAD(+))_(1.1.1.350)","Ureidoglycolate_dehydrogenase_(NAD(+))_(1.1.1.350)",0.000374,0.000468,78.3,0.000359,0.000473,77.7,0.000443,0.00044,81
"1698","g378","1.2.7.7","3-methyl-2-oxobutanoate dehydrogenase (ferredoxin)","3-methyl-2-oxobutanoate_dehydrogenase_(ferredoxin)_(1.2.7.7)","3-methyl-2-oxobutanoate_dehydrogenase_(ferredoxin)_(1.2.7.7)",0.000374,0.0013,32.8,0.000268,0.001112,28.6,0.000889,0.001908,53.4
"434","g1389","3.1.3.81","Diacylglycerol diphosphate phosphatase","Diacylglycerol_diphosphate_phosphatase_(3.1.3.81)","Diacylglycerol_diphosphate_phosphatase_(3.1.3.81)",0.000372,0.000427,78.9,0.000352,0.000424,78.4,0.000472,0.000431,81
"1321","g2187","5.3.3.4","Muconolactone Delta-isomerase","Muconolactone_Delta-isomerase_(5.3.3.4)","Muconolactone_Delta-isomerase_(5.3.3.4)",0.000372,0.00094,51.9,0.000408,0.001004,54.1,0.000193,0.00049,41.4
"71","g1061","2.7.1.198","NO NAME","NO_NAME_(2.7.1.198)","NO_NAME_(2.7.1.198)",0.000371,0.000531,73.9,0.000351,0.000539,72.8,0.00047,0.000477,79.3
"928","g1833","3.8.1.2","(S)-2-haloacid dehalogenase","(S)-2-haloacid_dehalogenase_(3.8.1.2)","(S)-2-haloacid_dehalogenase_(3.8.1.2)",0.000371,0.000932,64.8,0.00041,0.001,68.9,0.000179,0.000441,44.8
"1526","g2371","7.2.2.6","NO NAME","NO_NAME_(7.2.2.6)","NO_NAME_(7.2.2.6)",0.000367,0.000785,76.2,0.000359,0.000575,75.6,0.000406,0.001426,79.3
"2086","g727","2.3.1.190","Acetoin dehydrogenase","Acetoin_dehydrogenase_(2.3.1.190)","Acetoin_dehydrogenase_(2.3.1.190)",0.000366,0.000888,54.8,0.00041,0.000952,58.3,0.000154,0.000398,37.9
"1606","g295","1.15.1.2","Superoxide reductase","Superoxide_reductase_(1.15.1.2)","Superoxide_reductase_(1.15.1.2)",0.000365,0.000938,37.8,0.000383,0.001004,35.3,0.000277,0.000499,50
"1280","g215","1.13.11.1","Catechol 1,2-dioxygenase","Catechol_1,2-dioxygenase_(1.13.11.1)","Catechol_1,2-dioxygenase_(1.13.11.1)",0.000364,0.000901,53.4,0.000404,0.000965,56.5,0.000166,0.000424,37.9
"2258","g882","2.4.1.57","Phosphatidylinositol alpha-mannosyltransferase","Phosphatidylinositol_alpha-mannosyltransferase_(2.4.1.57)","Phosphatidylinositol_alpha-mannosyltransferase_(2.4.1.57)",0.000364,0.000854,70.7,0.000264,0.000701,67.8,0.00085,0.001274,84.5
"376","g1336","3.1.21.5","Type III site-specific deoxyribonuclease","Type_III_site-specific_deoxyribonuclease_(3.1.21.5)","Type_III_site-specific_deoxyribonuclease_(3.1.21.5)",0.000362,0.000845,51.6,0.000386,0.000882,52.7,0.000246,0.000625,46.6
"981","g1881","4.1.1.77","2-oxo-3-hexenedioate decarboxylase","2-oxo-3-hexenedioate_decarboxylase_(4.1.1.77)","2-oxo-3-hexenedioate_decarboxylase_(4.1.1.77)",0.000362,0.000725,57.5,0.00042,0.000778,64.3,8.1e-05,0.000212,24.1
"68","g1059","2.7.1.196","NO NAME","NO_NAME_(2.7.1.196)","NO_NAME_(2.7.1.196)",0.000357,0.000527,82.7,0.000372,0.000565,82,0.000283,0.000268,86.2
"1151","g2033","4.2.2.6","Oligogalacturonide lyase","Oligogalacturonide_lyase_(4.2.2.6)","Oligogalacturonide_lyase_(4.2.2.6)",0.000357,0.000885,55.1,0.000404,0.000952,58,0.00013,0.000354,41.4
"2268","g891","2.4.1.8","Maltose phosphorylase","Maltose_phosphorylase_(2.4.1.8)","Maltose_phosphorylase_(2.4.1.8)",0.000355,0.000854,65.4,0.000355,0.000817,69.3,0.000357,0.001024,46.6
"1263","g2134","5.1.3.41","NO NAME","NO_NAME_(5.1.3.41)","NO_NAME_(5.1.3.41)",0.000354,0.000689,53.4,0.000356,0.00069,55.8,0.000343,0.000691,41.4
