"","feature_id","feature","feature.description","feature_full","Feature","mean","sd","prev","mean_IND","sd_IND","prev_IND","mean_MLW","sd_MLW","prev_MLW"
"1582","g273","1.14.13.8","Flavin-containing monooxygenase","Flavin-containing_monooxygenase_(1.14.13.8)","Flavin-containing_monooxygenase_(1.14.13.8)",9e-06,0.000109,3.5,1e-05,0.000119,3.9,2e-06,1.2e-05,1.7
"1602","g291","1.14.99.44","Diapolycopene oxygenase","Diapolycopene_oxygenase_(1.14.99.44)","Diapolycopene_oxygenase_(1.14.99.44)",9e-06,7.1e-05,8.5,9e-06,7.8e-05,8.5,4e-06,1.6e-05,8.6
"1771","g443","1.3.8.4","Isovaleryl-CoA dehydrogenase","Isovaleryl-CoA_dehydrogenase_(1.3.8.4)","Isovaleryl-CoA_dehydrogenase_(1.3.8.4)",9e-06,4.7e-05,11.4,9e-06,4.2e-05,12.7,1e-05,6.8e-05,5.2
"1993","g643","2.1.1.258","Co-methyltransferase","Co-methyltransferase_(2.1.1.258)","Co-methyltransferase_(2.1.1.258)",9e-06,7.2e-05,2.6,8e-06,6.8e-05,2.5,1.3e-05,8.9e-05,3.4
"2073","g715","2.3.1.169","CO-methylating acetyl-CoA synthase","CO-methylating_acetyl-CoA_synthase_(2.3.1.169)","CO-methylating_acetyl-CoA_synthase_(2.3.1.169)",9e-06,4.3e-05,8.8,1e-05,4.5e-05,9.9,4e-06,2.6e-05,3.4
"2125","g762","2.3.1.37","5-aminolevulinate synthase","5-aminolevulinate_synthase_(2.3.1.37)","5-aminolevulinate_synthase_(2.3.1.37)",9e-06,0.000105,5.3,4e-06,2.1e-05,4.9,3.6e-05,0.000252,6.9
"261","g1232","2.7.8.24","Phosphatidylcholine synthase","Phosphatidylcholine_synthase_(2.7.8.24)","Phosphatidylcholine_synthase_(2.7.8.24)",8e-06,5.1e-05,6.2,5e-06,3.3e-05,5.3,2.3e-05,9.9e-05,10.3
"361","g1322","3.1.2.21","Dodecanoyl-[acyl-carrier-protein] hydrolase","Dodecanoyl-[acyl-carrier-protein]_hydrolase_(3.1.2.21)","Dodecanoyl-[acyl-carrier-protein]_hydrolase_(3.1.2.21)",8e-06,6.1e-05,3.5,8e-06,6.4e-05,3.9,6e-06,4.6e-05,1.7
"477","g1427","3.2.1.113","Mannosyl-oligosaccharide 1,2-alpha-mannosidase","Mannosyl-oligosaccharide_1,2-alpha-mannosidase_(3.2.1.113)","Mannosyl-oligosaccharide_1,2-alpha-mannosidase_(3.2.1.113)",8e-06,0.000142,0.6,9e-06,0.000156,0.4,0,4e-06,1.7
"638","g1572","3.4.19.1","Acylaminoacyl-peptidase","Acylaminoacyl-peptidase_(3.4.19.1)","Acylaminoacyl-peptidase_(3.4.19.1)",8e-06,4.7e-05,4.1,9e-06,5e-05,4.6,4e-06,3e-05,1.7
"780","g170","1.1.3.46","4-hydroxymandelate oxidase","4-hydroxymandelate_oxidase_(1.1.3.46)","4-hydroxymandelate_oxidase_(1.1.3.46)",8e-06,5.6e-05,2.9,8e-06,5.6e-05,3.2,8e-06,5.8e-05,1.7
"833","g1748","3.5.99.7","1-aminocyclopropane-1-carboxylate deaminase","1-aminocyclopropane-1-carboxylate_deaminase_(3.5.99.7)","1-aminocyclopropane-1-carboxylate_deaminase_(3.5.99.7)",8e-06,8.5e-05,2.6,5e-06,5.9e-05,2.8,2.1e-05,0.000162,1.7
"923","g1829","3.7.1.2","Fumarylacetoacetase","Fumarylacetoacetase_(3.7.1.2)","Fumarylacetoacetase_(3.7.1.2)",8e-06,3.4e-05,11.1,6e-06,2.6e-05,9.9,1.6e-05,5.7e-05,17.2
"1158","g204","1.11.2.4","Fatty-acid peroxygenase","Fatty-acid_peroxygenase_(1.11.2.4)","Fatty-acid_peroxygenase_(1.11.2.4)",8e-06,7.9e-05,3.8,1e-05,8.6e-05,4.6,0,0,0
"1175","g2055","4.3.1.29","D-glucosaminate-6-phosphate ammonia lyase","D-glucosaminate-6-phosphate_ammonia_lyase_(4.3.1.29)","D-glucosaminate-6-phosphate_ammonia_lyase_(4.3.1.29)",8e-06,5.7e-05,3.8,8e-06,6e-05,4.2,4e-06,3.3e-05,1.7
"1576","g268","1.14.13.7","Phenol 2-monooxygenase","Phenol_2-monooxygenase_(1.14.13.7)","Phenol_2-monooxygenase_(1.14.13.7)",8e-06,4.6e-05,8.2,3e-06,1.6e-05,6.4,3.1e-05,0.000104,17.2
"1819","g487","1.4.99.5","Glycine dehydrogenase (cyanide-forming)","Glycine_dehydrogenase_(cyanide-forming)_(1.4.99.5)","Glycine_dehydrogenase_(cyanide-forming)_(1.4.99.5)",8e-06,6.2e-05,4.1,7e-06,6e-05,3.9,1.2e-05,7e-05,5.2
"1850","g514","1.5.8.2","Trimethylamine dehydrogenase","Trimethylamine_dehydrogenase_(1.5.8.2)","Trimethylamine_dehydrogenase_(1.5.8.2)",8e-06,9.2e-05,2.3,9e-06,0.000101,2.1,2e-06,1.4e-05,3.4
"1940","g596","2.1.1.157","Sarcosine/dimethylglycine N-methyltransferase","Sarcosine/dimethylglycine_N-methyltransferase_(2.1.1.157)","Sarcosine/dimethylglycine_N-methyltransferase_(2.1.1.157)",8e-06,7.6e-05,4.7,7e-06,6.2e-05,5.3,1.6e-05,0.000125,1.7
"2049","g694","2.2.1.10","2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase","2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate_synthase_(2.2.1.10)","2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate_synthase_(2.2.1.10)",8e-06,5.4e-05,3.8,1e-06,9e-06,1.4,4.2e-05,0.000125,15.5
"2094","g734","2.3.1.201","UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase","UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate_N-acetyltransferase_(2.3.1.201)","UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate_N-acetyltransferase_(2.3.1.201)",8e-06,0.000105,3.2,2e-06,1.5e-05,2.1,4.1e-05,0.000251,8.6
"55","g1047","2.7.1.177","L-threonine kinase","L-threonine_kinase_(2.7.1.177)","L-threonine_kinase_(2.7.1.177)",7e-06,3.6e-05,6.5,8e-06,3.7e-05,7.4,4e-06,3.2e-05,1.7
"163","g1144","2.7.3.3","Arginine kinase","Arginine_kinase_(2.7.3.3)","Arginine_kinase_(2.7.3.3)",7e-06,3.2e-05,9.4,5e-06,2.1e-05,8.8,1.5e-05,6.2e-05,12.1
"363","g1324","3.1.2.26","Bile-acid-CoA hydrolase","Bile-acid-CoA_hydrolase_(3.1.2.26)","Bile-acid-CoA_hydrolase_(3.1.2.26)",7e-06,4.5e-05,5.3,9e-06,5e-05,6.4,0,0,0
"481","g1430","3.2.1.123","Endoglycosylceramidase","Endoglycosylceramidase_(3.2.1.123)","Endoglycosylceramidase_(3.2.1.123)",7e-06,6.8e-05,2.3,8e-06,7.4e-05,2.1,2e-06,1.5e-05,3.4
"658","g1590","3.4.21.69","Protein C (activated)","Protein_C_(activated)_(3.4.21.69)","Protein_C_(activated)_(3.4.21.69)",7e-06,2.8e-05,10,7e-06,2.7e-05,10.6,8e-06,3.4e-05,6.9
"667","g1599","3.4.22.34","Legumain","Legumain_(3.4.22.34)","Legumain_(3.4.22.34)",7e-06,9.6e-05,1.2,1e-06,1e-05,0.7,3.6e-05,0.000232,3.4
"729","g1654","3.5.1.23","Ceramidase","Ceramidase_(3.5.1.23)","Ceramidase_(3.5.1.23)",7e-06,5.4e-05,3.2,1e-06,1.6e-05,1.4,3.3e-05,0.000124,12.1
"924","g183","1.1.99.30","2-oxo-acid reductase","2-oxo-acid_reductase_(1.1.99.30)","2-oxo-acid_reductase_(1.1.99.30)",7e-06,5.3e-05,2.6,8e-06,5.8e-05,3.2,0,0,0
"1050","g1943","4.1.99.23","NO NAME","NO_NAME_(4.1.99.23)","NO_NAME_(4.1.99.23)",7e-06,5.5e-05,2.3,6e-06,4.9e-05,2.5,1.1e-05,8.1e-05,1.7
"1320","g2186","5.3.3.3","Vinylacetyl-CoA Delta-isomerase","Vinylacetyl-CoA_Delta-isomerase_(5.3.3.3)","Vinylacetyl-CoA_Delta-isomerase_(5.3.3.3)",7e-06,3.6e-05,6.2,6e-06,3.3e-05,6,1.1e-05,4.8e-05,6.9
"1414","g2270","6.2.1.13","Acetate--CoA ligase (ADP-forming)","Acetate--CoA_ligase_(ADP-forming)_(6.2.1.13)","Acetate--CoA_ligase_(ADP-forming)_(6.2.1.13)",7e-06,0.000114,2.1,8e-06,0.000125,2.1,1e-06,7e-06,1.7
"1601","g290","1.14.99.3","Heme oxygenase (biliverdin-producing)","Heme_oxygenase_(biliverdin-producing)_(1.14.99.3)","Heme_oxygenase_(biliverdin-producing)_(1.14.99.3)",7e-06,7e-05,3.5,3e-06,2.1e-05,3.2,2.7e-05,0.000163,5.2
"1666","g349","1.2.1.58","Phenylglyoxylate dehydrogenase (acylating)","Phenylglyoxylate_dehydrogenase_(acylating)_(1.2.1.58)","Phenylglyoxylate_dehydrogenase_(acylating)_(1.2.1.58)",7e-06,4.4e-05,3.8,5e-06,3.8e-05,3.2,1.4e-05,6.5e-05,6.9
"1833","g5","1.1.1.105","All-trans-retinol dehydrogenase (NAD(+))","All-trans-retinol_dehydrogenase_(NAD(+))_(1.1.1.105)","All-trans-retinol_dehydrogenase_(NAD(+))_(1.1.1.105)",7e-06,7.4e-05,2.9,8e-06,8.1e-05,3.5,0,0,0
"1840","g505","1.5.1.43","Carboxynorspermidine synthase","Carboxynorspermidine_synthase_(1.5.1.43)","Carboxynorspermidine_synthase_(1.5.1.43)",7e-06,0.000107,1.8,2e-06,2.1e-05,1.8,3.4e-05,0.000256,1.7
"1922","g58","1.1.1.266","dTDP-4-dehydro-6-deoxyglucose reductase","dTDP-4-dehydro-6-deoxyglucose_reductase_(1.1.1.266)","dTDP-4-dehydro-6-deoxyglucose_reductase_(1.1.1.266)",7e-06,8.6e-05,2.1,3e-06,2.7e-05,2.1,2.6e-05,0.000199,1.7
"2082","g723","2.3.1.184","Acyl-homoserine-lactone synthase","Acyl-homoserine-lactone_synthase_(2.3.1.184)","Acyl-homoserine-lactone_synthase_(2.3.1.184)",7e-06,8.1e-05,5.6,8e-06,8.9e-05,6.4,1e-06,5e-06,1.7
"2351","g966","2.5.1.85","specific)","specific)_(2.5.1.85)","specific)_(2.5.1.85)",7e-06,5.7e-05,3.2,7e-06,5.9e-05,3.5,6e-06,4.3e-05,1.7
"77","g1067","2.7.1.205","NO NAME","NO_NAME_(2.7.1.205)","NO_NAME_(2.7.1.205)",6e-06,4.5e-05,3.5,7e-06,4.8e-05,3.9,3e-06,2.4e-05,1.7
"272","g1242","2.7.8.44","NO NAME","NO_NAME_(2.7.8.44)","NO_NAME_(2.7.8.44)",6e-06,3.3e-05,7,4e-06,2.4e-05,7.1,1.2e-05,5.9e-05,6.9
"366","g1327","3.1.2.29","Fluoroacetyl-CoA thioesterase","Fluoroacetyl-CoA_thioesterase_(3.1.2.29)","Fluoroacetyl-CoA_thioesterase_(3.1.2.29)",6e-06,3.7e-05,4.4,7e-06,3.8e-05,4.9,4e-06,3.3e-05,1.7
"487","g1436","3.2.1.139","Alpha-glucuronidase","Alpha-glucuronidase_(3.2.1.139)","Alpha-glucuronidase_(3.2.1.139)",6e-06,5.6e-05,2.3,1e-06,1.6e-05,1.1,2.6e-05,0.00013,8.6
"696","g1624","3.4.24.64","Mitochondrial processing peptidase","Mitochondrial_processing_peptidase_(3.4.24.64)","Mitochondrial_processing_peptidase_(3.4.24.64)",6e-06,7.5e-05,0.9,2e-06,3.4e-05,0.4,2.4e-05,0.000165,3.4
"860","g1772","3.6.1.61","Diadenosine hexaphosphate hydrolase (ATP-forming)","Diadenosine_hexaphosphate_hydrolase_(ATP-forming)_(3.6.1.61)","Diadenosine_hexaphosphate_hydrolase_(ATP-forming)_(3.6.1.61)",6e-06,3.4e-05,5.9,8e-06,3.8e-05,6.7,0,3e-06,1.7
"925","g1830","3.7.1.3","Kynureninase","Kynureninase_(3.7.1.3)","Kynureninase_(3.7.1.3)",6e-06,4.8e-05,7.9,7e-06,5.3e-05,7.4,3e-06,1e-05,10.3
"930","g1835","3.8.1.5","Haloalkane dehalogenase","Haloalkane_dehalogenase_(3.8.1.5)","Haloalkane_dehalogenase_(3.8.1.5)",6e-06,4.5e-05,3.5,7e-06,4.9e-05,3.5,1e-06,6e-06,3.4
"933","g1838","4.1.1.101","Malolactic enzyme","Malolactic_enzyme_(4.1.1.101)","Malolactic_enzyme_(4.1.1.101)",6e-06,9.3e-05,1.8,7e-06,0.000102,2.1,0,0,0
"1077","g1968","4.2.1.157","(R)-2-hydroxyisocaproyl-CoA dehydratase","(R)-2-hydroxyisocaproyl-CoA_dehydratase_(4.2.1.157)","(R)-2-hydroxyisocaproyl-CoA_dehydratase_(4.2.1.157)",6e-06,3.5e-05,4.4,7e-06,3.9e-05,5.3,0,0,0
"1343","g2206","5.4.3.5","D-ornithine 4,5-aminomutase","D-ornithine_4,5-aminomutase_(5.4.3.5)","D-ornithine_4,5-aminomutase_(5.4.3.5)",6e-06,3.5e-05,4.4,7e-06,3.8e-05,5.3,0,0,0
"1344","g2207","5.4.3.6","Tyrosine 2,3-aminomutase","Tyrosine_2,3-aminomutase_(5.4.3.6)","Tyrosine_2,3-aminomutase_(5.4.3.6)",6e-06,0.000108,0.9,7e-06,0.000118,0.4,4e-06,2.1e-05,3.4
"1351","g2213","5.4.99.13","Isobutyryl-CoA mutase","Isobutyryl-CoA_mutase_(5.4.99.13)","Isobutyryl-CoA_mutase_(5.4.99.13)",6e-06,5.6e-05,4.1,2e-06,1.8e-05,2.8,2.5e-05,0.000128,10.3
"1579","g270","1.14.13.82","Vanillate monooxygenase","Vanillate_monooxygenase_(1.14.13.82)","Vanillate_monooxygenase_(1.14.13.82)",6e-06,1.7e-05,25.8,6e-06,1.7e-05,26.9,5e-06,1.8e-05,20.7
"1668","g350","1.2.1.59","Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)(+)) (phosphorylating)","Glyceraldehyde-3-phosphate_dehydrogenase_(NAD(P)(+))_(phosphorylating)_(1.2.1.59)","Glyceraldehyde-3-phosphate_dehydrogenase_(NAD(P)(+))_(phosphorylating)_(1.2.1.59)",6e-06,1.7e-05,19.1,7e-06,1.8e-05,21.6,2e-06,1.1e-05,6.9
"1863","g526","1.6.5.8","NADH:ubiquinone reductase (Na(+)-transporting)","NADH:ubiquinone_reductase_(Na(+)-transporting)_(1.6.5.8)","NADH:ubiquinone_reductase_(Na(+)-transporting)_(1.6.5.8)",6e-06,2.6e-05,7.3,7e-06,2.9e-05,8.8,0,0,0
"2063","g706","2.3.1.122","Trehalose O-mycolyltransferase","Trehalose_O-mycolyltransferase_(2.3.1.122)","Trehalose_O-mycolyltransferase_(2.3.1.122)",6e-06,4.5e-05,4.7,6e-06,4.9e-05,4.9,3e-06,1.8e-05,3.4
"2269","g892","2.4.1.9","Inulosucrase","Inulosucrase_(2.4.1.9)","Inulosucrase_(2.4.1.9)",6e-06,6.8e-05,2.6,8e-06,7.4e-05,3.2,0,0,0
"462","g1413","3.1.4.57","Phosphoribosyl 1,2-cyclic phosphate 1,2-diphosphodiesterase","Phosphoribosyl_1,2-cyclic_phosphate_1,2-diphosphodiesterase_(3.1.4.57)","Phosphoribosyl_1,2-cyclic_phosphate_1,2-diphosphodiesterase_(3.1.4.57)",5e-06,3.6e-05,3.8,6e-06,4e-05,4.2,0,2e-06,1.7
"472","g1422","3.11.1.2","Phosphonoacetate hydrolase","Phosphonoacetate_hydrolase_(3.11.1.2)","Phosphonoacetate_hydrolase_(3.11.1.2)",5e-06,2.7e-05,7.6,5e-06,2.8e-05,8.1,6e-06,2.6e-05,5.2
"579","g1519","3.2.2.22","rRNA N-glycosylase","rRNA_N-glycosylase_(3.2.2.22)","rRNA_N-glycosylase_(3.2.2.22)",5e-06,6.4e-05,0.6,3e-06,5.2e-05,0.4,1.4e-05,0.000105,1.7
"894","g1802","3.6.3.35","Manganese-transporting ATPase","Manganese-transporting_ATPase_(3.6.3.35)","Manganese-transporting_ATPase_(3.6.3.35)",5e-06,9.5e-05,0.6,6e-06,0.000105,0.7,0,0,0
"1039","g1933","4.1.3.4","Hydroxymethylglutaryl-CoA lyase","Hydroxymethylglutaryl-CoA_lyase_(4.1.3.4)","Hydroxymethylglutaryl-CoA_lyase_(4.1.3.4)",5e-06,2.3e-05,5.9,4e-06,2e-05,5.3,8e-06,3.7e-05,8.6
"1084","g1974","4.2.1.18","Methylglutaconyl-CoA hydratase","Methylglutaconyl-CoA_hydratase_(4.2.1.18)","Methylglutaconyl-CoA_hydratase_(4.2.1.18)",5e-06,8.6e-05,0.3,0,0,0,2.7e-05,0.000209,1.7
"1238","g2111","5.1.1.n1","Transferred entry","Transferred_entry_(5.1.1.n1)","Transferred_entry_(5.1.1.n1)",5e-06,9.2e-05,0.3,0,0,0,2.9e-05,0.000222,1.7
"1687","g368","1.2.3.1","Aldehyde oxidase","Aldehyde_oxidase_(1.2.3.1)","Aldehyde_oxidase_(1.2.3.1)",5e-06,6.4e-05,0.9,4e-06,6.1e-05,0.4,1.3e-05,7.8e-05,3.4
"1707","g386","1.20.1.1","Phosphonate dehydrogenase","Phosphonate_dehydrogenase_(1.20.1.1)","Phosphonate_dehydrogenase_(1.20.1.1)",5e-06,4.9e-05,2.1,3e-06,3.2e-05,2.1,1.3e-05,9.7e-05,1.7
"1746","g420","1.3.1.89","tRNA-dihydrouridine(47) synthase (NAD(P)(+))","tRNA-dihydrouridine(47)_synthase_(NAD(P)(+))_(1.3.1.89)","tRNA-dihydrouridine(47)_synthase_(NAD(P)(+))_(1.3.1.89)",5e-06,3.5e-05,2.9,4e-06,2.7e-05,2.8,1.1e-05,5.9e-05,3.4
"1763","g436","1.3.7.7","Ferredoxin:protochlorophyllide reductase (ATP-dependent)","Ferredoxin:protochlorophyllide_reductase_(ATP-dependent)_(1.3.7.7)","Ferredoxin:protochlorophyllide_reductase_(ATP-dependent)_(1.3.7.7)",5e-06,4.4e-05,2.3,3e-06,2.9e-05,2.1,1.3e-05,8.7e-05,3.4
"1786","g457","1.3.99.31","Phytoene desaturase (lycopene-forming)","Phytoene_desaturase_(lycopene-forming)_(1.3.99.31)","Phytoene_desaturase_(lycopene-forming)_(1.3.99.31)",5e-06,7.7e-05,1.2,5e-06,8.4e-05,1.4,0,0,0
"1990","g640","2.1.1.235","dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose N,N-dimethyltransferase","dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose_N,N-dimethyltransferase_(2.1.1.235)","dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose_N,N-dimethyltransferase_(2.1.1.235)",5e-06,9.3e-05,0.3,0,0,0,3e-05,0.000225,1.7
"2010","g659","2.1.1.51","Transferred entry","Transferred_entry_(2.1.1.51)","Transferred_entry_(2.1.1.51)",5e-06,3.3e-05,4.4,7e-06,3.6e-05,5.3,0,0,0
"29","g1023","2.7.1.112","Transferred entry","Transferred_entry_(2.7.1.112)","Transferred_entry_(2.7.1.112)",4e-06,5.6e-05,1.5,1e-06,9e-06,1.4,1.8e-05,0.000134,1.7
"273","g1243","2.7.8.45","NO NAME","NO_NAME_(2.7.8.45)","NO_NAME_(2.7.8.45)",4e-06,2.4e-05,7.3,4e-06,2e-05,7.8,6e-06,3.8e-05,5.2
"299","g1267","2.8.3.17","Cinnamoyl-CoA:phenyllactate CoA-transferase","Cinnamoyl-CoA:phenyllactate_CoA-transferase_(2.8.3.17)","Cinnamoyl-CoA:phenyllactate_CoA-transferase_(2.8.3.17)",4e-06,3.4e-05,2.9,2e-06,1.9e-05,2.8,1e-05,7.3e-05,3.4
"444","g1398","3.1.30.2","Serratia marcescens nuclease","Serratia_marcescens_nuclease_(3.1.30.2)","Serratia_marcescens_nuclease_(3.1.30.2)",4e-06,2.8e-05,3.5,4e-06,3.1e-05,3.5,2e-06,1e-05,3.4
"551","g1494","3.2.1.75","Glucan endo-1,6-beta-glucosidase","Glucan_endo-1,6-beta-glucosidase_(3.2.1.75)","Glucan_endo-1,6-beta-glucosidase_(3.2.1.75)",4e-06,5.2e-05,2.1,5e-06,5.7e-05,2.1,1e-06,5e-06,1.7
"599","g1537","3.3.2.9","Microsomal epoxide hydrolase","Microsomal_epoxide_hydrolase_(3.3.2.9)","Microsomal_epoxide_hydrolase_(3.3.2.9)",4e-06,5.5e-05,1.8,1e-06,9e-06,1.4,1.8e-05,0.000131,3.4
"793","g1711","3.5.3.4","Allantoicase","Allantoicase_(3.5.3.4)","Allantoicase_(3.5.3.4)",4e-06,3.7e-05,4.1,1e-06,7e-06,3.2,1.7e-05,8.8e-05,8.6
"968","g187","1.1.99.38","2-deoxy-scyllo-inosamine dehydrogenase (AdoMet-dependent)","2-deoxy-scyllo-inosamine_dehydrogenase_(AdoMet-dependent)_(1.1.99.38)","2-deoxy-scyllo-inosamine_dehydrogenase_(AdoMet-dependent)_(1.1.99.38)",4e-06,7.5e-05,0.3,0,0,0,2.4e-05,0.000182,1.7
"988","g1888","4.1.1.88","Biotin-independent malonate decarboxylase","Biotin-independent_malonate_decarboxylase_(4.1.1.88)","Biotin-independent_malonate_decarboxylase_(4.1.1.88)",4e-06,2.7e-05,3.8,4e-06,2.7e-05,4.2,4e-06,2.7e-05,1.7
"1097","g1986","4.2.1.35","(R)-2-methylmalate dehydratase","(R)-2-methylmalate_dehydratase_(4.2.1.35)","(R)-2-methylmalate_dehydratase_(4.2.1.35)",4e-06,3.3e-05,3.5,5e-06,3.6e-05,3.9,0,1e-06,1.7
"1279","g2149","5.2.1.2","Maleylacetoacetate isomerase","Maleylacetoacetate_isomerase_(5.2.1.2)","Maleylacetoacetate_isomerase_(5.2.1.2)",4e-06,2e-05,6.5,3e-06,1.6e-05,6.4,7e-06,3.2e-05,6.9
"1286","g2155","5.3.1.15","D-lyxose ketol-isomerase","D-lyxose_ketol-isomerase_(5.3.1.15)","D-lyxose_ketol-isomerase_(5.3.1.15)",4e-06,5.6e-05,1.8,1e-06,1e-05,1.8,1.8e-05,0.000134,1.7
"1371","g2231","5.4.99.59","dTDP-fucopyranose mutase","dTDP-fucopyranose_mutase_(5.4.99.59)","dTDP-fucopyranose_mutase_(5.4.99.59)",4e-06,7.7e-05,0.6,0,7e-06,0.4,2.4e-05,0.000186,1.7
"1500","g2348","6.3.5.8","Transferred entry","Transferred_entry_(6.3.5.8)","Transferred_entry_(6.3.5.8)",4e-06,4.7e-05,1.8,5e-06,5.1e-05,2.1,0,0,0
"1650","g334","1.2.1.25","2-oxoisovalerate dehydrogenase (acylating)","2-oxoisovalerate_dehydrogenase_(acylating)_(1.2.1.25)","2-oxoisovalerate_dehydrogenase_(acylating)_(1.2.1.25)",4e-06,2.2e-05,5,5e-06,2.4e-05,6,0,0,0
"1792","g462","1.3.99.7","Transferred entry","Transferred_entry_(1.3.99.7)","Transferred_entry_(1.3.99.7)",4e-06,4.2e-05,2.3,1e-06,5e-06,1.4,2e-05,0.000101,6.9
"1870","g532","1.6.99.n1","NADPH dehydrogenase (coenzyme F420 dependent)","NADPH_dehydrogenase_(coenzyme_F420_dependent)_(1.6.99.n1)","NADPH_dehydrogenase_(coenzyme_F420_dependent)_(1.6.99.n1)",4e-06,7.3e-05,0.9,5e-06,8e-05,1.1,0,0,0
"1901","g560","1.8.2.4","Dimethyl sulfide:cytochrome c2 reductase","Dimethyl_sulfide:cytochrome_c2_reductase_(1.8.2.4)","Dimethyl_sulfide:cytochrome_c2_reductase_(1.8.2.4)",4e-06,3.1e-05,4.1,5e-06,3.4e-05,4.6,1e-06,4e-06,1.7
"2251","g876","2.4.1.41","Polypeptide N-acetylgalactosaminyltransferase","Polypeptide_N-acetylgalactosaminyltransferase_(2.4.1.41)","Polypeptide_N-acetylgalactosaminyltransferase_(2.4.1.41)",4e-06,6.1e-05,1.2,5e-06,6.7e-05,1.1,0,1e-06,1.7
"2366","g98","1.1.1.347","Geraniol dehydrogenase (NAD(+))","Geraniol_dehydrogenase_(NAD(+))_(1.1.1.347)","Geraniol_dehydrogenase_(NAD(+))_(1.1.1.347)",4e-06,3.7e-05,2.1,3e-06,3.6e-05,1.8,6e-06,4.2e-05,3.4
"22","g1017","2.6.1.98","UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase","UDP-2-acetamido-2-deoxy-ribo-hexuluronate_aminotransferase_(2.6.1.98)","UDP-2-acetamido-2-deoxy-ribo-hexuluronate_aminotransferase_(2.6.1.98)",3e-06,2.2e-05,1.8,2e-06,2.1e-05,1.8,4e-06,2.8e-05,1.7
"39","g1032","2.7.1.145","Deoxynucleoside kinase","Deoxynucleoside_kinase_(2.7.1.145)","Deoxynucleoside_kinase_(2.7.1.145)",3e-06,1.7e-05,3.5,3e-06,1.9e-05,4.2,0,0,0
"201","g1179","2.7.7.28","Nucleoside-triphosphate-aldose-1-phosphate nucleotidyltransferase","Nucleoside-triphosphate-aldose-1-phosphate_nucleotidyltransferase_(2.7.7.28)","Nucleoside-triphosphate-aldose-1-phosphate_nucleotidyltransferase_(2.7.7.28)",3e-06,1.2e-05,27.9,3e-06,1.3e-05,27.2,3e-06,7e-06,31
"232","g1206","2.7.7.68","2-phospho-L-lactate guanylyltransferase","2-phospho-L-lactate_guanylyltransferase_(2.7.7.68)","2-phospho-L-lactate_guanylyltransferase_(2.7.7.68)",3e-06,2e-05,3.2,3e-06,2.1e-05,3.5,0,2e-06,1.7
"313","g128","1.1.1.43","Phosphogluconate 2-dehydrogenase","Phosphogluconate_2-dehydrogenase_(1.1.1.43)","Phosphogluconate_2-dehydrogenase_(1.1.1.43)",3e-06,1.3e-05,8.5,4e-06,1.4e-05,10.2,0,0,0
"458","g141","1.1.1.5","Transferred entry","Transferred_entry_(1.1.1.5)","Transferred_entry_(1.1.1.5)",3e-06,2.1e-05,2.3,3e-06,2e-05,2.1,4e-06,2.6e-05,3.4
"527","g1472","3.2.1.38","Beta-D-fucosidase","Beta-D-fucosidase_(3.2.1.38)","Beta-D-fucosidase_(3.2.1.38)",3e-06,4.7e-05,0.6,0,5e-06,0.4,1.5e-05,0.000114,1.7
"549","g1492","3.2.1.72","Xylan 1,3-beta-xylosidase","Xylan_1,3-beta-xylosidase_(3.2.1.72)","Xylan_1,3-beta-xylosidase_(3.2.1.72)",3e-06,4.1e-05,0.6,4e-06,4.5e-05,0.7,0,0,0
"635","g157","1.1.1.87","Homoisocitrate dehydrogenase","Homoisocitrate_dehydrogenase_(1.1.1.87)","Homoisocitrate_dehydrogenase_(1.1.1.87)",3e-06,2.4e-05,2.1,3e-06,2.1e-05,2.1,5e-06,3.6e-05,1.7
"825","g1740","3.5.5.1","Nitrilase","Nitrilase_(3.5.5.1)","Nitrilase_(3.5.5.1)",3e-06,2.8e-05,2.6,2e-06,1.8e-05,2.5,8e-06,5.5e-05,3.4
"1014","g1910","4.1.2.49","L-allo-threonine aldolase","L-allo-threonine_aldolase_(4.1.2.49)","L-allo-threonine_aldolase_(4.1.2.49)",3e-06,1.8e-05,4.7,4e-06,1.9e-05,5.3,1e-06,6e-06,1.7
"1135","g2019","4.2.1.96","4a-hydroxytetrahydrobiopterin dehydratase","4a-hydroxytetrahydrobiopterin_dehydratase_(4.2.1.96)","4a-hydroxytetrahydrobiopterin_dehydratase_(4.2.1.96)",3e-06,2e-05,2.9,2e-06,2.1e-05,1.8,5e-06,1.7e-05,8.6
"1209","g2086","4.4.1.37","NO NAME","NO_NAME_(4.4.1.37)","NO_NAME_(4.4.1.37)",3e-06,3.4e-05,1.2,4e-06,3.7e-05,1.4,0,0,0
